id	filename	md5	size	state
de92051d-c3f8-49ad-bce9-ca748c6fdd09	be626971-cdea-495d-88cd-1323e7c23fe7.htseq.counts.gz	43e678a8a47c98c23bc3b49f200649e4	261242	released
82e1c15b-77f7-47c6-ad9f-d8d3cc980ffd	78362a69-6a41-4c14-8e08-4fd7773ce03a.htseq.counts.gz	da11805f3773aa8f7773f5ff79ff5ebf	259192	released
0d4a061d-25f1-4715-9b9e-5ee879a2465a	4c6f3410-7bb6-4be3-a4d1-b3717279b212.htseq.counts.gz	28621d8af1eee4654f85bc040c4219f1	260328	released
9390eaf2-e059-4481-94c1-1b752e619975	178c423a-3ae9-4343-aa81-02292024e421.htseq.counts.gz	522afd5e8a660b80490bc9fdade750ec	246682	released
d0994a08-f214-4306-a88c-4bd12fd8e721	829fbe64-5c02-4a8f-96e6-9e251c776107.htseq.counts.gz	3c081d15db36f7dd2321a7a6d5481800	253994	released
749e9e26-eb75-4681-b039-6966e911ae7a	43622957-7bed-4d24-a31e-5fadf41216e1.htseq.counts.gz	50e84291a89a72fe3d43e38a1fb3fd37	255649	released
936ff453-f781-467a-a53e-97e10f5c46d6	9a111391-cea9-47b0-bb5e-2bd19ff09a5a.htseq.counts.gz	c0e53c9a7e8bbab81bedb8b1dd487401	263543	released
b3de7d12-4dd1-43b7-9423-ba92d1494772	3db0253d-7bc6-4d7c-8c8f-fbfefc3556a6.htseq.counts.gz	df6e9c648bbf166a52434c5a818fbcf6	256830	released
7b4eb1bc-48a4-403f-8b11-1fd8019aa829	5ee01776-d2f8-433e-8dca-761151099491.htseq.counts.gz	28901df9a51d53915c32c257135502f7	260398	released
7ce010cb-4875-4206-8e87-38fe4f554917	01eac123-1e21-440d-9495-8b7a4166249f.htseq.counts.gz	b1f6161a442c5fcf6f0f68e12413b915	256961	released
a8b95cad-f709-4e4f-9923-8d23daeb5b30	eb4572b5-43a0-4d92-ab9c-1c5853710297.htseq.counts.gz	a1dd1ae243690a722f693236643cd29f	259971	released
2022fda5-3d7c-45c5-a5e6-3519073219e5	72bb9902-d411-494f-98ca-0e273967b96a.htseq.counts.gz	3371305760ff0d936bffefc036e66c02	256987	released
0fe70a8a-da0e-443e-a430-718c304b2541	7c4769c1-1907-47ea-98f7-26cd438d022e.htseq.counts.gz	fb9606492a71f90a262756a260817407	252154	released
311ec972-11c4-407c-bcda-9c27c9e287f3	a528840a-20b9-40ed-acfa-46b8b52ffef6.htseq.counts.gz	db459420a75899b4d18651cf04f5de96	262369	released
225d939f-fe81-4075-930f-5265dd75ef85	320a6126-c3fc-483f-b79d-b15700a51997.htseq.counts.gz	4641eb9d8dd3d47509f424f4c8f16507	263598	released
03d68b4f-8418-494c-a886-a5e849bb1348	42d8c04e-0355-455c-b982-581727f75665.htseq.counts.gz	47882334e06d78994399b41d93f61b61	261244	released
54868d06-58d9-4afe-8b34-f249eefeba76	d7e6e15d-d26c-43f3-b0a9-d5a4dc861e9d.htseq.counts.gz	32b7a806c11cd2e551bd2601e79d2479	260558	released
103d151d-2c67-4b4f-aade-8afbd106146f	0f878485-4f73-45ec-8d2d-b89850813aa5.htseq.counts.gz	28817342ddb7049122269189c7cf9653	255798	released
d65480c7-8ef0-4535-bd00-1f86a1d5deac	e78cab9d-1b43-4416-8dbc-78d51558d895.htseq.counts.gz	1201af0b515bc66640d5f14334515318	250541	released
46330b58-7097-4e16-89a6-de61277e2ff4	aea568b9-f9d8-4458-89fd-894c9e9ecb57.htseq.counts.gz	f8bfbe20a8e2c35f7eb0dca947710ead	262125	released
035a4b53-84b3-4c27-9bb3-a880e112207b	ba8ce34a-28bc-485c-af2e-1c835c351997.htseq.counts.gz	f037f3e4e127c950131317f89a80961e	258178	released
07994c98-bf61-40d8-93d8-cb24250e408b	043993e1-370b-4bdc-8783-be65b97ed886.htseq.counts.gz	c508b8154c41ca1f8e39d94a2fbbfd42	260355	released
67270205-5ba8-414f-b5d8-b162e5b27db8	df06bca2-4481-455f-98b2-4c1981698f56.htseq.counts.gz	878aed6fb06164983ad2565a53cf6dfe	257505	released
c2bbd6b8-02be-49ff-a5e5-6e5dd2cd2af6	b90ceb09-1097-4c53-ae4d-0e7acd0ea8df.htseq.counts.gz	6d5195acb8bb2d2810ecc31a97010af1	261855	released
06a54225-762c-4371-a94e-7836cbde6613	7163f82e-33ef-4a92-946d-7dd07a9657af.htseq.counts.gz	a4d8ba08fd8310be2e3f979063dad58a	260941	released
5cd1c12c-bbb8-4425-9f3c-5fd210e5aa11	7b707153-0a5f-4923-a3d3-a53a798d4259.htseq.counts.gz	b5fbc64c8075d31ff51b9e64a93554d4	257334	released
1688f4c9-ec1a-48f5-8fe3-ad8e90bb21b7	d7be2882-fa19-4a0f-937e-286066dd0642.htseq.counts.gz	4290262683a3c2c165fb89b76bc45c24	264160	released
65517e82-3d69-4e81-87c2-69bef989c1c7	8cfe4a4f-7ca0-49fa-8820-99321c22176d.htseq.counts.gz	de56ddf894afbd09579e486997d8693a	260360	released
dd9bc896-11ad-4156-9fd2-e85be97507e4	f9dc7237-e186-40e8-ab4c-d142dba7cf3d.htseq.counts.gz	4927dc6533d9caa0f6d7b87de9454970	260601	released
6795735e-e8ff-4c8a-9149-7e25e24f7cce	a46fc22b-4074-4184-b471-c372139f9486.htseq.counts.gz	a2364d7b9c25a2ef70881418a7727a7f	256120	released
5a968ee8-0c54-47ec-8da7-0a615951a0c7	d26ea6e6-8770-486f-9d79-249e5b039606.htseq.counts.gz	d193b14c7119626f18269aaaf0de4e7a	257114	released
3267ca00-0daf-4ae8-94f2-830745e6d036	f1b52b3a-9748-4862-ba4a-a8f8e8a0166c.htseq.counts.gz	a15bf36fceac269f6048656de6f6f487	256007	released
c2c4a273-40e1-42eb-b610-8eec20dee7db	528fc2fd-fded-426d-a62c-af4ba50e9645.htseq.counts.gz	3b8174e4d40a3eb477b9049441728009	261120	released
e3ff91e0-fb0b-4dc5-85f2-8771c773405d	6c962389-a73a-4627-8a2c-41e4a1cc8df3.htseq.counts.gz	77c613bb3f50c60a64d2a4f4993af102	254017	released
6975eca1-fe2a-49ff-963f-14adfcd74fed	882d61db-f3ae-4c4c-8d2d-32c18b597624.htseq.counts.gz	c02af58132ec6553b1eb42f0b4b60c5f	258542	released
1c07df73-e470-4755-a183-30eed2d08ea3	538a1fe4-8e69-4a29-a789-da52c075e75f.htseq.counts.gz	fde6a9c9c4b1404ccc2f8949e3f3b7d0	250971	released
45cdd029-59c8-4470-a9de-9f7955c4c340	b1808878-10a4-4024-9359-70d7ef17a439.htseq.counts.gz	0e2f23cbe77b6a480d2a54fd4858a9e9	258682	released
96091213-41a1-40b9-8e7b-297ed5742a60	094dbc70-aa59-40b1-8ceb-1ce6e5e6bf01.htseq.counts.gz	5609d74201ef1ca807823c5797726590	257487	released
af770e08-ef4f-42be-93aa-538848e8a8ac	f8cef5ad-7841-4f50-ba42-55e11ed1fc36.htseq.counts.gz	ffb22168b97012acb5fef936ae0b9155	261578	released
f3c624c2-1e98-4dec-b219-3e0ff500a065	cf3d8158-3e8d-47ba-8569-e976c8e8e1a6.htseq.counts.gz	25ce50cd311858a677cbfa418ebbb5e0	252900	released
9c19f0e6-c9ee-4516-8333-fbe4e5eb4eb7	85c382ef-b9c1-4c1a-8ef1-5a2fbbb5f72a.htseq.counts.gz	7b7d6a2d90f8654d5f4f78e2b1028b90	262460	released
9f8f10ec-5cbb-4284-a41d-46b158e9ff3e	623e04e4-491d-4381-8c11-b64ece9a4c31.htseq.counts.gz	a10d8d178f729a8309b772d0c3d05693	263788	released
49e52b73-9259-410c-8bb8-9541aa34f9b3	f6a67523-d202-4ce7-af2e-b2cc4d8db20a.htseq.counts.gz	38f080a48331fcc4f3f257991994a1c5	256516	released
a12332f0-a812-4379-b46c-e714b63f43bc	273c58d9-1f2a-491c-8487-408f751a7a3b.htseq.counts.gz	1477e69b0374ef38c6a17bb4a53f1d74	260503	released
a2d8e28d-0371-4421-8ca4-4629a8cc7b72	9a420e2d-15c8-41f3-859f-25872765f75e.htseq.counts.gz	3e2e347efa85410ecbd8ce96896fb905	253306	released
a4425c8c-63bf-489c-9d2c-4e951e3181a9	765c9c00-fbd8-4dac-89da-a4cee971e8bd.htseq.counts.gz	cf8ea7e4a1077949265fa1cc5aa910b9	252763	released
769c5f60-fdf1-49b1-bba3-7f4a3ef1f9a8	9e198dfe-9fc6-48e2-ba06-90c49ddf48aa.htseq.counts.gz	e31db3b2d3ecd42f2a92afb8d9e3ea97	254956	released
7c8ea118-fbce-4dc9-803d-1b6e30d06704	d73c0f69-ab9b-4408-bf89-aa34bf829351.htseq.counts.gz	ef4a8c5d45c6de49b590b4ae2daeeacb	263239	released
404db5ef-a2b5-4c2c-b238-854588e7083a	825ebcdf-3e59-4d89-9f6d-b27c7dc896d1.htseq.counts.gz	c4c8064751b31d88699774a6b8be3396	257017	released
be8e6614-d088-48a0-8875-deb6ce6bb293	e360132f-9b30-4d44-ba1c-68941706d9ee.htseq.counts.gz	3e86d459e4e30f480fe5b1044835e06c	261746	released
9a50e40d-2803-46cb-9887-d54d3a09f1a6	608f7a0f-75a7-425d-9a82-6bf7e2023138.htseq.counts.gz	7f66a36e7eb59627207c9f006cc4d6b2	258947	released
1480554d-8579-4146-93ba-a7b23b8c9a5b	a2082ad4-279e-422f-b5a7-cb7fbeb7a6df.htseq.counts.gz	42f1e460bdae489eb0945435cd5e0f8b	263222	released
cce1ef9f-8f6e-48a9-985a-6c65ec81a072	15241763-4cf7-452e-bc24-b3d877348b2d.htseq.counts.gz	3da4a1ce6dcde274bfcf71c93700784e	251982	released
5c82be6c-b892-4dea-8b79-5a220f244af7	aac2baeb-b9e2-4e94-82c5-8d591d90cf91.htseq.counts.gz	191a3533d5e09a9c8db08b9bf74d8f3c	260548	released
fe231cb1-4529-455c-93ea-50240194a8bb	87fd11ca-f797-4336-8e23-c8c0ccef6b0c.htseq.counts.gz	06b2ff73ae52bd0c1306b08ca7f06e56	250504	released
23dfce3d-1352-489b-b8dc-99acf159f92b	8fc333b1-b2ee-4eff-afa9-8606b282a341.htseq.counts.gz	8345cdbed7f2818be53fa2ed7fd283b7	264055	released
9ec661a4-5c62-49e5-836d-4fd07bc37015	ffa465fc-7af9-401f-af3c-bca394a1ab25.htseq.counts.gz	870f00b4f905f2d82a70a8d3797a6069	263809	released
e0e2ad9d-357f-4f7d-8b5d-ca58ac76bf0b	67bee95c-2a85-443b-b662-28103dfefdd4.htseq.counts.gz	56cf43078ba1e2130130a7b2f116529f	262733	released
2c4a6c98-bbc3-49e0-8d79-9bba6a01072b	2df4d9b2-5c9f-4952-bd5b-62f1a244f5f1.htseq.counts.gz	fa3de5d1a3724b9334bafc2d5ebcebfb	258959	released
9b44a053-e6cb-443d-92c4-1514c64f2ab3	4f715b36-328a-4d62-8cf8-28cf65f73841.htseq.counts.gz	a35b0087dade8aeeb5fff70837b31e0f	259389	released
7269ee11-c643-4b55-b1a4-e682037a0b54	a7ce619c-20e3-4a20-adee-1b1d0c367e76.htseq.counts.gz	950bf022b06e5ab5b5e29c4fc66e0651	263375	released
035349ef-55ec-4b88-8305-2847d6b6182a	a090ec54-edf8-4188-9bfc-add752bdaefa.htseq.counts.gz	cd700d2659a6d4ba5897196d824b7ac3	250268	released
776adc23-7d40-4c1a-94df-7a2ce6188db6	f12b9d7b-1b32-43e9-a496-0794db75f69e.htseq.counts.gz	81f8cc3f7557193401ad62523aa2c8a4	261650	released
9bd664a4-e3b4-4c59-bb5b-ba6c4355b249	a65ae799-abca-4512-a65f-04f775818ab2.htseq.counts.gz	09d0543898d929284856f447fee60575	261361	released
a22d2bf8-30bd-40d9-9030-13eea0707c1c	726b125e-47ab-43da-9737-f8cba68fbeae.htseq.counts.gz	bd32dd2d04a15574af50f0f3f1d30c47	256252	released
e3ac7fed-eba6-457a-a802-72326ca3cf56	1f2dbb8e-0713-4952-a9e0-70fefa263116.htseq.counts.gz	ca85356d19de19a4b72a16d19b9522e0	254084	released
44bbb0d1-5a73-490b-a0f9-e7047720a1c4	2a4a2670-4ad4-49ac-8571-477c44201219.htseq.counts.gz	86f2680e5c2da66e324a02777cd3503e	249425	released
581b0bcf-a7e5-44ec-818a-9193a0565095	347a8eeb-204f-41df-98d3-61394d2b7cd7.htseq.counts.gz	33b0ac130f88532fa6187600af9c3a37	259567	released
63381694-16d0-4c7a-b2d3-313480e112f8	88f9c446-a966-4131-b379-63e3cc1b7aa9.htseq.counts.gz	84eff59264b97e270486e83f75219981	257796	released
66099894-b6d2-42a4-8805-c3bc5d038ca5	b4f37e7b-e458-4395-a204-8a1dad62a28b.htseq.counts.gz	16aa831b655c0786039faa1975f255f1	262493	released
725a5a9a-8d85-4256-8851-301c3d696cc1	7f3810b3-4ff8-4a86-944e-7c87cf5593a2.htseq.counts.gz	b6528dd0995dbe1dcb4c2c6899e3df09	261633	released
a1a8fc1d-e8a6-4e82-b698-4ba4fbb3247d	16b391ee-1f65-4665-bf34-5447eed6800b.htseq.counts.gz	0d70518b2653c12b76e5be94c64c310a	260056	released
797612c6-79cf-4ae8-a2a9-68f9bb4d263d	03c8a50d-0484-42e6-ade8-d214684f62c9.htseq.counts.gz	bff5cd36198fd80f1fcc9a247b25d489	254681	released
f2a22294-e969-4a26-b19e-1370f0947174	04098317-63b1-43eb-9b7f-e8e619e52781.htseq.counts.gz	f664259ba943c693661829683ca57e5d	258886	released
e56da01f-19fd-4532-bb05-56389af50078	30bc60d4-7bf1-474e-a2f9-3c1108820cd1.htseq.counts.gz	c31fe22e5b96341b340610fde6e9dd22	257777	released
824f26d9-bb67-44e0-a6a4-81f218054873	ff54b7b3-1622-43f7-a9b3-96a99384999b.htseq.counts.gz	742842c6a95341e33094a93ec36f8562	259442	released
33d38713-3b68-4a83-ab14-01f8577b5ee5	b14d1cf5-7063-4d0c-aa27-bf2802102751.htseq.counts.gz	5de4baacd28e4ab5d3c3a9993c707e81	253088	released
fa053e57-d734-4c2e-8038-44874029c246	d85fe825-5437-4717-8848-45e1290dd928.htseq.counts.gz	c50cbd600d60025e221a9f1a0f15c4bb	254972	released
0f2ef2fa-cf6e-4d03-a648-ccd9fdf8b8c5	b64ef80a-d41c-4f92-a3ed-e43d55abb2c2.htseq.counts.gz	623316e82573678b8593ea45b8b384df	257191	released
717ca3c0-0b0e-4cf3-af34-15d0fbfd7f68	c255d022-a659-42bd-9099-6853b41b64c7.htseq.counts.gz	8e5d2e5bad6b8e9fe4176bd80ff751ef	261282	released
