CS1	CS2	CS3	CS4	CS5	CS6	CS7	CS8	CS9	CS10	CS11	CS12	CS13	CS14	CS15	CS16	CS17
IM_182	0.312998621561272	0.308807338316153	0.183248357925405	0.119819322395386	0.0427438080686383	0	0	0	0.00723904722589029	0	0	0	0.024375361260849	0.000768143246406052	0	0	0
IM_184	0.568892236842342	0.214022183156138	0.107569167408886	0.00234920937020514	0.0285697750006457	0.0273321773685395	0	0.0185607153600542	0	0.00800901623184517	0	0	0.00614250649077874	0.0185530127705656	0	0	0
IM_185	0.455836590153942	0.195107905888783	0	0.112252693526456	0.0612670413322417	0	0	0.0250540756696518	0	0	0	0	0.0993728908564796	0.0234490101508255	0.0189556769338378	0.00870411548778288	0
IM_186	0.640743078246882	0.0584376628248034	0.0858282235412601	0.0555547109494919	0.0431912102075766	0.0195842140639643	0	0.0339808039644953	0	0	0	0	0.0132635026171596	0.0371906969775787	0.000590830294019906	0.0116350663127678	0
IM_188	0.481068274430109	0.0216077087480538	0.138953160280362	0.0931699912317618	0.0591514710417233	0	0	0.130913642279221	0.0398136350335963	0	0	0	0.00403562070073219	0.0259100597987036	0	0.00537643645573645	0
IM_189	0.647899500957792	0	0.0381689968318692	0.112543374978409	0.0755860148878423	0	0	0.00760892065930333	0.0628633065622313	0	0	0	0	0.0365370936017171	0	0.0187927915208359	0
IM_19	0.151999850359357	0.237682607994368	0.246213556412935	0.121779762359197	0.0845299812141717	0	0.0807766127540948	0.075257094546335	0	0	0	0	0	0.00176053435954181	0	0	0
IM_190	0.344188524963684	0.195331032651057	0.103488503864699	0.140970735852215	0.0638392217232139	0.0642082452713843	0	0	0	0.0480869356090364	0	0	0.00918276988612954	0.0214760067753961	0	0.00738652872620975	0.00184149467697426
IM_191	0.598651275754338	0.253180591052544	0.00168847444870746	0	0.0730218184559819	0.010779408033481	0	0	0	0.00939427142992111	0	0	0.0209580192850571	0.0323261415399699	0	0	0
IM_192	0.492390077526092	0.244282773895723	0.0336832242653183	0.0221817286820611	0.092450269581143	0.00348513150317423	0	0.073910025388661	0	0	0	0	0.0127228623319773	0.0248939068258496	0	0	0
IM_193	0.141420036752374	0.181980912320487	0.318680464110992	0.253915270822199	0.0105158913331215	0.00316553614273858	0	0	0	0.0691949877405208	0	0	0.0088711239504582	0.00331619925978908	0	0.00893957756731995	0
IM_194	0.356381174771369	0.207184987405142	0.170401683353431	0.12983936232631	0.054764304200554	0	0	0.00681734057069148	0.0335081331631965	0	0	0	0.0183435093311497	0.0124593123310547	0	0.0100226613900752	0.00027753115702716
IM_195	0.111628454252111	0.0822576422728453	0.369595349297232	0.305029549301077	0.0573311487897371	0	0	0	0	0.0211783193603623	0	0	0.0154262238348345	0.00460596246616245	0	0.0329473504256388	0
IM_196	0.242797871177546	0.215968129385933	0.204400580845664	0.152343570884937	0.0745219961620259	0	0	0.0884805731666054	0.00225260086783447	0	0	0	0.0109536991039597	0.00429694231611309	0	0.00398403608938122	0
IM_198	0.71304183724663	0.0562054172131565	0.0425936834002631	0.0183461554731018	0.020351616820057	0	0.00789426337655978	0.0946220941102587	0.00557541640987521	0.00471208121771166	0.0106828444073167	0	0.00528993522651304	0.0154624645837117	0	0.00522219051484502	0
IM_199	0.572647319346062	0.119241897362609	0.0932979378939147	0.0293513896577839	0.0100355756324166	0	0	0.12203029446669	0.0159109373921257	0	0.018793510704633	0	0.00486749540495927	0.0102912613854978	0	0.00353238075330756	0
IM_22	0.322758941516189	0.365717924156207	0.146721691750571	0.0341040106941306	0.0152346626220424	0	0.0439850585515108	0	0.00514305288146342	0.036821537942374	0	0.0103852824941247	0	0.0191278373913864	0	0	0
IM_23	0.0487638819927289	0	0.392667652483721	0.421716145644258	0.0518493704074806	0	0	0	0	0.0849325109339093	0	0	0	7.04385379025677e-05	0	0	0
IM_25	0.0747805283961367	0.347742012453529	0.224519611241691	0.171726246270105	0.069007782954798	0	0	0.106993544400758	0	0	0	0	0.00523027428298216	0	0	0	0
IM_27	0.473282236108124	0.0535436640277468	0	0.156431247591876	0.0849658039286841	0.103110663707417	0	0	0	0	0	0	0.0862128718374607	0.0216378879711535	0.0208156248275375	0	0
IM_28	0.20459471288586	0.233156841880825	0.00681897631458338	0.151859725192864	0.0871951482824371	0	0.186125834748967	0.00867345853503938	0	0	0	0	0.10248479244734	0.00717889085037385	0	0.0119116188617102	0
IM_29	0.2239601098739	0.149904535988248	0	0.199786047486282	0	0	0.0715546679619321	0	0.181563450975457	0	0	0.0147492683821747	0.083037429615695	0.00356539680233701	0	0.071879092913974	0
IM_30	0.183972755574097	0.156957167542948	0.0503911984401338	0.129292995738672	0.0529579303345496	0	0.202729902243464	0.117403832226376	0	0	0	0	0.0931692456337994	0.00274076701391499	0	0.0103842052520447	0
IM_31	0.177338197663911	0.192343747464315	0.0328116051671901	0.148434679432486	0.0794359367787627	0	0.167719495048546	0.0948544842242203	0	0	0	0	0.0914834046208126	0.00283826323881961	0	0.0127401863609377	0
IM_32	0.208169129170123	0.108072986352501	0.073107327612113	0.104992654182209	0.0434448344021101	0	0.163421230125153	0.237010871526118	0	0	0	0	0.0601104705965529	0.0016704960331195	0	0	0
IM_33	0.201584227833423	0.135696322420663	0.0475315147752048	0.170848573442407	0.0825176851327509	0	0.138462538371697	0.120525993485905	0	0	0	0	0.0918022553194756	0.00349452866747335	0	0.00753636055099955	0
IM_34	0.212919056473362	0.154691004330931	0.040483862365976	0.139870270818131	0.0948542697417693	0	0.170406956167179	0.102512730056971	0	0	0	0	0.0763198772340151	0.0042901318077334	0	0.00365184100393182	0
IM_35	0.204125609126142	0.0798484571132538	0	0.354911198146491	0	0	0.0329775713958521	0	0.0382134343522617	0	0	0.0490187892768126	0	0.00901458360723195	0	0.231890356981955	0
IM_37	0.233466513809378	0.136696363796664	0.275931684638	0.198571085521646	0.0552826727877804	0	0.00453156943930266	0	0.0760686962578417	0.00248031923608554	0	0.00677720481103358	0	0.0101938897022689	0	0	0
IM_38	0.490135414345629	0.128377567605507	0.0792794193120915	0.123151265512125	0.073700790938751	0	0	0.0249837952054028	0.026267468665649	0	0	0	0.0287672021478308	0.0253370762670138	0	0	0
IM_39	0.202589394234907	0.164865230774807	0.163271002709387	0.129096806800504	0.107903108789499	0	0.0918356926224653	0.122279574328822	0	0	0	0	0.0111912400073412	0.00696794973226828	0	0	0
IM_40	0.233676115843919	0.174917966636323	0.182820067525831	0.118013351037004	0.0864312849309589	0	0.0891652474096812	0.0996080761587402	0.00812738389960502	0	0	0	0	0.00724050655793785	0	0	0
IM_42	0.383203524056194	0.106954421229683	0.0852393038790946	0.0803189797257664	0.0946504665989718	0	0	0.235334700679256	0	0	0	0	0	0.0142986038310345	0	0	0
IM_45	0.225411320069019	0.162888654896166	0.0155260468426281	0.234138328225498	0	0	0.156568590157659	0	0	0	0	0	0.198048408131727	0.00552772322578641	0	0.00189092845151784	0
IM_46	0.215599810222605	0.079235927658622	0.0219557876435279	0.323205286593207	0.0248817639041602	0	0.120476554928799	0	0	0	0	0	0.198927246500509	0.00715972940794808	0	0.00855789314062049	0
IM_47	0.315260412792467	0.208020354900352	0.00354373291202363	0.138411796725238	0.13080246446036	0	0.106194030979333	0	0	0	0	0	0.0820065859447404	0.0157606212854854	0	0	0
IM_48	0.270748488027633	0.122610693319941	0	0.213478563046227	0.0578978856114044	0	0.176723004555615	0	0	0	0	0	0.148813548736095	0.00972781670308462	0	0	0
IM_49	0.139788811913515	0.191418772897106	0.0117165779396122	0.319822674545019	0.155942305230361	0	0.0361342733293136	0.0184760866506636	0	0	0	0	0.120547088428016	0.00380000537675437	0.0023534036896382	0	0
IM_50	0.169512606141602	0.150381564008856	0.00273522918640049	0.252965182058256	0.146762524498889	0	0.161598623565223	0	0	0	0	0	0.108077502213905	0.00661030081572211	0	0.00135646751114685	0
IM_54	0.273386942375633	0.231755828694858	0	0.135180763741448	0	0	0.0878223799084828	0	0.107172611658396	0	0	0.0168388575674502	0.141087438887595	0.00675517716613767	0	0	0
IM_55	0.238612915956331	0.116472153679177	0.0883590004033298	0.13865033667809	0.147012915630282	0	0.0364643005676732	0.197008188758494	0	0	0	0	0.0316875123034104	0.00573267602321304	0	0	0
IM_56	0.218765724847945	0.43696915692989	0.149692707038194	0.0939480321789063	0	0.0402831918593627	0	0	0	0.0564575860071337	0	0	0.000958792747817025	0.00292480839075025	0	0	0
IM_57	0.460817495227799	0.161438551564358	0.15989626444277	0.0523340021841695	0.0196437129552997	0.079166104317405	0	0	0.0234192359079284	0.00498758701259946	0	0	0.00863887549108389	0.0272462441499196	0	0.00241192674666796	0
IM_58	0.355248239755262	0.264460520870663	0.0982242260399978	0.103908612224856	0.0777885537818643	0	0	0.0397520512649533	0.0421225191870401	0	0	0	0.00561050266029248	0.0128847742150702	0	0	0
IM_59	0.193731660856294	0.1992629081921	0.229680993603226	0.234025913435103	0.0701496978296012	0	0	0	0.0120952319017754	0.0214618517633725	0	0	0.00954243264315984	0.00736620048780044	0	0.0226831092875679	0
IM_6	0.760574753149082	0.0156191121995651	0.0840796433837621	0	0	0.0253458464666176	0.0179034671999533	0	0.0615699392054738	0.004917454576657	0	0.00577306566353869	0	0.0222057225441836	0	0.00201099561116651	0
IM_65	0.273376629995012	0.0971358393792344	0.168735056194436	0.175794225640349	0.0321183359005503	0	0	0.224909434706846	0	0	0	0	0.0172373268188126	0.00681181937337198	0	0.00388133199138778	0
IM_67	0.301963427108982	0.551837604899089	0.143537303446406	0	0	0	0	0	0	0	0	0	0.000812904725846708	0.00180647570378353	0	4.22841158925558e-05	0
IM_68	0.0234898293813746	0	0.452105086316872	0.380538489472802	0.103014300326817	0	0	0	0	0.0393720361606782	0	0	0.00108404658381356	0	0	0.000396211757642195	0
IM_70	0.481721536275663	0.201607443988757	0.0908425223782389	0.0597998472786524	0.0280217079316215	0	0	0.109842432760458	0	0	0	0	0.0160225421655488	0.0118667324089083	0	0.000275234812152755	0
IM_71	0.117310681539288	0.226338096454487	0.258541275387335	0.252845582548678	0.00154640684053742	0.0602742953092796	0	0	0	0.0810142843870588	0	0	0	0.00212937753333591	0	0	0
IM_72	0.14975425087706	0.211247757059661	0.383752674164378	0.136708564788704	0.0557376296429922	0	0.0317665328968487	0.0167313630349023	0	0.00963275747170009	0	0	0	0.00466847006375368	0	0	0
IM_73	0.258316113325535	0.213190621537926	0.0447243852934893	0.0879656039265809	0.100543376114834	0	0.0823871492647479	0.194100763128463	0	0	0	0	0.0102781636123599	0.00849382379606441	0	0	0
IM_74	0.164083146746224	0.172069967956913	0.314634846187137	0.165134123646052	0.137796458480407	0	0	0.0393142500478913	0	0	0	0	0	0.0069672069353763	0	0	0
IM_75	0.210829343498094	0.262622010942189	0.30213905482465	0.124691352609011	0.0548836341257065	0	0	0.0261353443812118	0	0.00949567978601142	0	0	0	0.00920357983312597	0	0	0
IM_76	0.196985273699911	0.183965886439456	0	0.21937762619055	0	0	0.205014101201735	0	0	0	0	0	0.185281768067138	0.00430376422386147	0	0.00507158017734757	0
IM_77	0.199527460752662	0.196269896033033	0	0.187987920369987	0	0.00167420126900811	0.142023882014836	0	0.0352541561682467	0	0	0.0419372366068059	0.17830722426948	0.00329686471925441	0	0.0137211577966864	0
IM_8	0.2368172877222	0.393049893062349	0.17129522435148	0.0812075096964327	0.0533571724289746	0	0.0142819875468964	0.00140437767216378	0	0.00306732632098182	0	0	0.0214334356611563	0.0164762263008059	0	0.00760955923656001	0
IM_80	0.143476632028674	0.0659220289292088	0.322044056125781	0.285600894134254	0.0434091577672981	0	0.0179060032373511	0	0.0608837555671917	0.0481689476291067	0	0	0.0100031511061797	0.00158560859790022	0	0.000999764877054283	0
IM_81	0.446096740730641	0.122291816239952	0.149231175659068	0.136549461062122	0.0352056298571648	0	0	0	0.0541985233777601	0.0355515024322234	0	0.00159228945069913	0	0.0159078908512221	0	0.00337497033914723	0
IM_82	0.122300695912815	0.315799631580627	0	0.136663253546215	0.176940277958171	0	0	0.212046694930189	0	0	0	0	0.0317955226659878	0	0.00389473950717085	0.000559183898824027	0
IM_83	0.299335516887525	0.465725897164494	0.181884161226018	0	0.00408269174122242	0.0372483814175002	0.00992666525276736	0	0	0.0012512022738534	0	0	0	0	0.000498230293321906	4.72537432968907e-05	0
IM_84	0.205532223198406	0.447563770290946	0.233842400360203	0.0418186729523793	0.00400094734412419	0	0.0426987057683516	0	0	0.0245341235663799	0	0	0	0	0	9.15651920948214e-06	0
IM_85	0.168300937744787	0.26571784142471	0.173967643476233	0.192899499388459	0.00705624783472182	0.0819457913067503	0	0	0	0.102427949560088	0	0	0	0.00768408926425192	0	0	0
IM_87	0.0503177120219352	0	0.363839652008549	0.408506152764569	0.149884720857615	0	0	0	0	0.0113072022825436	0	0	0.0155758825747972	0.000568677489990976	0	0	0
IM_88	0.404824270155445	0.230671241095968	0	0.0770963276132754	0.0846591898412865	0	0.0878555232264999	0	0	0	0	0	0.0968968213305418	0.013331227650785	0.00466539908619858	0	0
IM_90	0.885684622171129	0	0.0269193740095331	0	0.0238203267647305	0	0	0	0	0	0.00427885642801876	0	0.00790849189928632	0.0500375499301129	0	0.00135077879718916	0
IM_91	0.473379785346763	0.291740185001923	0.115654620359302	0.0237708906894966	0.0451658873010746	0	0	0	0.0189585151382133	0	0	0	0.0104044268016428	0.0201408996705542	0	0.000784789691029696	0
IM_92	0.0657379329932944	0.313243451445661	0.30751784909239	0.219166700332537	0.0335265692743532	0	0	0	0	0.0598187439623558	0	0	0	0.000988752899408964	0	0	0
IM_95	0.186294740067065	0.418390151836447	0.243520680415212	0.0765238667324293	0.0209484693628702	0.0321440221802788	0	0	0	0.0146420342507453	0	0	0	0.00753603515495205	0	0	0
IM_96	0.223421800077728	0.49304879543289	0.106313028559744	0.0116619867661958	0.0238575824524941	0	0	0.141696806710949	0	0	0	0	0	0	0	0	0
IM_99	0.15354188517959	0.225485842283976	0	0.242094359406352	0.157455559189204	0	0.0393401130912715	0.0595429195677371	0	0	0	0	0.101497512616437	0.00247924830432847	0.0185625603611053	0	0
JBLAB-4101	0.510471449267605	0.27155142515788	0.132751239195125	0.0282308032803086	0.00694156411789992	0.0128703455711061	0	0	0.00402017752028559	0.0195945098203957	0	0.0105460589340865	0	0.00302242713530726	0	0	0
JBLAB-4102	0.624495093227794	0.198961060400579	0.0716359893540818	0.00130655476357389	0	0.0428982447165506	0	0	0.00587282264532223	0.0341907102191302	0	0.0121912596831758	0.000954969468454057	0.00749329552133823	0	0	0
JBLAB-4103	0.42499760957918	0.30964333423584	0.119749375669905	0.0513640399430081	0	0	0	0	0.0138685640687026	0.0509403341853328	0	0.0231734388924748	0	0.00626330342555643	0	0	0
JBLAB-4104	0.825862497780292	0.00825601745712832	0.0869450219321115	0	0.000823480113322552	0.0242505861356541	0.00734092466359596	0.00579671903816332	0	0	0	0.000972037464332389	0.0218157927622799	0.0179369226531195	0	0	0
JBLAB-4105	0.770644999707048	0.0114950301699027	0.102406853575093	0.0225821621196796	0.00387940185534466	0.0131149895014078	0.0197674705832762	0	0.0250234108872238	0	0	0	0.0159085814584136	0.0151771001426106	0	0	0
JBLAB-4106	0.194578226181878	0.170368311385911	0.25411354360495	0.217691194940387	0.0772290464503508	0	0	0.0550717753961694	0	0.0126567847350566	0	0	0.0168608034636934	0.00143031384160358	0	0	0
JBLAB-4108	0.12277734130017	0.523563884454877	0.174104968002195	0.1098436468516	0.00584644316876654	0.00998960362238816	0.0309953672921596	0	0	0.0182266399925736	0	0	0.00285739316126479	0	0.0017947121540051	0	0
JBLAB-4109	0.159737383303114	0.573621799810261	0.167291831515624	0.0406214365965783	0.01665828788516	0.0295290123050608	0	0	0	0	0	0	0.00506369218456711	0	0.00747655639963469	0	0
JBLAB-4110	0.209219095966179	0.49291728768137	0.0992248107965503	0	0	0	0	0.185157074911161	0	0	0	0.000684288509035504	0.00726945582783321	0.00552798630787069	0	0	0
