CS1	CS2	CS3	CS4	CS5	CS6	CS7	CS8	CS9	CS10	CS11	CS12	CS13	CS14	CS15	CS16	CS17
JBLAB-4112	0.391610556775911	0.350447146275186	0.167048184572056	0.031345685442679	0.0191190886963229	0	0.0244439956763118	0	0.00243238461348082	0	0	0	0.0067980619689465	0.00675489597910626	0	0	0
JBLAB-4113	0.0550390657282987	0.316804588025164	0.419927087797379	0.139355432898501	0.051610811786057	0	0.00639906194155716	0	0	0	0	0	0	0	0.0108639518230436	0	0
JBLAB-4115	0.0807003314311503	0.38019110295973	0.240133228279459	0.100262546834164	0.0256854362562395	0	0	0.173027354239258	0	0	0	0	0	0	0	0	0
JBLAB-4116	0.144631587420627	0.131398188486788	0.320941585020493	0.279408342772573	0.0954554884416614	0	0.00332195493752094	0	0	0.000375457892638637	0	0	0.0116259092330554	0.0026580098411851	0	0.0101834759534586	0
JBLAB-4118	0.444103137271631	0.100326578448267	0.0953355195056553	0.151724890536088	0.0354446651847569	0	0.0140797673403489	0.0892517986185816	0	0	0	0	0.0325372380153597	0.0184842057788754	0.00700688545860038	0.0117053138418356	0
JBLAB-4119	0.893023105005667	0	0.00639311002707156	0	0.0441857349040916	0	0	0	0	0	0	0	0.000311050033701232	0.0518799809494073	0	0.000659369350863814	0.00354764972919782
JBLAB-4120	0.0208139214227659	0.364056259695887	0.282663867373319	0.218635723796574	0	0	0.0889993659764759	0	0	0.0240924786919165	0	0	0	0	0	0.000738383043061373	0
JBLAB-4121	0.66825454508629	0.0709731523195974	0.0621486111474741	0.0526022595991078	0.0535506569554572	0.00399265859260259	0	0.0355202912216698	0	0	0	0	0.00878068355873365	0.03109043021352	0	0.0107219627472617	0.00236474855828621
JBLAB-4122	0.0259705564413575	0.3881073651085	0.2583226783258	0.230915092604557	0.0591432555717279	0	0	0	0	0.0289158430569471	0	0	0.00862520889110985	0	0	0	0
JBLAB-4123	0.0779451446851521	0	0.388197047639712	0.284304862318311	0.0509598091753191	0.161867718110511	0	0	0	0.0367254180709952	0	0	0	0	0	0	0
JBLAB-4125	0.602883079239101	0.187524693391912	0	0	0.0805880682903173	0.0553666548174478	0	0	0	0	0	0	0.0334692510197157	0.0331607367175503	0.00700751652395624	0	0
JBLAB-4126	0.487750259980495	0.226654360969258	0	0.0485185704708209	0.0836699022051493	0	0	0.0973669930312466	0	0	0	0	0.030947311152169	0.0196427577363372	0.005229433988664	0.000220410465859966	0
JBLAB-4127	0.468334430251589	0.329146771950271	0.086483995057692	0.0802391253824067	0.00668065140488149	0	0	0	0.00666607194260456	0.0179111974641837	0	0.0045377565463712	0	0	0	0	0
JBLAB-4128	0.130763047876629	0.395123912835288	0.176927285286579	0.129456872505493	0.125720743359173	0.0319286996248131	0.00100905875256085	0	0	0	0	0	0.00812501501763061	0	0.000945364741834385	0	0
JBLAB-4129	0.21961718988035	0.193906088573499	0.154985634186219	0.160352340149313	0.0839328846756075	0	0.0140308740308268	0.158742424658087	0	0.00479673795584007	0	0	0.00438486743076438	0.00270373716243221	0	0.00254722129706069	0
JBLAB-4132	0.380513752311116	0.18959964437887	0.056011670344465	0.106222269254517	0.11576565748318	0	0.0432275024364089	0.0661756303938353	0	0.00925399563956325	0	0	0.0245646360651986	0.00650435968262856	0	0.00216088201021742	0
JBLAB-4133	0.557045694318684	0.122241870239996	0.0323357762974	0.0697646511689985	0.0621204265675595	0.0419193024240664	0.061402469186077	0	0	0	0	0	0.051370916289591	0	0	0.00179889350762829	0
JBLAB-4134	0.173165768588755	0.0772532018006467	0.226008165913702	0.289984571710831	0.0846025879150742	0	0	0.115176748987156	0	0	0	0	0.0268250941052555	0.0031563327399293	0	0.00382752823864934	0
JBLAB-4135	0.427995075517369	0.456118853178567	0.114721124245338	0	0	0	0	0	0	0	0	0	0.000857084444736621	0	0	0.000307862613989124	0
JBLAB-4136	0	0	0.377483448061309	0.398246845503779	0.0504135277757674	0	0.0247047831715519	0	0.0478766509181391	0.0748696469166074	0	0.0264050976528464	0	0	0	0	0
JBLAB-4137	0.203805565910099	0.126818483707415	0	0.240370111384705	0	0	0.166099785114838	0.07897833806566	0	0	0	0	0.177913255392732	0.00558709766062355	0	0.00042736276392842	0
JBLAB-4138	0.297976285744265	0.198203438398368	0	0.172414351071458	0.0599786327214617	0	0.0726887068002829	0.0801175657406137	0.00118252442519526	0	0	0	0.106182049008138	0.0112564460902186	0	0	0
JBLAB-4139	0.290724106291627	0.31340718699084	0.13074282637173	0.150755617648983	0.0594799813560194	0	0	0	0.0176348048411905	0.00907603582523974	0	0.00236105673673303	0.016700898893552	0.00911748504408532	0	0	0
JBLAB-4140	0.299078374035113	0.414678879640154	0.112976577777322	0	0.039783348788011	0	0	0.120605280144789	0	0	0	0	0	0.012877539614611	0	0	0
JBLAB-4141	0.0827727415418989	0.0490824155386175	0.516141763086471	0.211067680373701	0.0385199371723707	0.0580500964062684	0.0427446522040607	0	0	0	0	0	0.000863461634312762	0	0	0.000757252042298979	0
JBLAB-4142	0.305339684640726	0.237110849037578	0.196945891470842	0.0875260832682973	0.0572059267245469	0	0	0.0850559250185332	0.00360312579129737	0.00714014820045204	0	0	0.00575713334036371	0.0143152325073641	0	0	0
JBLAB-4143	0.0356210839796134	0.112611297108628	0.214897574286315	0.421737895294921	0.0191169341984703	0	0	0	0.058278815100731	0.106511309907806	0	0.0304582459211605	0	0	0	0.000766844202354606	0
JBLAB-4144	0.523368926646551	0.116530805110818	0.161380299150017	0.0805237764950527	0	0	0.0379894381089007	0	0.0703922251648904	0	0	0.00644382495484184	0	0.00218052376517496	0	0.00119018060375334	0
JBLAB-4145	0.452256795833638	0.300886183901977	0	0.0312913797383111	0.120938050554047	0.0209297596335198	0	0	0	0.000634232578849374	0	0	0.0321756240922172	0.0254288708766231	0.0154591027908176	0	0
JBLAB-4147	0.225441476736867	0.379946099476057	0.309375261452866	0.0210803772811569	0	0.0382040576647814	0.0216144619037038	0	0	0.00430165522914245	0	0	0	0	0	3.6610255425615e-05	0
JBLAB-4148	0.0969889817691012	0.224167607845047	0.233972109827433	0.277610691386461	0.0714645071193033	0.0508373916669009	0	0	0	0	0	0	0.0328866089232615	0.002210896138679	0	0.00986120532381334	0
JBLAB-4149	0.0531996697949851	0.129249780986507	0.27809932016279	0.236153411878828	0.142348858878292	0	0.0244778510965646	0.121459163050134	0	0	0	0	0.0130785124816006	0	0.00193343167029979	0	0
JBLAB-4150	0.0514341394527238	0.115216583892207	0.289419597050011	0.205699138333747	0.140431083708946	0	0.0272045560589318	0.156157863586563	0	0	0	0	0.0122584132149334	0	0.0021786247019378	0	0
JBLAB-4151	0.699134577109941	0.150396736165944	0.074898943414273	0.0203322909180004	0.0167569877374337	0.0239128592129646	0	0	0	0	0	0	0.000674114800784026	0.013893490640659	0	0	0
JBLAB-4152	0.400877478478187	0.255779452657184	0.154401741867644	0.0510463009923894	0.0688915623578205	0	0.0164842673907618	0	0.0330128528867458	0	0	0.00629377929679362	0	0.0132125640724739	0	0	0
JBLAB-4153	0.501344143903386	0.247087169289731	0.107647719845747	0.0300145907404218	0.0545984135294585	0	0	0	0.0419535098715434	0	0	0	0	0.0173544528197116	0	0	0
JBLAB-4154	0.450618980390933	0.290228888431362	0.133872129580698	0.011566450317358	0.0494118301126806	0	0.000937441244192712	0	0.0309840416350592	0	0	0.00791346780986197	0.00500524609442604	0.0194615243834286	0	0	0
JBLAB-4155	0.0566780866006591	0.626503087891792	0.199712484825456	0.0614025321185809	0.0301382199829658	0.0152152160531506	0	0	0	0	0	0	0.00408385477589049	0	0.00539085325938757	0.000875664492117342	0
JBLAB-4157	0.237411037207734	0.247483572585338	0.0298733200291906	0.0781737776407064	0.0593271750120638	0	0.211380199443399	0.0550791623787922	0	0	0	0	0.0734583995818084	0.0078133561209667	0	0	0
JBLAB-4158	0.195479261716967	0.317872250374344	0.16810373413656	0.120674698830358	0.0303934436973116	0	0.0115319229215986	0.122659582254947	0.0289079370663177	0	0	0	0	0	0	0.00437716900159647	0
JBLAB-4159	0.00110373677719048	0.709711546480322	0.153030620414819	0.0757342931298079	0.0339474012166354	0	0	0.00399832692744247	0	0	0	0	0.0129603469053875	0	0.00951372814839533	0	0
JBLAB-4160	0.189176360296273	0.409370720549732	0.143031146695535	0.0548802053263258	0.0349588272639037	0	0.00782565382688806	0.154001526151697	0	0	0	0	0.00126809138072981	0	0.00548746850891504	0	0
JBLAB-4161	0.234269584434299	0.400266272074458	0.137999030483126	0.0718465569017031	0.0170028326218434	0	0	0.13766779735966	0	0	0	0	0	0.000947926124911085	0	0	0
JBLAB-4162	0.173068471519442	0.354700508294689	0.240735135721745	0.0622496327619991	0.0100455204836146	0	0.0281175478127909	0.120098259849057	0	0.00640490749152695	0	0	0	0.00458001606513534	0	0	0
JBLAB-4163	0.193726711928819	0.490509343934385	0.241331906185682	0.0152254724762883	0	0.0363733495016323	0	0.00869239502632876	0	0	0	0	0.00324042857494184	0.00801652373410614	0	0	0.00288386863781623
JBLAB-4165	0.247877549234692	0.438575447162784	0.11281745158795	0.00475314540235384	0	0.172701248846569	0.0163647711112953	0	0	0.00470884803178339	0	0.0021597570726141	0	0	0	4.17815499587185e-05	0
JBLAB-4166	0.265403052839892	0.565305073308001	0.154969035329029	0	0	0.00837620680639678	0	0	0	0	0	0.00589874653412439	0	0	0	4.78851825571834e-05	0
JBLAB-4168	0.203924782546488	0.234998432002709	0	0.135869754889811	0	0	0.0822997996140618	0	0.174063929122555	0	0	0.0330237709944697	0.123139168106593	0	0	0.0126803627233117	0
JBLAB-4171	0	0	0.452188048202358	0.386980621877013	0.132923643952742	0	0.00332122205596967	0	0.0014603103429674	0.00853203919647573	0	0	0.0145941143724739	0	0	0	0
JBLAB-4172	0.474566846694544	0.224530735274462	0.0657622085022638	0.0579184228555314	0.0248292276435177	0	0.0620700958135995	0	0.0567164722433056	0	0	0	0.0175801910286579	0.00872559971253794	0	0.00730020023157999	0
JBLAB-4173	0.15613147742199	0.470888534783328	0.189755594544612	0.021292190401861	0	0.0828156648067127	0.0770476612137185	0	0	0	0	0.00199796225403889	1.07495898250995e-05	0	0	6.01649839139239e-05	0
JBLAB-4174	0.0173544876042087	0.309611044802496	0.203752012871109	0.304510131287258	0.0486308162275124	0.024619461443756	0	0	0	0.0915220457636598	0	0	0	0	0	0	0
JBLAB-4175	0.0728941934864731	0.522566638827055	0.192900842426358	0.135985520600999	0.0457165989236062	0	0.0108209032991944	0	0	0.00827727587627982	0	0	0.00354627524056393	0	0.00725730789689621	3.44434225749349e-05	0
JBLAB-4177	0.15213264298218	0.20682606539816	0.241370240738873	0.190212995414541	0.0887971403534587	0	0.0536319480255425	0	0.064267762492314	0	0	0	0	0.00276120459493083	0	0	0
JBLAB-4178	0.130837339103087	0.344511166037052	0.246261512166852	0.125453931535306	0.0470255794968569	0	0.0579923984204992	0.023457640560904	0.0166171025990666	0.00168986369339832	0	0.00533508950143087	0	0.00081837688554691	0	0	0
JBLAB-4179	0.220149795404447	0.285700046489127	0.0949218757433681	0.260408163374215	0	0.0294915301757385	0	0	0	0.109328588813106	0	0	0	0	0	0	0
JBLAB-4180	0.230618805617999	0.316983790100057	0.185644977802474	0.0389389937828376	0.0651391523278586	0	0.000340888570916243	0.156869046350743	0	0	0	0	0	0.00546434544711559	0	0	0
JBLAB-4183	0.234147771352133	0.178537484801686	0.274784199403956	0.204280988633128	0.0661267969878798	0	0	0	0	0.012699712534007	0	0	0.0136018536872036	0.0102270166579785	0	0.00559417594202793	0
JBLAB-4184	0.553517530039059	0.175877358823224	0.0547858931032786	0.0425826243069899	0.0160558836854329	0	0	0.099966555665501	0.0207217908539307	0	0	0	0.00811910002274761	0.0256660660949776	0	0.00270719740485827	0
JBLAB-4186	0.0638943746122342	0.491942064090149	0.168415267943891	0.147785796812512	0.051882051923664	0.0408915806487754	0	0	0	0.00534677320881664	0	0	0.0223968646272871	0	0.00744522613267154	0	0
JBLAB-4187	0.0709889958746381	0.500548557136562	0.149611401763701	0.154570889082074	0.0682544918567366	0.0351924783635417	0	0	0	0	0	0	0.0203539204305454	0	0	0	0.000479265492200767
JBLAB-4188	0.0914881158123648	0.596866426623526	0.0972460558326748	0.0713740012059957	0.0481111199670045	0	0	0.0708179431827862	0	0	0	0	0.0228741967857042	0.00122214058994424	0	0	0
JBLAB-4189	0.0323606948879939	0.608940368070097	0.151306935140048	0.111728868259119	0.0718659871682126	0	0	0.00211770647188206	0	0	0	0	0.0216794400026476	0	0	0	0
JBLAB-4191	0.142133691786998	0.476950529806461	0.24581679919024	0.0615981746527545	0.0569531193783487	0	0.00320667640641021	0	0	0	0	0	0.00640951374674933	0	0.00693149503203844	0	0
JBLAB-4192	0.572650155485051	0.105341479571203	0.00978023580941747	0.115988422674684	0.0795085586281878	0.0126150606056225	0	0	0	0	0.000160898947876459	0.00837286349380043	0.053287345789189	0.0358471238509138	0	0.00644785514405489	0
JBLAB-4193	0.375314352506062	0.167656786516937	0.159682733210809	0.168657787171372	0.0665340682480221	0	0	0	0.000795575887063697	0.0401069495773049	0	0	0.00636722613022262	0.0094969639556806	0	0	0.00538755679652553
JBLAB-4194	0.448551933522118	0.0686286571315686	0.121656182485515	0.135188100823393	0.0275523479806044	0	0	0.158060842785645	0	0.0131240921207364	0	0	0.00894078507479827	0.0182970580756212	0	0	0
JBLAB-4195	0.0798966821746698	0.228901808412303	0.100982263771051	0.446790455959887	0	0	0	0	0.00499856109951743	0.13706251075051	0	0	0	0	0	0	0.00136771783206182
JBLAB-4196	0.0600729222021392	0.31460389122227	0.135931927554417	0.340368440276388	0	0	0	0	0	0.145525332933079	0	0.00291275848531364	0	0.00058472732639297	0	0	0
JBLAB-4197	0.153234689534919	0.225272417517067	0	0.178274932061718	0.0124010223955044	0	0.211013597682495	0.0463295132778189	0.00146859310662745	0	0	0	0.154590137902463	0.0029236219545732	0	0.0144914745668142	0
JBLAB-4198	0.266886108340391	0.0979583508628411	0.144813829986679	0.0498203819920873	0.00855362988424791	0	0.0594107464699238	0.358764401718624	0.00134273901824385	0	0	0	0	0.00442179790567806	0	0.00802801382128487	0
JBLAB-4199	0.0697937282203465	0.108782070479321	0.310477581440823	0.360975952137477	0.0841549735202624	0	0	0	0.0280198363935799	0.0230652114722202	0	0	0.0147306463359701	0	0	0	0
JBLAB-4200	0.110572404995556	0.575868828241555	0.194347525349346	0.0492957533804447	0.0349262030658675	0.0101347841353316	0	0.0189403137428662	0	0	0	0	0.00577142863929152	0.000142758449741316	0	0	0
JBLAB-4202	0.226571354042159	0.194974363630155	0	0.1937713083212	0	0	0.154786944726526	0	0.0481284161257838	0	0	0	0.158458815269884	0.00690896305028524	0	0.0163998348340073	0
JBLAB-4203	0.654457711223321	0.0889252158676425	0.115945032020611	0.0204758403178923	0.0135904023281175	0.0273643842481009	0	0	0.0191451381919392	0.0260461655343947	0	0	0	0.0340501102679818	0	0	0
JBLAB-4204	0.186595733525439	0.379040075269725	0.130898928152385	0.131435548218699	0.0750703519876998	0	0.0446008825884267	0	0.0271594110745529	0.00109857181924273	0	0	0.0194913634687153	0.00460913389511542	0	0	0
JBLAB-4205	0.28811418054285	0.330750414681826	0.0759509090495291	0.10594278701063	0.0724523270514497	0	0.0423583434666514	0	0.045390422677397	0	0	0	0.0300631659961022	0.00897744952356536	0	0	0
JBLAB-4206	0.197105961988825	0.206796571584349	0.0422404581571683	0.0794472709110581	0.124608968738105	0	0.143351228087524	0.179692526525601	0	0	0	0	0.0267570140073706	0	0	0	0
JBLAB-4207	0.783926613183627	0.0232422120799118	0.0039347043262754	0	0.0156004834136538	0.0646685279180447	0	0	0	0	0	0	0.033231584746995	0.0446540606881098	0	0.0305385701173025	0.000203243526079566
JBLAB-4208	0.585510311359549	0.111625876504607	0.0942857621177602	0.0267565585417884	0.00127581969038788	0	0.00807276696778304	0.110791214772108	0	0	0	0	0.0415999953126144	0.0196562227102058	0.000425472023195402	0	0
JBLAB-4211	0.312629539291992	0.431041480390592	0.019045482305085	1.96116246770379e-05	0.107706157672123	0	0.00796803654627075	0.118517164568287	0	0	0	0	0	0.00307252760097356	0	0	0
JBLAB-4212	0.0324625690437555	0.523062769357309	0.158785945931775	0.133331228295221	0.0869049483593579	0	0.0397275306504841	0	0	0	0	0	0.0224559611648462	0	0.00326904719725183	0	0
JBLAB-4213	0.0479944117057135	0.222764472941388	0.33863220862432	0.284767322174288	0.0650454288126986	0	0	0	0	0.0293030141975751	0	0.0100383681000879	0.0013360833825954	0	0	0.000118690061334065	0
JBLAB-4214	0.494504901008881	0.373879921627084	0.118592978537668	0	0	0	0	0	0	0	0.000824732145951788	0	0	0.0121661544910609	0	3.13121893543794e-05	0
JBLAB-4217	0.404724802022274	0.286630059387432	0.0921324078311865	0.056501213165039	0.0748228500212743	0	0.0820865572887171	0	0	0.00184729009252567	0	0	0	0.00122266983968339	0	3.21503518682342e-05	0
JBLAB-4218	0.107856363415867	0.260379848226069	0.237806998899508	0.20658970019865	0.0452241693741206	0	0.117112686256535	0	0	0.0217953410609376	0	0	0.000369881237737582	0	0	0.00286501133057473	0
JBLAB-4219	0.287736286486228	0.141713980363997	0.200451098666987	0.192319268030395	0.0534885474210817	0	0	0.0765842921919296	0.0218466075841015	0.000532322828741909	0	0	0.0158905966048046	0.00886500409694887	0	0.000571995724784402	0
JBLAB-4220	0.179327567281264	0.143102438834028	0.244762934764142	0.144467789390783	0.103517574644655	0	0.0311889586519671	0.142744860306701	0	0	0	0	0	0.00435196385145107	0	0.00653591227500898	0
JBLAB-4221	0.437018139001222	0.131685872664149	0.182662376529608	0.110505734064187	0.0410470863086229	0.0722899219885024	0	0	0	0	0	0	0.0155432014844322	0	0.00924766795927676	0	0
JBLAB-4222	0.252113757737924	0.311301460528784	0.0462259005602313	0.0365005533228364	0.0653501266865074	0	0	0.244265840847839	0	0	0	0	0.0256694933939448	0.00395000815907915	0.0135650313742168	0.00105782738863628	0
JBLAB-4223	0.108002624562319	0.249893554089272	0.262225193308728	0.131625133316328	0.0615981949673388	0	0.166639055243676	0	0.00239353112889799	0	0	0	0.0176227133834391	0	0	0	0
JBLAB-4224	0.172435162644827	0.402223810093667	0.141995304894118	0.0934301793103352	0.0683811359638959	0	0	0.0974317694004533	0	0	0	0	0.0224984635943496	0.00160417409835394	0	0	0
JBLAB-4225	0.58668937679506	0.188133669575483	0.0167104554656609	0.0391370768938022	0.0956491842512771	0.00725684971607946	0	0	0	0	0	0	0.02789027240487	0.0344042073386077	0.0041289075591601	0	0
JBLAB-4226	0.0518040382966936	0	0.177550650576933	0.440645537973746	0.260345381843688	0	0.0040894457012034	0	0	0	0	0	0.0611683378913252	0	0.00339793217730344	0.000998675539107026	0
JBLAB-4227	0.341483769518534	0.412017428044636	0.0367661311742163	0	0.0476784197874439	0	0	0.144367467381388	0	0	0	0	0.00549751505222571	0.0121892690415566	0	0	0
JBLAB-4228	0.16238604389912	0.244720290113669	0.182310737856189	0.198897277849637	0.0853405375981635	0	0	0.109448513869256	0	0	0	0	0.0107775698024174	0.00415568681324324	0	0.00196334219830547	0
JBLAB-4229	0.483118131311961	0.225371177765534	0.145591642483375	0.03331802602543	0.0749969302522058	0	0.00827603824195311	0	0	0	0	0	0.00466734787492266	0.0184560092757052	0	0.00620469676891374	0
JBLAB-4230	0.341677664073289	0.287019866479426	0.00671659021160974	0.070169962935958	0.0536094462800059	0	0	0.1884885935298	0	0	0	0	0.0398238745076771	0.00953677081754435	0.00295723116469023	0	0
JBLAB-4231	0.421877203134955	0.433709723813787	0	0	0.101935101595027	0	0	0	0	0	0	0	0.0203143464684283	0.0221636249878027	0	0	0
JBLAB-4232	0.239252113525406	0.252571262078557	0.0699539315657352	0.0242585883171405	0.00936287336903239	0	0	0.387657842242127	0	0	0	0	0.0141754087143134	0.00276798018768945	0	0	0
JBLAB-4234	0.380073904641111	0.210906034482331	0.0383373811870377	0.142273929245137	0.11024391960563	0	0	0	0.0884411954828065	0.00381975481533209	0	0	0.00704261180260286	0.0165722167468972	0	0.00228905199111472	0
JBLAB-4235	0.419300118123608	0.313465269030135	0.0666770797728827	0.0264579417115018	0.0443130627253952	0	0	0.119102071204526	0	0	0	0	0.000547874776883327	0.0101365826550689	0	0	0
JBLAB-4236	0.241337651825408	0.245241030331607	0.197889380638839	0.20575699921495	0.0631304362438634	0	0	0	0.00973110599672841	0.0178269790597278	0	0	0.01477506147743	0.00334458778594681	0	0.000682976934956544	0.000283790490542125
JBLAB-4238	0.170836687964093	0.138744364092931	0.273531303734313	0.302585365444688	0.042547016333596	0	0	0	0	0.055486024690083	0	0	0.0128055524656943	0.00273082416733222	0	0.000732861107268892	0
JBLAB-4240	0.471971450478381	0.200291162391952	0.147759938611178	0.086387351286764	0.00557649742009095	0	0	0.0510805413642355	0	0.00606282923658075	0	0	0.0146605253753964	0.0159858971053291	0.00022380673009291	0	0
JBLAB-4241	0.424735973440658	0.1798168899438	0.111026518030058	0.0830072169902783	0.0271892290646693	0	0	0.127790291318241	0.0271050656098511	0	0	0	0.00541425803400383	0.013914557568441	0	0	0
JBLAB-4242	0.24844227731256	0.51688721989676	0.137093899994048	0.0144645777205817	0.0514731559536581	0	0.0015472219880314	0.0103983184909416	0	0	0	0	0.00599519332819999	0.00380693593603757	0.00989119937918162	0	0
JBLAB-4243	0.826062620884238	0	0.0204206250304457	0.0447055895597806	0.0119034444560052	0	0	0	0.015267466920961	0.0121974178605911	0	0	0.0212509775002994	0.0367528487967681	0	0.011439008990911	0
JBLAB-4245	0.0363780840393855	0	0.254195780808665	0.483753265426579	0.0251477739089815	0	0	0	0.0139659465069126	0.15497624571162	0	0.0312176228438309	0	0.000365280754024991	0	0	0
JBLAB-4246	0	0.40959535989664	0.33054096668276	0.150337455851954	0.0429236547398042	0	0	0.060887738322642	0	0	0	0	0	0	0.00571482450620041	0	0
JBLAB-4248	0.28665061298883	0.493508447112054	0.124276561254848	0.0475585443311534	0.0267552799611853	0.0014524403741897	0	0	0	0	0	0	0.0091867564587	0.0068065636861597	0	0.00380479383287927	0
JBLAB-4249	0.175072326130296	0.584371369342438	0.0813672773507528	0.0694925375917249	0.0452653794479105	0	0	0	0.0444311101368778	0	0	0	0	0	0	0	0
JBLAB-4250	0.491277689663166	0.360876595100135	0	0.0107760721485838	0.0791146722566615	0	0	0	0	0.00318854195590756	0	0	0.0273214787165919	0.025419879306981	0.00202507085197329	0	0
JBLAB-4251	0.324892342295242	0.0701409599015208	0.2279992542842	0.167246108817319	0.0806588915100987	0	0.0534635930042112	0	0.0508516662650515	0	0	0	0.0154562047531958	0.00929097916916149	0	0	0
JBLAB-4252	0.712781500339051	0.0908779149004558	0.104613464145238	0	0.00205971594414795	0.0423990237900999	0	0	0	0.00615717069907544	0.00933704864525878	0	0.000634782260727977	0.0311393792759447	0	0	0
JBLAB-4253	0.138456730619808	0.15382201705542	0.235593318335714	0.296362039073635	0.0782285597133417	0	0	0	0.0531706855839439	0	0	0	0.034236435763904	0.00403321069297344	0	0.00609700316126022	0
JBLAB-4254	0.11100097726108	0.464875551656586	0.161876069112941	0.0764484106308147	0.0467996982638801	0	0	0.138999293074697	0	0	0	0	0	0	0	0	0
JBLAB-4255	0.750540280497929	0	0.0609303476748751	0.0463769295995569	0.0230189653322569	0	0	0	0.0302138704334145	0.0286060138886379	0	0	0.00417464517364304	0.0418488816549144	0	0.014200343695359	8.97220494130387e-05
JBLAB-4257	0.475413480461774	0.0388220800962558	0.00689712761695325	0.193384421713076	0.0110098759957013	0	0.0335903939836051	0.0876280733530077	0.0131132002308048	0	0	0	0.0355174604741264	0.0249718995169931	0	0.0796519865577024	0
JBLAB-4258	0.320300097033247	0.0883301642524361	0.130934850891797	0.189436664602404	0.00964215710785402	0	0.00519116083879258	0.15540429363314	0.00942586505507341	0	0	0	0.0351987981981455	0.015118507778848	0	0.0410174406082628	0
JBLAB-4259	0.0510620024942231	0.287980603842699	0.416892133025235	0.129645554013234	0.0529858539539013	0.0531352652400919	0	0	0	0	0	0	0.000546864362615105	0	0.00763554259575067	0.000116180472249572	0
JBLAB-4260	0.180625560010598	0.298352719861415	0.207414819391108	0.180744298008872	0.0606686201417303	0	0	0.0275455337247559	0.0163195626105955	0.00996669863486974	0	0	0.0103244839475479	0.00397331596010918	0	0.00406438770839852	0
JBLAB-4263	0.148523937699218	0.234958346610012	0.232998923841569	0.18726007518191	0.0850087346763298	0.0984287754919936	0	0	0	0.00410531702792319	0	0	0.00762258813751172	0.00109330133353286	0	0	0
JBLAB-4264	0.125342080719323	0.270321805086393	0.228815393650214	0.165618396364559	0.0950514326312885	0.0871698010506849	0	0	0	0.0143233395051175	0	0	0.00654889506381051	0.00325828180858763	0.00355057412002247	0	0
JBLAB-4265	0.133510560878502	0.305400329591036	0.231102996338316	0.16492963591604	0.0823708106581708	0.0713717120499176	0	0	0	0.00355789377569765	0	0	0.00775606079231991	0	0	0	0
JBLAB-4266	0.450836679468901	0.0249240349383212	0.261081284614059	0.0736424746769702	0.0294658214637118	0.141785364461237	0	0	0	0.000963271320326775	0	0	0	0.0173010690564733	0	0	0
JBLAB-4267	0.279415146620097	0.189565078099274	0.0925549363835209	0.0561811686131956	0.0112242237271029	0	0	0.348821248267331	0	0	0	0	0.0165791156721424	0.00495454430614065	0.000704538311195236	0	0
JBLAB-4268	0.547401676151536	0	0.179826492251245	0.109485038645898	0.0396917583508806	0	0	0.0703204156911663	0	0.0154187862649577	0	0	0.00406379133741549	0.033792041306902	0	0	0
JBLAB-4269	0.427111907855587	0.0806199166663144	0.120312527481005	0.0980326077702576	0.0849435793693084	0	0.00283614071919283	0.156163319836037	0.0102943850631632	0	0	0	0	0.0169259311636522	0	0.00275968407548182	0
JBLAB-4270	0.0533925672703206	0.368800977986366	0.218243493930888	0.172442695053384	0.0217353981263291	0	0	0.165384867632713	0	0	0	0	0	0	0	0	0
JBLAB-4273	0.522091463842482	0.161600800692587	0.0629973288342717	0.0245959865486683	0.0561905893978582	0	0.031000041399272	0.0933404068650361	0.00248506066745702	0.0151873211188201	0	0	0.00944150191593933	0.0210694987176083	0	0	0
JBLAB-4274	0.407664236639056	0.200488405219435	0.215525427377579	0.0577182098505686	0.0274227395044791	0	0.0476306500001491	0	0.0399823888033856	0	0	0	0	0.0035679426053481	0	0	0
JBLAB-4275	0.43658065109802	0.174415742866977	0.204521279735365	0.096601130288542	0.0271318336964691	0	0.0171885143349418	0	0.0327237459701074	0	0	0.00215847770144345	0	0.00616664178590384	0	0.00251198252222997	0
JBLAB-4276	0.189740896648557	0.307881425387565	0.136021712993654	0.174468790760544	0.107655505846227	0	0	0.0433580458622802	0	0	0	0	0.027330234017024	0.00497767000586675	0.00366319291771236	0.0049025255605699	0
JBLAB-4277	0.0461447701637813	0.10596324144511	0.56701524463591	0.188805727112328	0.0654987497113604	0.0138130237627057	0.00669431921044574	0	0	0	0	0	0	0	0.00606492395835899	0	0
JBLAB-4278	0.0461567755888937	0.0987834376057927	0.582231411945434	0.180588811450046	0.0585892732240935	0.0335798737789745	0	0	0	0	0	0	7.04164067661457e-05	0	0	0	0
JBLAB-4279	0.266085948717792	0.50781796192209	0.033623099980532	0	0.0522975329113503	0	0.00091715593099152	0.121088308392313	0	0	0	0	0.000415648420895529	0.00552264849574592	0.00267787822367475	0.00955381700461431	0
JBLAB-4280	0.262362424895893	0.210687260227286	0.0779181882656066	0.140101242042514	0.0453249606421441	0	0.100596615380036	0	0.11998621024001	0	0	0	0	0.00428186343074947	0	0.0387412348757607	0
JBLAB-4281	0.776289701908369	0	0.0159225108607389	0.0536537880892773	0.0259360443412684	0	0.00998708438797891	0	0.038948448974528	0	0.0389919649250417	0.00481056316642888	0.0212232719912551	0.0109723141921479	0	0.00326430716296626	0
