segsize1	segsize2	segsize3	segsize4	segsize5	segsize6	segsize7	segsize8	segsize9	segsize10	segsize11	segsize12	segsize13	segsize14	segsize15	segsize16	segsize17	segsize18	segsize19	segsize20	segsize21	segsize22	changepoint1	changepoint2	changepoint3	changepoint4	changepoint5	changepoint6	changepoint7	changepoint8	changepoint9	changepoint10	bp10MB1	bp10MB2	bp10MB3	bpchrarm1	bpchrarm2	bpchrarm3	bpchrarm4	bpchrarm5	osCN1	osCN2	osCN3
IM_127	0.0121823635423766	1.79992296136994	1.07674593746491	2.64359823171232	0.509232580393582	4.80691970325835	3.12992888579396	1.16449389172103	1.19293950150301	2.52504747913492	1.13620247142048	2.855917483904	2.24948348677248	1.67380244160345	5.55746303423342	4.09478234871936	3.60256557380181	1.36775724289849	2.40772019076565	2.96043008714615	3.27655357562917	4.95631052721115	4.56586109436943	9.00301593937512	11.9458630158242	14.3996025323569	11.862572284678	0.809810568274922	0.0268110235480401	0.24234086005252	0.808077687498718	1.33604499402214	200.092091017291	95.0156367785019	4.89227220420671	22.1885306650044	19.5133154675311	2.28699851172385	0.0111553557373139	3.37375082409005e-12	8.1738932628087	2.81753573483622	0.00857100235507596
IM_128	0.0182735453069029	2.61847796176318	1.21946171552322	2.55860132427105	5.80421911069228	9.31507655900525	8.26832046619253	4.25614064372645	2.95642732043016	4.41258480748917	3.15448176610318	0.428795613496538	1.66218465523184	2.3253141939953	4.39525966641365	3.16758405662746	4.00919670891586	2.72767175154659	3.16968957834613	2.81228644415983	4.03271476881992	4.68723734194351	4.44560361102928	7.37947538280687	14.3627148017909	26.9951919291304	19.6367121931637	1.54482135221842	0.0685471835493497	0.393840384217597	1.30432184488417	1.86877131720942	191.970272192453	99.5769901257025	8.45273768184479	20.4260534323662	17.0273213913318	6.51284681026397	0.0337783660156659	2.24144506601163e-11	15.0600259543044	5.91182708057568	0.0281469651199473
IM_129	0.0121841824744138	2.37705812660622	1.44902351470195	0.156137307442009	0.722663693288323	3.85163141402715	2.8223932053771	1.81509125712063	0.705075827448803	1.94313444948277	1.14168998958117	0.0156081903057436	0.990985189317301	0.797991310731506	2.15042363770896	4.16335341712802	2.66817483229277	0.677789360306854	1.49420413156999	0.978088445176301	5.00848130569007	8.05881721222195	1.81127929186299	10.2195164947327	7.13233626529561	8.54289191824882	9.03279537424349	2.60983977561829	0.187581661941431	0.482447067900105	1.66442109488068	2.31689105527586	207.475562350079	88.9615419284618	3.56289572145901	27.9017689056821	14.5086195222857	1.58909116184887	0.000520410183293425	7.18849294027396e-15	5.90583398115896	2.08776237022706	0.00640364861397487
IM_13	1.81895868529792e-06	0.930473706391238	9.17452774778442	34.9822944441702	41.2764565928875	34.1603484949882	28.2249264755578	17.3500159375002	7.22579181568623	10.6221883835155	14.916330070124	12.1686155461771	10.940051095605	4.43586474679801	11.2206407646128	3.65199569269254	8.88738470277516	3.77347398878838	1.05680975339454	0.56801675487647	2.3033272592914	1.13046420742474	0.440756536033757	5.25138626069254	13.3742102308324	46.4931292847418	82.7342722297794	50.1656476153269	17.9146240420645	17.3301004938141	12.2846105157168	11.0112627909978	138.070929091219	122.093976408344	39.8350945004365	8.28529268799325	9.72719159670212	21.475266600943	4.26807474623951	0.244174368122142	103.456788127433	40.7781425717509	0.76506930081627
IM_130	0.0121823635423766	1.79992296136994	1.07563640278439	4.27233299729765	6.69678572684608	13.8198068356868	15.2319138002764	6.15495875508171	2.37507129069025	4.2126460888158	11.3493916050381	5.22791815767206	2.77120370671812	0.000268180704336135	4.07982454019543	2.90848362621051	3.27619365657251	4.31996239419427	2.05404172700865	0.234563595553137	3.91403182193029	5.2128597658112	2.76707540530748	5.49134316018338	33.8562668516773	30.2381468688233	17.5632585093698	3.66763014788705	2.10474962894173	2.43288878591646	2.18836705937691	0.690273582516627	179.418371006441	108.103970841351	12.4776581522089	17.8085498891845	16.1605856423787	9.43025529879906	0.600609150338156	1.92995828717761e-08	30.0398577706685	10.859154264069	0.100987965262475
IM_131	0.00609118177785036	0.9813679609767	0.914157286010215	0.571334381083407	5.29573598892937	9.22617746122554	11.1268173211135	3.1161760974778	2.48066051099779	1.93156191608758	5.09687635137101	3.04652238392706	2.17821824419421	1.94161555162488	4.35600631173021	3.32334143545403	2.04289032456492	4.91558888124769	4.52344992524913	2.38699677499571	4.12299879682647	4.41541491313486	1.57806662776738	7.23644170813049	19.11629896576	23.377475989789	14.2302752785113	3.12919870253934	2.84158925626685	3.48685408694274	2.34583845742385	0.657960926869016	187.540190329574	105.256337605453	7.20347206497333	20.4161564154076	17.5170218035092	6.05582548541199	0.0109962956702077	1.06387169964299e-12	18.6909570116636	6.27127111567313	0.0377718726632687
IM_132	1.33240805226306e-11	0.162812960583506	0.813131899474428	0.960205924427708	0.100470710262232	0.790069114551656	0.934237177952067	0.237832864265134	5.28161304747564e-06	0.677535863497402	0.323635831040376	6.23242991768296e-05	1.58955779740602e-08	2.06317830094949e-07	2.41609251002606	2.08292516620075	0.504395234619427	1.55840435321213	1.43144594159145	0.648652070129472	3.13292821704731	10.2251563329799	1.91849537745858	5.67430335704608	5.4629938223392	3.27147249090946	1.63797286099497	0.0556853070694315	1.34366337840184	3.56168047775479	2.69962001940566	1.37411290862	216.335728069015	81.9239351534215	1.74033677756322	34.7958052901661	8.49427504023455	0.709560011702579	0.000359657896791127	6.24840607415726e-15	1.36971541785949	0.628215641008738	0.00206894113177269
IM_133	0.00609118177785036	0.994760906596523	1.7939788915237	0.199787968369697	1.70621242726231	2.77639179543815	1.49494262676384	0.0277007783301146	2.65343386400803e-05	0.838292842794956	0.47739855523821	0.684339572324305	0.28109133666598	0.718591399610659	0.524981203044543	0.450098894273345	0.68004666309302	3.84945532911964	2.64201287565447	2.11233207428906	5.52318761061294	4.21827853287805	2.8051050177922	11.8621443109214	6.57473398669491	5.04138159681071	4.43259998128185	1.03267787864635	0.0425959314554914	0.135631801149828	0.0557474024465627	0.0173820928006709	211.905645010229	85.0638934659286	3.03046152384204	29.7854355498945	13.1275746498183	1.08659270592807	0.000397094359152115	6.34967367666851e-15	4.06474700923023	0.932888811810008	0.00236417895975788
IM_134	1.33240805226306e-11	0.162812960583458	0.761505290721522	0.0729931064197787	0.0021999733406396	0.00703078640676005	0.814847671138322	0.177734360600614	1.70820696799769e-06	0.677176035799727	0.323635740151695	6.23242988012434e-05	5.24336007742822e-08	1.18428146341065e-06	2.41231893644018	1.28553200194594	0.305554610732739	1.31146862883353	0.748789386545421	1.23862442805473	3.46152119593868	9.2361896171121	2.66685442908105	9.53070712061934	3.53624688289718	1.80073153461203	0.800438601823826	1.97121816666532	1.80986084908777	0.656533612514336	0.186999823583686	0.0404089791154611	217.812422355505	80.7510006909148	1.43657695358058	35.5089511368288	8.24049981320181	0.250526471794198	2.25781752017128e-05	6.05364741514108e-17	0.898343863790248	0.101557723600423	9.84126093283938e-05
IM_135	0.0121823635423766	1.8137722640088	3.52288321584343	11.3425528795934	14.4085768363485	19.1349568989035	19.6818662363479	11.6208917333398	5.15260253828598	4.78007892152699	5.29475086359977	6.34492069014051	6.75843343762159	4.22834970070859	8.56786500998309	4.06255612976186	4.28836122944567	1.09287398822543	2.52893118005369	0.613057474234958	4.56276692490913	2.18676948357503	3.02280858551287	15.8129803420745	57.7471893954581	35.0992983721511	19.5853336533806	4.32628989655906	2.01481340491274	2.12615363039595	1.61629096597575	0.648841753579258	163.913080549837	118.938308718173	17.14861073199	7.50652087707667	22.1370760427385	13.7110726423905	0.645330418468666	1.93257085292951e-08	34.5298270055373	18.2544606313093	0.215712363153326
IM_136	0.00609118177785036	0.9813679609767	0.92298356472822	2.30441079733318	6.52672874611847	9.8383033646464	10.8740065033923	3.40742174436163	1.84791547502836	3.08317162087163	4.60376840236316	4.53641137456753	3.1789014085665	0.887920681918937	1.04829871000942	3.43282597591767	3.74722107022769	5.4190357414118	3.97937077701903	3.63474001516193	4.18748142584321	4.55162345775835	1.98877242458042	7.41244859806711	10.079466482378	19.2403476487913	23.0853030625261	6.09225147254544	4.55460793119288	4.63696657403524	3.81010375052098	2.09973205536257	191.970271993135	99.4644637678541	8.565264239011	20.1261685876399	17.1611313730933	6.69677961251623	0.0159204267488823	1.60910228023801e-12	23.5345374359394	6.44753325847583	0.0179293055847791
IM_138	0.00609118177785036	0.981367961140602	1.42385673139129	12.4226093087162	12.3416545192364	13.1048450228817	16.7810463408074	9.73539455969269	4.90233617108917	10.5512309808989	13.3096341173219	11.8954559956759	7.61727645122933	4.35234510013703	13.3854227787007	5.2085136582117	4.79384587977372	4.79915029704148	2.27182975181169	0.0203144378775934	0.605753006026896	1.49002574855975	4.11482011397601	94.8265984985788	35.2467295947505	13.6389116912652	1.95468723079064	1.75156362315605	0.184517572177188	0.17150059680377	0.0785806917793077	0.0320903867225454	155.052915030219	124.171923291636	20.775161678145	9.16738287529973	18.1727784485365	15.3758059223932	1.28403268395844	6.98120867569946e-08	67.3470331831148	20.3510759803195	0.30189083656573
IM_139	1.81894536121391e-06	0.739948125819742	1.14371952412456	0.275947650223696	4.21930146439691	3.9849903983511	1.8253099582766	0.798813226528679	0.0224603510792458	1.70219029265992	1.2326076559804	0.989193242362903	1.06551024851572	4.9030341650608e-06	0.0264331000768629	0.909665872726522	0.0640311288201157	0.474997613412537	1.15381817770084	0.306669957948826	2.0082448024728	4.05614048654249	5.56503306099687	10.6608803577536	5.95454250299724	2.16849333071011	2.47498909367946	0.0909586622945935	0.00299718413430179	0.0489897142001411	0.0242344715192246	0.00888162171445405	208.213909343835	87.7076371790636	4.07845347710097	28.6097091059663	13.3980080405222	1.98800425442779	0.00427859908318348	4.90671419266491e-13	2.276663632406	1.6687896899592	0.0545466776348016
IM_14	0.00609300069656342	1.42293948454815	5.74412601212788	25.9965656764576	25.7857625985396	32.9082105633429	20.8738684163146	6.98288851966104	4.64549685417498	5.12763156224289	9.71936065097395	9.30589487908561	7.30464161298218	4.34584643790126	11.7350965350024	3.5938921203233	3.91680663283834	2.71686615538022	1.91948286194874	2.88825011704804	3.91006459163547	3.15021471677427	0.315212894312587	9.14504538589007	51.3493799490043	64.3665527488834	45.5134569290862	11.9955475042662	5.2122432277968	3.09923203137006	1.79612721671526	1.20720211267508	165.389773341443	106.065318475548	28.5449081830086	11.76367390942	12.6662600647362	16.5813685546941	2.9886953636579	2.1074917634695e-06	57.1925958971284	28.2396466670471	0.56775743582449
IM_140	1.81894536121391e-06	0.739948125819742	1.14382528720939	1.68098219065701	6.04677673154015	11.0870077616836	8.18343996543851	5.18030312891122	2.01402114347855	1.91883999815704	3.92545292984405	2.05321156020506	1.02828483320321	0.650180360269023	2.20970644912935	1.09347263669933	1.11440393989478	2.7879044924093	2.96605080430719	2.94746162302485	3.56378256696624	6.66494165220703	3.71546035026688	18.2083916877255	25.4166281656096	12.9645805310099	7.06627825510457	0.699647131164611	0.497279369283612	0.283753071318911	0.11207649631857	0.0359049421978878	194.185313672016	98.1786184178604	7.63606791012339	20.5789789929712	18.0034198118804	5.40699893219551	0.0106022629518189	1.05727557944623e-12	9.97918534114546	3.95966750738711	0.0611471514674333
