X1.1.5.120.000	X1.5.120.001.10.240.000	X1.10.240.001.15.360.000	X1.15.360.001.20.480.000	X1.20.480.001.25.600.000	X1.25.600.001.30.720.000	X1.30.720.001.35.840.000	X1.35.840.001.40.960.000	X1.40.960.001.46.080.000	X1.46.080.001.51.200.000	X1.51.200.001.56.320.000	X1.56.320.001.61.440.000	X1.61.440.001.66.560.000	X1.66.560.001.71.680.000	X1.71.680.001.76.800.000	X1.76.800.001.81.920.000	X1.81.920.001.87.040.000	X1.87.040.001.92.160.000	X1.92.160.001.97.280.000	X1.97.280.001.102.400.000	X1.102.400.001.107.520.000	X1.107.520.001.112.640.000	X1.112.640.001.117.760.000	X1.117.760.001.122.880.000	X1.143.360.001.148.480.000	X1.148.480.001.153.600.000	X1.153.600.001.158.720.000	X1.158.720.001.163.840.000	X1.163.840.001.168.960.000	X1.168.960.001.174.080.000	X1.174.080.001.179.200.000	X1.179.200.001.184.320.000	X1.184.320.001.189.440.000	X1.189.440.001.194.560.000	X1.194.560.001.199.680.000	X1.199.680.001.204.800.000	X1.204.800.001.209.920.000	X1.209.920.001.215.040.000	X1.215.040.001.220.160.000	X1.220.160.001.225.280.000	X1.225.280.001.230.400.000	X1.230.400.001.235.520.000	X1.235.520.001.240.640.000	X1.240.640.001.245.760.000	X1.245.760.001.249.250.621	X2.1.5.120.000	X2.5.120.001.10.240.000	X2.10.240.001.15.360.000	X2.15.360.001.20.480.000	X2.20.480.001.25.600.000	X2.25.600.001.30.720.000	X2.30.720.001.35.840.000	X2.35.840.001.40.960.000	X2.40.960.001.46.080.000	X2.46.080.001.51.200.000	X2.51.200.001.56.320.000	X2.56.320.001.61.440.000	X2.61.440.001.66.560.000	X2.66.560.001.71.680.000	X2.71.680.001.76.800.000	X2.76.800.001.81.920.000	X2.81.920.001.87.040.000	X2.97.280.001.102.400.000	X2.102.400.001.107.520.000	X2.107.520.001.112.640.000	X2.112.640.001.117.760.000	X2.117.760.001.122.880.000	X2.122.880.001.128.000.000	X2.128.000.001.133.120.000	X2.133.120.001.138.240.000	X2.138.240.001.143.360.000	X2.143.360.001.148.480.000	X2.148.480.001.153.600.000	X2.153.600.001.158.720.000	X2.158.720.001.163.840.000	X2.163.840.001.168.960.000	X2.168.960.001.174.080.000	X2.174.080.001.179.200.000	X2.179.200.001.184.320.000	X2.184.320.001.189.440.000	X2.189.440.001.194.560.000	X2.194.560.001.199.680.000	X2.199.680.001.204.800.000	X2.204.800.001.209.920.000	X2.209.920.001.215.040.000	X2.215.040.001.220.160.000	X2.220.160.001.225.280.000	X2.225.280.001.230.400.000	X2.230.400.001.235.520.000	X2.235.520.001.240.640.000	X2.240.640.001.243.199.373	X3.1.5.120.000	X3.5.120.001.10.240.000	X3.10.240.001.15.360.000	X3.15.360.001.20.480.000	X3.20.480.001.25.600.000	X3.25.600.001.30.720.000	X3.30.720.001.35.840.000	X3.35.840.001.40.960.000	X3.40.960.001.46.080.000	X3.46.080.001.51.200.000	X3.51.200.001.56.320.000	X3.56.320.001.61.440.000	X3.61.440.001.66.560.000	X3.66.560.001.71.680.000	X3.71.680.001.76.800.000	X3.76.800.001.81.920.000	X3.81.920.001.87.040.000	X3.87.040.001.92.160.000	X3.92.160.001.97.280.000	X3.97.280.001.102.400.000	X3.102.400.001.107.520.000	X3.107.520.001.112.640.000	X3.112.640.001.117.760.000	X3.117.760.001.122.880.000	X3.122.880.001.128.000.000	X3.128.000.001.133.120.000	X3.133.120.001.138.240.000	X3.138.240.001.143.360.000	X3.143.360.001.148.480.000	X3.148.480.001.153.600.000	X3.153.600.001.158.720.000	X3.158.720.001.163.840.000	X3.163.840.001.168.960.000	X3.168.960.001.174.080.000	X3.174.080.001.179.200.000	X3.179.200.001.184.320.000	X3.184.320.001.189.440.000	X3.189.440.001.194.560.000	X3.194.560.001.198.022.430	X4.1.5.120.000	X4.5.120.001.10.240.000	X4.10.240.001.15.360.000	X4.15.360.001.20.480.000	X4.20.480.001.25.600.000	X4.25.600.001.30.720.000	X4.30.720.001.35.840.000	X4.35.840.001.40.960.000	X4.40.960.001.46.080.000	X4.46.080.001.51.200.000	X4.51.200.001.56.320.000	X4.56.320.001.61.440.000	X4.61.440.001.66.560.000	X4.66.560.001.71.680.000	X4.71.680.001.76.800.000	X4.76.800.001.81.920.000	X4.81.920.001.87.040.000	X4.87.040.001.92.160.000	X4.92.160.001.97.280.000	X4.97.280.001.102.400.000	X4.102.400.001.107.520.000	X4.107.520.001.112.640.000	X4.112.640.001.117.760.000	X4.117.760.001.122.880.000	X4.122.880.001.128.000.000	X4.128.000.001.133.120.000	X4.133.120.001.138.240.000	X4.138.240.001.143.360.000	X4.143.360.001.148.480.000	X4.148.480.001.153.600.000	X4.153.600.001.158.720.000	X4.158.720.001.163.840.000	X4.163.840.001.168.960.000	X4.168.960.001.174.080.000	X4.174.080.001.179.200.000	X4.179.200.001.184.320.000	X4.184.320.001.189.440.000	X4.189.440.001.191.154.276	X5.1.5.120.000	X5.5.120.001.10.240.000	X5.10.240.001.15.360.000	X5.15.360.001.20.480.000	X5.20.480.001.25.600.000	X5.25.600.001.30.720.000	X5.30.720.001.35.840.000	X5.35.840.001.40.960.000	X5.40.960.001.46.080.000	X5.51.200.001.56.320.000	X5.56.320.001.61.440.000	X5.61.440.001.66.560.000	X5.66.560.001.71.680.000	X5.71.680.001.76.800.000	X5.76.800.001.81.920.000	X5.81.920.001.87.040.000	X5.87.040.001.92.160.000	X5.92.160.001.97.280.000	X5.97.280.001.102.400.000	X5.102.400.001.107.520.000	X5.107.520.001.112.640.000	X5.112.640.001.117.760.000	X5.117.760.001.122.880.000	X5.122.880.001.128.000.000	X5.128.000.001.133.120.000	X5.133.120.001.138.240.000	X5.138.240.001.143.360.000	X5.143.360.001.148.480.000	X5.148.480.001.153.600.000	X5.153.600.001.158.720.000	X5.158.720.001.163.840.000	X5.163.840.001.168.960.000	X5.168.960.001.174.080.000	X5.174.080.001.179.200.000	X5.179.200.001.180.915.260	X6.1.5.120.000	X6.5.120.001.10.240.000	X6.10.240.001.15.360.000	X6.15.360.001.20.480.000	X6.20.480.001.25.600.000	X6.25.600.001.30.720.000	X6.30.720.001.35.840.000	X6.35.840.001.40.960.000	X6.40.960.001.46.080.000	X6.46.080.001.51.200.000	X6.51.200.001.56.320.000	X6.61.440.001.66.560.000	X6.66.560.001.71.680.000	X6.71.680.001.76.800.000	X6.76.800.001.81.920.000	X6.81.920.001.87.040.000	X6.87.040.001.92.160.000	X6.92.160.001.97.280.000	X6.97.280.001.102.400.000	X6.102.400.001.107.520.000	X6.107.520.001.112.640.000	X6.112.640.001.117.760.000	X6.117.760.001.122.880.000	X6.122.880.001.128.000.000	X6.128.000.001.133.120.000	X6.133.120.001.138.240.000	X6.138.240.001.143.360.000	X6.143.360.001.148.480.000	X6.148.480.001.153.600.000	X6.153.600.001.158.720.000	X6.158.720.001.163.840.000	X6.163.840.001.168.960.000	X6.168.960.001.171.115.067	X7.1.5.120.000	X7.5.120.001.10.240.000	X7.10.240.001.15.360.000	X7.15.360.001.20.480.000	X7.20.480.001.25.600.000	X7.25.600.001.30.720.000	X7.30.720.001.35.840.000	X7.35.840.001.40.960.000	X7.40.960.001.46.080.000	X7.46.080.001.51.200.000	X7.51.200.001.56.320.000	X7.61.440.001.66.560.000	X7.66.560.001.71.680.000	X7.71.680.001.76.800.000	X7.76.800.001.81.920.000	X7.81.920.001.87.040.000	X7.87.040.001.92.160.000	X7.92.160.001.97.280.000	X7.97.280.001.102.400.000	X7.102.400.001.107.520.000	X7.107.520.001.112.640.000	X7.112.640.001.117.760.000	X7.117.760.001.122.880.000	X7.122.880.001.128.000.000	X7.128.000.001.133.120.000	X7.133.120.001.138.240.000	X7.138.240.001.143.360.000	X7.143.360.001.148.480.000	X7.148.480.001.153.600.000	X7.153.600.001.158.720.000	X7.158.720.001.159.138.663	X8.1.5.120.000	X8.5.120.001.10.240.000	X8.10.240.001.15.360.000	X8.15.360.001.20.480.000	X8.20.480.001.25.600.000	X8.25.600.001.30.720.000	X8.30.720.001.35.840.000	X8.35.840.001.40.960.000	X8.40.960.001.46.080.000	X8.46.080.001.51.200.000	X8.51.200.001.56.320.000	X8.56.320.001.61.440.000	X8.61.440.001.66.560.000	X8.66.560.001.71.680.000	X8.71.680.001.76.800.000	X8.76.800.001.81.920.000	X8.81.920.001.87.040.000	X8.87.040.001.92.160.000	X8.92.160.001.97.280.000	X8.97.280.001.102.400.000	X8.102.400.001.107.520.000	X8.107.520.001.112.640.000	X8.112.640.001.117.760.000	X8.117.760.001.122.880.000	X8.122.880.001.128.000.000	X8.128.000.001.133.120.000	X8.133.120.001.138.240.000	X8.138.240.001.143.360.000	X8.143.360.001.146.364.022	X9.1.5.120.000	X9.5.120.001.10.240.000	X9.10.240.001.15.360.000	X9.15.360.001.20.480.000	X9.20.480.001.25.600.000	X9.25.600.001.30.720.000	X9.30.720.001.35.840.000	X9.35.840.001.40.960.000	X9.71.680.001.76.800.000	X9.76.800.001.81.920.000	X9.81.920.001.87.040.000	X9.87.040.001.92.160.000	X9.92.160.001.97.280.000	X9.97.280.001.102.400.000	X9.102.400.001.107.520.000	X9.107.520.001.112.640.000	X9.112.640.001.117.760.000	X9.117.760.001.122.880.000	X9.122.880.001.128.000.000	X9.128.000.001.133.120.000	X9.133.120.001.138.240.000	X9.138.240.001.141.213.431	X10.1.5.120.000	X10.5.120.001.10.240.000	X10.10.240.001.15.360.000	X10.15.360.001.20.480.000	X10.20.480.001.25.600.000	X10.25.600.001.30.720.000	X10.30.720.001.35.840.000	X10.35.840.001.40.960.000	X10.40.960.001.46.080.000	X10.46.080.001.51.200.000	X10.51.200.001.56.320.000	X10.56.320.001.61.440.000	X10.61.440.001.66.560.000	X10.66.560.001.71.680.000	X10.71.680.001.76.800.000	X10.76.800.001.81.920.000	X10.81.920.001.87.040.000	X10.87.040.001.92.160.000	X10.92.160.001.97.280.000	X10.97.280.001.102.400.000	X10.102.400.001.107.520.000	X10.107.520.001.112.640.000	X10.112.640.001.117.760.000	X10.117.760.001.122.880.000	X10.122.880.001.128.000.000	X10.128.000.001.133.120.000	X10.133.120.001.135.534.747	X11.1.5.120.000	X11.5.120.001.10.240.000	X11.10.240.001.15.360.000	X11.15.360.001.20.480.000	X11.20.480.001.25.600.000	X11.25.600.001.30.720.000	X11.30.720.001.35.840.000	X11.35.840.001.40.960.000	X11.40.960.001.46.080.000	X11.46.080.001.51.200.000	X11.56.320.001.61.440.000	X11.61.440.001.66.560.000	X11.66.560.001.71.680.000	X11.71.680.001.76.800.000	X11.76.800.001.81.920.000	X11.81.920.001.87.040.000	X11.87.040.001.92.160.000	X11.92.160.001.97.280.000	X11.97.280.001.102.400.000	X11.102.400.001.107.520.000	X11.107.520.001.112.640.000	X11.112.640.001.117.760.000	X11.117.760.001.122.880.000	X11.122.880.001.128.000.000	X11.128.000.001.133.120.000	X11.133.120.001.135.006.516	X12.1.5.120.000	X12.5.120.001.10.240.000	X12.10.240.001.15.360.000	X12.15.360.001.20.480.000	X12.20.480.001.25.600.000	X12.25.600.001.30.720.000	X12.30.720.001.35.840.000	X12.35.840.001.40.960.000	X12.40.960.001.46.080.000	X12.46.080.001.51.200.000	X12.51.200.001.56.320.000	X12.56.320.001.61.440.000	X12.61.440.001.66.560.000	X12.66.560.001.71.680.000	X12.71.680.001.76.800.000	X12.76.800.001.81.920.000	X12.81.920.001.87.040.000	X12.87.040.001.92.160.000	X12.92.160.001.97.280.000	X12.97.280.001.102.400.000	X12.102.400.001.107.520.000	X12.107.520.001.112.640.000	X12.112.640.001.117.760.000	X12.117.760.001.122.880.000	X12.122.880.001.128.000.000	X12.128.000.001.133.120.000	X12.133.120.001.133.851.895	X13.20.480.001.25.600.000	X13.25.600.001.30.720.000	X13.30.720.001.35.840.000	X13.35.840.001.40.960.000	X13.40.960.001.46.080.000	X13.46.080.001.51.200.000	X13.51.200.001.56.320.000	X13.56.320.001.61.440.000	X13.61.440.001.66.560.000	X13.66.560.001.71.680.000	X13.71.680.001.76.800.000	X13.76.800.001.81.920.000	X13.81.920.001.87.040.000	X13.87.040.001.92.160.000	X13.92.160.001.97.280.000	X13.97.280.001.102.400.000	X13.102.400.001.107.520.000	X13.107.520.001.112.640.000	X13.112.640.001.115.169.878	X14.20.480.001.25.600.000	X14.25.600.001.30.720.000	X14.30.720.001.35.840.000	X14.35.840.001.40.960.000	X14.40.960.001.46.080.000	X14.46.080.001.51.200.000	X14.51.200.001.56.320.000	X14.56.320.001.61.440.000	X14.61.440.001.66.560.000	X14.66.560.001.71.680.000	X14.71.680.001.76.800.000	X14.76.800.001.81.920.000	X14.81.920.001.87.040.000	X14.87.040.001.92.160.000	X14.92.160.001.97.280.000	X14.97.280.001.102.400.000	X14.102.400.001.107.349.540	X15.20.480.001.25.600.000	X15.25.600.001.30.720.000	X15.30.720.001.35.840.000	X15.35.840.001.40.960.000	X15.40.960.001.46.080.000	X15.46.080.001.51.200.000	X15.51.200.001.56.320.000	X15.56.320.001.61.440.000	X15.61.440.001.66.560.000	X15.66.560.001.71.680.000	X15.71.680.001.76.800.000	X15.76.800.001.81.920.000	X15.81.920.001.87.040.000	X15.87.040.001.92.160.000	X15.92.160.001.97.280.000	X15.97.280.001.102.400.000	X16.1.5.120.000	X16.5.120.001.10.240.000	X16.10.240.001.15.360.000	X16.15.360.001.20.480.000	X16.20.480.001.25.600.000	X16.25.600.001.30.720.000	X16.30.720.001.35.840.000	X16.46.080.001.51.200.000	X16.51.200.001.56.320.000	X16.56.320.001.61.440.000	X16.61.440.001.66.560.000	X16.66.560.001.71.680.000	X16.71.680.001.76.800.000	X16.76.800.001.81.920.000	X16.81.920.001.87.040.000	X16.87.040.001.90.354.753	X17.1.5.120.000	X17.5.120.001.10.240.000	X17.10.240.001.15.360.000	X17.15.360.001.20.480.000	X17.25.600.001.30.720.000	X17.30.720.001.35.840.000	X17.35.840.001.40.960.000	X17.40.960.001.46.080.000	X17.46.080.001.51.200.000	X17.51.200.001.56.320.000	X17.56.320.001.61.440.000	X17.61.440.001.66.560.000	X17.66.560.001.71.680.000	X17.71.680.001.76.800.000	X17.76.800.001.81.195.210	X18.1.5.120.000	X18.5.120.001.10.240.000	X18.10.240.001.15.360.000	X18.20.480.001.25.600.000	X18.25.600.001.30.720.000	X18.30.720.001.35.840.000	X18.35.840.001.40.960.000	X18.40.960.001.46.080.000	X18.46.080.001.51.200.000	X18.51.200.001.56.320.000	X18.56.320.001.61.440.000	X18.61.440.001.66.560.000	X18.66.560.001.71.680.000	X18.71.680.001.76.800.000	X18.76.800.001.78.077.248	X19.1.5.120.000	X19.5.120.001.10.240.000	X19.10.240.001.15.360.000	X19.15.360.001.20.480.000	X19.20.480.001.25.600.000	X19.25.600.001.30.720.000	X19.30.720.001.35.840.000	X19.35.840.001.40.960.000	X19.40.960.001.46.080.000	X19.46.080.001.51.200.000	X19.51.200.001.56.320.000	X19.56.320.001.59.128.983	X20.1.5.120.000	X20.5.120.001.10.240.000	X20.10.240.001.15.360.000	X20.15.360.001.20.480.000	X20.20.480.001.25.600.000	X20.30.720.001.35.840.000	X20.35.840.001.40.960.000	X20.40.960.001.46.080.000	X20.46.080.001.51.200.000	X20.51.200.001.56.320.000	X20.56.320.001.61.440.000	X20.61.440.001.63.025.520	X21.15.360.001.20.480.000	X21.20.480.001.25.600.000	X21.25.600.001.30.720.000	X21.30.720.001.35.840.000	X21.35.840.001.40.960.000	X21.40.960.001.46.080.000	X21.46.080.001.48.129.895	X22.15.360.001.20.480.000	X22.20.480.001.25.600.000	X22.25.600.001.30.720.000	X22.30.720.001.35.840.000	X22.35.840.001.40.960.000	X22.40.960.001.46.080.000	X22.46.080.001.51.200.000
2.75	3.546875	3.101562	3.382812	3.09375	3.558594	3.078125	2.960938	3.136719	2.898438	3.378906	3.144531	3.023438	2.808594	3	3.105469	3.199219	2.945312	2	2	2	1.929688	2	2.242188	3.164062	2.445312	2.339844	2	2	2.25	2.078125	2.398438	2	2	2.109375	1.902344	2	2.167969	2.0625	2	2	2.304688	2.246094	2.1875	2	3.261719	4.15625	3.125	3	2.953125	3.292969	3.625	3.359375	3.121094	3	3.105469	3.101562	3.53125	3.71875	3.164062	3	3.082031	3.191406	3.203125	3.503906	3.472656	2.785156	3	2.507812	2.996094	3	3	3.25	3	3.171875	2.132812	2	1.988281	2.140625	2	2.089844	2	2.015625	2.261719	2.3476562	2.085938	2.2460938	2.085938	2	1.9882812	1.4453125	2.2421875	2	2.636719	2.078125	2.21875	2.1835938	2.078125	2.0585938	2	2.011719	2	3.148438	2.4414062	2.59375	2.2304688	2	2	2	4.210938	4.660156	4.078125	4.328125	4.566406	4.289062	3.628906	3.203125	3	3	3	2.765625	3	3	3.308594	3.6875	3.503906	2.675781	3.664062	3.660156	3.203125	2.035156	2.132812	2	2.34375	2	2.203125	2	2.085938	2.1484375	2.160156	2	1.988281	2	1.953125	4.339844	3.011719	1.960938	2	2	2	2	2.113281	2	2.113281	2.269531	2.191406	2	2.035156	2	2	2.167969	2	2	2.28125	2.789062	2.1914062	2.847656	2.023438	3.695312	4	4.382812	4.410156	4	4	4.105469	4.109375	3.804688	2.21875	2.238281	2.074219	2	2	2.261719	2	2.183594	2	2	2	2	2	2	2.269531	2.089844	1.96875	2.222656	2.234375	1.964844	2	1.832031	1	1.019531	1.125	1	2.085938	2.359375	2.375	2.2578125	2.019531	2	2.023438	2	2.148438	2.03125	2.128906	2	2	2.1835938	2.03125	2	2	2	2.136719	2.046875	2	2	2	2	2	2.355469	2.4648438	2.296875	2.1523438	2	1.933594	2	1.703125	2.761719	3.222656	3.097656	3.226562	3.34375	3.953125	3	3	3.054688	3.386719	3.109375	3.757812	3.03125	3.582031	4	4.023438	2.300781	2.371094	1.921875	2.152344	2.316406	2.609375	2.046875	2.089844	2.097656	2	2.179688	2.042969	1.964844	2	2	2	2	2.289062	2	1.972656	2.308594	2	2.1210938	2.0625	2	2	2	2.054688	2.300781	2	2.1875	1.988281	2.035156	2	2.804688	2.960938	2.253906	2.066406	1.945312	2.160156	2	2	2.15625	1.46875	2	2	2.164062	2	2.382812	2	2.359375	1.546875	2	2	2.105469	2	3.402344	3.367188	3.234375	3.058594	3.359375	3.117188	3.523438	3.304688	2.902344	3.464844	3	3	3	3	3	3	3	3.113281	3.046875	2.960938	2.421875	1.917969	2.222656	2	2.2304688	2	2	2.050781	2.78125	2.09375	2	2.054688	2.011719	1.941406	1.875	2	1.4648438	2.035156	2	2.425781	2.214844	2	2.386719	2.890625	2.042969	2	2.136719	2.0078125	2.515625	2.019531	2.339844	2	2.1484375	2.171875	2	2	1.992188	2	2.070312	2.105469	2	2.164062	2.097656	2.6875	2.796875	3.2460938	2	2	2.785156	4.390625	3.21875	3.277344	3.746094	3.332031	3.039062	3.457031	3.636719	3.289062	3.265625	3	3.292969	3.261719	3.308594	3.230469	3.144531	3.089844	3.960938	4.6875	4.34375	4.367188	2	2	2.1367188	2.3007812	2.5625	2.1367188	2	2.210938	2	2	2	2	2.0820312	2.054688	2	2	2	2	1.7617188	1.976562	2	2.210938	2.476562	2.148438	2.308594	2.0039062	2.066406	2.164062	2.078125	2	1.96875	2	2.023438	2.007812	2.992188	2.839844	2.550781	2.136719	2.070312	1.960938	2.214844	2.039062	1.992188	2	2	2.308594	2.097656	1.808594	2	2.085938	2	2.023438	2.011719	2	2	2.03125	2.164062	1.917969	2.691406	2.375	2	1.980469	2	2	2.035156	1	1.0429688	1	2.0195312	2.0234375	2	2	2.257812	2.101562	2.308594	2.84375	3.2226562	3	2.9921875	2.015625	1.9414062	2	2.2148438	3.1445312	3.171875	3	3.285156	3	2.9414062	2.9765625	3.3945312	2.902344	3.2851562	3	3	3.195312	3.0195312	2	1	1.3320312	1.5195312	1.2929688	1.0546875	10.835938	8.613281	9.195312	3.71875	1.964844	1.988281	3.242188	4.113281	4.050781	4.199219	4.21875	4	4.625	4.492188	4.410156	7.792969	4.113281	2.757812	2.5117188	2.1953125	1.8046875	1.570312	2.085938	2.195312	2	1.929688	2.1875	2.2929688	3.109375	2.9492188	2.488281	2.503906	1.988281
3.007812	3.082031	3	3.117188	3	3	3	3	3.035156	3	3	2.960938	3	2.582031	2.976562	3	2.984375	2.6875	2	2.035156	2	2	2.054688	2	3.714844	3.957031	4.308594	4.257812	3.976562	4	4	4.0625	4	3.171875	2.9140625	2.894531	3	3.023438	3.015625	3	3	3	3	3	3	4.035156	4	3.128906	3.136719	3.0625	3	3.164062	3	3	3.089844	3	2.972656	3	3	2.902344	3	3	3.148438	3	3	3.15625	3	2.984375	2.867188	3	3	3	3.0625	3.011719	2.667969	2	2	2	1.96875	2	2.039062	1.820312	2.066406	2	2	2.027344	2.0273438	2	2	2	1.9335938	2.8554688	2.7304688	2.320312	2.078125	2	2	2.09375	2	2.0039062	2	2	2.929688	2.3476562	2.4570312	2.1757812	2	2.0703125	2	4.078125	3.964844	4	4	4	4.1875	4	3.949219	3.917969	4	4	3.773438	4	4	4.03125	4.238281	5	4.878906	5	5.484375	5.347656	2.023438	1.957031	2	2	2	2	2	2	2	2.160156	2	2	1.964844	1.953125	3.914062	2.757812	2	2	2	2	2	2.035156	2	2	2.023438	2	2.007812	2.015625	2	1.964844	2	2	2	2	2.765625	2.1054688	2.75	2.066406	3.03125	3.90625	4	4.035156	4	4	3.914062	4	4	2	1.960938	2.03125	2	1.945312	2	2	2	2.027344	2	2	2	2	2.132812	2	2	2	1.980469	1.964844	2	2	1.949219	2	2	2.058594	2	2.046875	2	2	2.0351562	2	1.957031	2	2	2	2	2	2	2	2.0507812	2	2.027344	2	2	2	2.027344	2.027344	2	2.0234375	2.0273438	2	2	2	2	2	2	2	2	2	2.988281	3.050781	3	2.988281	3.078125	3.234375	3	3.046875	3	3.015625	2.957031	3	3	2.796875	2.996094	3	3	3	3.070312	3	3	3	3	3	3.171875	3	3	3.175781	3.136719	2.972656	3	2.011719	2	2.386719	1.96875	2	2	2.035156	1.9726562	2	2.042969	2	2	2	2	2	2	2.035156	2	2	2	2.414062	2.203125	1.96875	2.242188	2	2	2	2	2.121094	2.957031	2.785156	2	2	1.992188	2	2	2.039062	2.023438	2	2	1.972656	3.09375	3.417969	3.160156	3	3	3	3.152344	3	3.027344	3.230469	3	3	3.152344	3	3	3	2.9296875	3	3	3.21875	2.402344	1.9375	2	2	2	1.984375	2	2	2	2	2.066406	2	2	2	2.03125	2	1.7929688	1.941406	2	2.050781	2.023438	2	2	2.558594	2	2	2	2	2.0625	1.925781	2	2	1.9414062	2	2	2	2	2	2	2	2	2	2	3.011719	2.855469	3	3	3	3.035156	4	3.289062	3.117188	3.199219	3.082031	3.265625	3	3	2.359375	2	2	2	2	2	1.992188	2	2	3.003906	2.976562	3.953125	4	2.0273438	2	2	2	2	2.0429688	1.9882812	2	2	1.9179688	2.015625	2	2	2	1.9648438	2	2	2	1.9257812	1.964844	2.039062	2.296875	3.609375	2.984375	3	3	3	3.050781	2.960938	3.058594	3	3	3.03125	2.882812	3	2.855469	2.648438	2	2	2	2	2	2.027344	2	2	2	2	2	1.949219	2	1.972656	2	2	2	1.960938	1.992188	2.070312	2	2.585938	2.191406	2	2	2	1.855469	1.917969	1	1	1	2	2	2.1914062	2	2.058594	2.039062	2.347656	2.6640625	3	3.039062	3.0585938	2.0429688	2.046875	2.0703125	2	3.0039062	2.9492188	3	3	3	3	3	3	2.953125	3	3	3	3.027344	3.0976562	3	1.0351562	1.3125	1.6289062	1.3125	1.046875	9.957031	7.539062	6.277344	3.488281	2	1.976562	3.335938	3.96875	4.011719	3.957031	4	4	4	4	4.496094	7.390625	4.007812	3.195312	3.0664062	1.8515625	1.7460938	1.351562	2	2	2.039062	2	2	2.265625	3	3	2.144531	2.378906	2
3	3	3	3.121094	3	3	3	3	3	3	3	3	3	2.605469	2.976562	3	3	2.703125	2.027344	2	2	2	2	2	3.789062	4.242188	4.761719	4.191406	4	4	4.488281	4	4	3.167969	2.859375	2.570312	2.96875	3	3	3	3	3	3.050781	2.898438	3	4	4	3.09375	3.199219	3	3	3.171875	3	3	3	3	3	3	3	3.199219	3	3	3.101562	3	3	3.171875	3	3	3	3	3	2.929688	3	3	2.644531	2	2	2	2	2	2	1.722656	2	2	2	2.050781	2	2	2	2	1.7265625	3	2.7109375	2.359375	2	2	2	2	2	2	2	2	2.621094	2.2070312	2.4648438	2.1679688	2.0273438	2	2	4	3.234375	3.703125	3.191406	4.484375	4.910156	4.550781	3.777344	4.308594	5	4.699219	3.480469	3.878906	4.234375	4	4.253906	4.898438	5	4.191406	5.320312	5.382812	2.023438	1.90625	2	2	2	2	2	2	2	2.160156	2	2	2	1.953125	4.257812	2.816406	2	2	2	2	2	2	2	1.984375	2	2	2	2	2	2	2	2	2	2	2.757812	2.1054688	2.785156	2.078125	3.03125	3.769531	3.992188	3.183594	3.652344	3.882812	3.175781	3.820312	4	2.082031	1.972656	2	2	2	2	2	2	2	2	2	2	2	2.136719	2	1.957031	2	2	2	2	2	2	2	2	2.140625	2	2	2	2	2	2	2	2	2.121094	2.03125	2.058594	2	2	1.972656	2	2	2	1.921875	2	2	2.023438	2	2	2	2	2	2.0625	2	2	2.0625	2	2	2	2	2.449219	2.710938	3	3.066406	3.011719	3.234375	2.617188	3	2.996094	2.898438	2.855469	2.527344	2.289062	3	3	3	3	3	3	3	2.832031	3	3	3	3.101562	3	3	3.167969	3.136719	3	3	2.042969	2	2.050781	2	2	1.992188	2	2	2	2.078125	2	2	2	2	2	2	2	2	2.070312	2	2.410156	2.234375	2	2.246094	2	2	2.03125	2	2.214844	2.964844	2.777344	2	2	2	2	2	2	2	2	1.878906	2	3.15625	3.0625	3.21875	3	2.816406	2.800781	2.269531	2.308594	2.824219	3.550781	3.011719	2.921875	3	3	3	3	3	3.234375	3.03125	2.636719	2.117188	1.792969	1.636719	1.835938	2.2382812	2	2	2	2	2	2	2.078125	2	2	2	2	1.7304688	2	2	2.0625	1.960938	1.710938	1.941406	2.503906	2	2	2	2	2	2.148438	2	2	1.6484375	2	2.078125	2	2	2	2	2	2	2	2	3	2.949219	3	2.847656	2.851562	3.023438	4	3.238281	3.148438	3.214844	3.085938	3.46875	3	3	2.355469	2	2	2	2	2	2	2	2	2.964844	3	3.960938	3.941406	2	2	2	2	2	2	2	2	1.976562	1.9804688	1.992188	1.6054688	1.9804688	2	2.078125	2	2	2	2.046875	2	2	2.320312	3.609375	2.839844	3.078125	3	3	3	2.863281	3	3	3	2.851562	2.503906	3	2.578125	2.648438	2	2	2	2	2	2	2	2	2	2	2	2.140625	2	2.066406	2	1.679688	2	1.859375	2.117188	2.101562	1.417969	2.621094	2.265625	2.042969	2	2	1.886719	1.917969	1	1	1	1.984375	2	2.1757812	2	2	1.929688	2.28125	2.6757812	3	3	3	2.0429688	2	2	2.0429688	2.7734375	3	3	3	3	3	3	3	3	3	3	3	3	3.0390625	3.0976562	1	1.3476562	1.578125	0.5429688	0.6679688	10.46875	7.492188	5.925781	3.5	2	2	3.359375	4	4	4.09375	4	4.046875	3.167969	4	4.449219	6.425781	3.984375	3.078125	3	1.859375	1.7539062	1.351562	2	2	2.085938	2	2	2.2460938	3.023438	3.1523438	2.164062	2.402344	2
