,JBLAB-19902,JBLAB-19904,JBLAB-19905,JBLAB-19906,JBLAB-19907,JBLAB-19917,JBLAB-19937,JBLAB-19938,JBLAB-19939,JBLAB-19941
ENSG00000137822,383,854,1193,855,342,811,567,1056,671,787
ENSG00000067369,1819,3452,1868,2279,1205,2653,1311,1926,1864,724
ENSG00000166963,40,62,2,52,10,24,74,141,73,111
ENSG00000168781,629,795,630,1141,555,1095,567,710,546,345
ENSG00000237289,146,463,138,136,158,295,68,607,225,642
ENSG00000242866,21,47,6,35,21,25,72,30,0,13
ENSG00000222398,0,4,0,0,0,0,0,1,0,0
ENSG00000166762,131,88,88,102,130,85,69,109,41,14
ENSG00000275601,11,16,15,12,7,13,19,48,23,20
ENSG00000224677,117,166,95,59,113,81,75,82,121,71
ENSG00000249839,195,217,117,245,133,198,120,119,68,41
ENSG00000223572,166,435,117,115,206,284,50,634,215,566
ENSG00000166763,25,29,1,19,24,12,88,20,0,6
ENSG00000205771,64,57,59,61,55,76,83,98,106,41
ENSG00000167004,20420,37235,19133,14373,12552,19956,16747,34945,29208,13355
ENSG00000128886,4,1,5,6,1,3,1,3,0,2
ENSG00000140264,6127,11950,14032,10477,5127,11461,7017,13465,20415,12159
ENSG00000221792,5,19,12,7,18,5,5,11,32,18
ENSG00000184716,6,6,10,14,7,6,2,7,7,7
ENSG00000242028,19,18,8,43,23,31,43,29,9,6
ENSG00000140259,829,833,1211,1670,662,1608,641,1513,1813,990
ENSG00000092470,373,445,402,532,230,396,263,1187,757,686
ENSG00000171877,118,257,822,158,108,236,127,709,69,333
ENSG00000227973,30,46,46,50,40,60,39,90,137,86
ENSG00000185607,11,7,16,6,1,9,4,3,4,9
ENSG00000166734,2355,4725,2303,1454,1392,1678,1964,3114,2684,1611
ENSG00000250130,11,6,1,5,11,0,0,4,1,1
ENSG00000259595,0,2,0,0,0,1,0,2,3,1
ENSG00000137770,738,1446,1011,1264,366,906,710,2175,1906,1056
ENSG00000179523,194,194,278,220,125,176,203,201,116,100
ENSG00000104131,1115,2459,3218,1594,748,2452,885,3960,2783,1569
ENSG00000259659,2,11,16,3,4,3,11,4,5,2
ENSG00000104133,1176,1796,981,1716,752,1516,811,1888,1283,663
ENSG00000229474,7,41,0,6,13,25,17,164,3,9
ENSG00000166710,19905,45069,10590,4763,17993,25701,6741,63905,29910,23359
ENSG00000185880,404,818,414,576,397,805,484,1530,917,529
ENSG00000259479,274,669,1479,1236,183,1184,586,640,1310,487
ENSG00000140263,472,1080,2331,2016,335,1692,984,993,2031,937
ENSG00000140279,6,7,2,28,9,57,12,35,11,11
ENSG00000140274,0,1,0,0,0,1,2,9,4,6
ENSG00000140254,1,2,1,4,1,97,0,15,5,25
ENSG00000137857,194,30,14,822,250,1239,11,442,51,144
ENSG00000259539,1,10,3,2,1,4,0,2,0,0
ENSG00000138606,8,58,35,126,25,98,74,13,70,52
ENSG00000259338,1,5,7,8,3,3,3,3,16,4
ENSG00000259520,0,5,1,6,0,12,26,2,0,5
ENSG00000137860,0,0,0,0,0,29,1,12,0,0
ENSG00000259433,0,0,0,3,0,4,0,0,0,0
ENSG00000171766,10,38,90,994,19,596,17,29,65,121
ENSG00000171763,194,381,283,410,184,359,180,339,362,162
ENSG00000166920,119,100,5,109,284,995,74,140,1020,14
ENSG00000259342,0,2,0,1,0,6,0,8,17,0
ENSG00000259354,0,0,0,0,0,2,2,3,7,2
ENSG00000104154,182,131,85,301,152,229,107,48,200,56
ENSG00000179362,221,436,347,781,160,604,124,645,425,852
ENSG00000275709,1,0,1,12,5,2,6,11,2,1
ENSG00000104164,654,1280,927,967,424,911,905,1388,1134,653
ENSG00000137767,249,226,141,36,276,214,18,437,594,71
ENSG00000137872,3,497,18,61,8,101,154,2,46,0
ENSG00000213862,621,786,1329,785,548,1327,892,1158,2005,2718
ENSG00000104177,856,1793,1163,1466,602,1317,532,1511,1191,926
ENSG00000233932,0,10,1,9,0,12,10,3,8,0
ENSG00000074803,0,5,0,0,0,11,2,0,0,0
ENSG00000259488,4,4,5,12,15,8,23,29,12,4
ENSG00000128951,1193,2119,2025,1999,944,1530,1139,2282,2533,1837
ENSG00000166147,2493,42,88,15,887,96,43,20,167,5
ENSG00000274654,2,0,0,0,3,2,0,0,0,0
ENSG00000259705,2,1,2,0,3,1,0,0,2,0
ENSG00000273925,0,1,4,1,0,1,1,0,4,0
ENSG00000103995,302,214,373,359,170,239,207,318,140,89
ENSG00000259216,7,9,9,6,15,9,8,16,5,7
ENSG00000259469,7,2,3,2,2,4,2,2,1,0
ENSG00000185634,5,11,4,14,2,5,16,25,68,4
ENSG00000255302,1338,3857,2503,3276,1055,2790,2190,3123,5728,3200
ENSG00000259500,57,127,79,121,69,215,47,47,55,56
ENSG00000138593,1638,2223,826,965,986,807,1010,1574,1604,565
ENSG00000265942,2,4,0,0,0,0,1,0,0,0
ENSG00000166200,1963,2657,2007,2102,987,2467,1409,2613,2642,1382
ENSG00000156958,231,337,428,444,230,450,154,740,475,376
ENSG00000166262,75,99,40,81,53,31,135,81,93,61
ENSG00000275580,1,2,8,3,1,5,4,10,2,12
ENSG00000276593,1,0,0,1,0,0,0,4,1,6
ENSG00000259531,20,26,16,28,15,36,10,34,40,22
ENSG00000140285,6,8,10,3,2,4,9,0,38,2
ENSG00000104047,151,375,321,336,140,175,283,348,410,189
ENSG00000259388,36,39,23,27,15,35,15,30,28,11
ENSG00000104043,7,3,0,0,10,12,0,9,0,3
ENSG00000140284,11,14,63,103,13,119,5,502,284,315
ENSG00000140287,0,0,1,0,0,1,0,2,6,0
ENSG00000104064,674,1464,1130,1202,484,1008,669,1209,1541,686
ENSG00000271819,1,1,3,0,1,1,1,4,1,0
ENSG00000244879,275,488,617,349,387,210,582,843,151,177
ENSG00000138592,1272,1818,974,1387,800,1353,875,1725,1470,683
ENSG00000242737,0,7,1,1,1,2,1,2,1,0
ENSG00000259618,0,3,0,0,0,0,0,0,1,0
ENSG00000092439,953,946,1059,1449,575,1209,731,2029,983,613
ENSG00000138600,1413,1480,1355,1338,960,1919,691,1919,1676,863
ENSG00000273674,0,3,1,0,0,0,1,2,1,0
ENSG00000081014,377,485,310,368,201,406,235,485,373,252
ENSG00000259378,6,6,1,6,2,6,2,4,1,6
ENSG00000259240,5,0,4,0,2,1,1,4,0,4
ENSG00000183578,52,5,23,7,33,28,8,130,15,75
ENSG00000137869,0,1,0,0,4,0,0,1,0,0
ENSG00000259306,1,2,2,0,2,0,1,7,0,0
ENSG00000186417,67,1,20,0,105,8,46,37,17,8
ENSG00000270378,12,17,23,23,21,15,18,26,60,34
ENSG00000104093,1156,303,227,650,661,525,542,1195,377,481
ENSG00000259668,3,0,0,0,3,0,5,0,0,0
ENSG00000104112,1,0,0,6,3,5,1,18,9,12
ENSG00000140280,120,80,288,76,124,197,70,45,137,45
ENSG00000128872,28,38,70,213,52,127,80,24,16,38
ENSG00000138594,2533,4145,1826,1793,1737,1589,1284,1777,2369,1210
ENSG00000259185,0,2,0,0,0,0,0,0,0,4
ENSG00000259556,1,1,2,2,1,8,3,6,1,1
ENSG00000166477,578,851,961,850,398,1103,413,1193,839,464
ENSG00000069956,1321,2265,1329,1298,787,1969,1002,2101,1290,756
ENSG00000259438,6,3,6,8,2,2,1,2,4,5
ENSG00000274528,16,6,18,21,11,27,15,22,5,17
ENSG00000242327,0,2,6,6,3,3,0,2,7,7
ENSG00000137875,4,4,23,26,2,185,4,32,15,3
ENSG00000069966,352,474,346,1064,316,838,444,635,1287,632
ENSG00000259709,0,0,0,0,4,0,0,0,0,0
ENSG00000259577,1,8,8,40,2,37,19,13,30,14
ENSG00000128833,2488,1216,1630,861,1618,916,365,2430,1407,477
ENSG00000197535,998,302,282,229,663,408,127,273,368,192
ENSG00000231169,163,363,483,234,138,329,552,389,726,496
ENSG00000128989,4109,3759,3398,4495,2424,3488,2137,6249,6217,4489
ENSG00000047346,490,713,678,416,337,753,346,1040,1209,380
ENSG00000214896,52,70,134,78,39,76,56,68,199,299
ENSG00000259612,3226,3105,4839,1561,2188,1878,4924,2962,3529,3841
ENSG00000166415,145,341,536,50,138,164,2,1620,54,817
ENSG00000280362,10,15,0,0,6,3,0,0,0,0
ENSG00000137766,0,0,0,1,4,1,0,0,1,1
ENSG00000259550,2,4,8,4,3,4,10,5,5,3
ENSG00000279145,5,14,12,31,2,25,9,8,9,7
ENSG00000137876,1211,2269,2807,2639,822,2234,1549,3027,2425,2092
ENSG00000069974,1006,538,830,166,609,175,348,665,467,207
ENSG00000276533,5,14,7,0,2,0,13,3,2,4
ENSG00000225973,125,202,200,202,90,197,75,264,140,149
ENSG00000069943,126,305,208,283,90,217,270,507,269,137
ENSG00000260916,200,277,131,262,131,407,182,1058,765,252
ENSG00000274765,1,0,0,0,0,4,0,0,1,0
ENSG00000277548,4,1,2,2,1,2,4,8,3,0
ENSG00000261652,39,23,25,52,37,44,58,178,48,55
ENSG00000256061,10,24,5,42,20,38,56,45,59,17
ENSG00000260036,14,14,42,36,18,21,16,19,15,6
ENSG00000171016,8,2,0,217,6,48,170,318,110,157
ENSG00000166450,10,29,19,7,10,62,133,879,172,76
ENSG00000259369,2,1,17,1,6,7,6,0,11,6
ENSG00000069869,269,87,271,36,187,157,244,259,69,165
ENSG00000230183,154,36,19,19,85,16,44,21,18,12
ENSG00000261333,1,1,2,0,3,0,0,0,0,1
ENSG00000181827,507,572,518,533,289,466,646,1009,530,499
ENSG00000151575,121,120,151,124,72,108,82,332,156,204
ENSG00000259941,5,2,1,0,0,0,1,2,0,1
ENSG00000138587,223,283,212,228,104,216,85,564,404,257
ENSG00000277245,0,1,1,0,0,1,3,0,2,0
ENSG00000137871,412,663,767,782,407,395,490,678,753,447
ENSG00000274667,0,7,12,20,14,18,4,18,24,5
ENSG00000276524,0,7,4,10,1,7,4,2,3,5
ENSG00000275343,0,0,0,0,0,0,3,0,0,1
ENSG00000140262,901,1991,1286,1402,610,881,1042,2068,2463,963
ENSG00000260689,4,8,12,12,6,8,4,15,19,7
ENSG00000247982,20,12,15,3,16,3,3,15,3,4
ENSG00000128849,475,141,55,22,208,102,225,452,998,73
ENSG00000276772,3,0,0,0,0,0,0,1,0,1
ENSG00000137878,25,2,11,3,4,6,4,2,1,1
ENSG00000263155,41,20,44,11,27,7,6,3,5,5
ENSG00000255529,281,443,349,542,138,429,272,545,669,340
ENSG00000128918,15,34,19,105,20,1570,6,288,60,862
ENSG00000274719,1,1,0,1,1,18,0,3,2,26
ENSG00000259285,0,0,0,0,0,2,0,1,0,4
ENSG00000103569,74,91,5,0,45,1,4,0,0,0
ENSG00000166035,0,9,3,1,0,20,6,37,3,0
ENSG00000137845,3284,4724,2717,2736,1889,3233,3049,5659,3955,2631
ENSG00000182625,3,1,4,3,1,1,1,0,1,4
ENSG00000282100,49,23,1,2,13,1,8,36,9,16
ENSG00000245975,23,36,6,14,13,17,9,33,36,6
ENSG00000128923,578,562,289,299,400,398,496,1390,832,475
ENSG00000259353,0,0,70,31,0,26,1,56,0,80
ENSG00000259738,1,0,0,0,0,1,0,6,0,2
ENSG00000157450,479,829,545,616,346,538,586,650,855,377
ENSG00000242747,72,126,171,77,57,115,166,125,79,192
ENSG00000137776,1684,2540,2971,2522,1166,2493,2001,3913,2140,1032
ENSG00000157456,914,2249,2560,2008,506,2676,652,2300,2189,1929
ENSG00000277144,1,2,1,0,0,1,1,1,1,4
ENSG00000157483,945,876,450,876,943,1568,471,952,572,778
ENSG00000171989,0,0,0,0,0,3,0,0,0,0
ENSG00000259771,0,1,0,1,0,8,0,0,0,1
ENSG00000157470,21,4,6,244,20,207,45,581,103,590
ENSG00000259750,24,20,34,20,19,18,18,17,37,22
ENSG00000259674,1,0,1,2,0,5,1,5,0,1
ENSG00000240238,4,9,18,7,5,12,9,15,10,18
ENSG00000140297,35,79,98,20,14,226,5,749,119,69
ENSG00000140307,739,1375,1220,1702,582,2402,649,1921,2283,1534
ENSG00000140299,1194,2186,1819,2421,841,1544,1177,2349,2014,1304
ENSG00000259657,2,3,4,11,3,4,7,4,17,10
ENSG00000259238,0,0,0,0,0,1,0,3,0,1
ENSG00000234797,2982,5422,15969,5373,2057,5171,5802,3829,7531,8710
ENSG00000259601,3,0,1,3,0,6,5,3,0,3
ENSG00000171956,0,1,0,2,0,73,0,19,7,0
ENSG00000259223,0,0,0,0,0,6,0,0,0,0
ENSG00000182718,22604,34046,31178,8004,22139,23312,16585,14924,30823,20865
ENSG00000242667,19,38,41,27,12,27,37,31,29,43
ENSG00000128915,581,1177,1091,1143,448,816,740,1372,1559,1108
ENSG00000245534,3,7,4,7,8,8,8,4,13,23
ENSG00000069667,316,176,2,311,142,296,149,1747,112,49
ENSG00000259274,1,2,0,3,1,0,1,0,2,1
ENSG00000273958,2,10,0,17,2,6,2,29,4,0
ENSG00000129003,1450,919,958,1120,804,966,697,1569,1219,570
ENSG00000259251,8,2,2,7,3,3,8,6,3,3
ENSG00000198535,29,2,7,111,14,22,4,71,1070,48
ENSG00000205502,20,2,30,354,17,42,4,30,105,25
ENSG00000166104,32,0,5,64,24,3,1,0,6,0
ENSG00000276713,3,0,0,2,0,1,0,0,0,0
ENSG00000260062,2,0,0,4,1,0,0,0,1,1
ENSG00000274340,0,0,0,1,0,4,7,1,6,1
ENSG00000171914,103,202,216,502,76,301,349,132,1295,152
ENSG00000259756,0,0,4,3,1,4,0,0,0,0
ENSG00000259370,16,0,5,0,10,0,0,1,1,0
ENSG00000259727,15,1,1,0,9,5,2,6,1,2
ENSG00000259394,216,425,616,269,173,486,285,369,407,503
ENSG00000140416,9694,2521,706,1193,5800,1053,981,2970,5103,691
ENSG00000259498,1,4,0,0,0,2,0,3,3,0
ENSG00000259672,53,0,13,2,29,7,0,0,1,0
ENSG00000103642,540,316,310,476,391,585,597,303,298,291
ENSG00000185088,568,613,509,472,600,500,479,392,486,425
ENSG00000166128,372,192,107,335,230,228,669,219,92,184
ENSG00000138613,191,234,196,298,198,379,358,620,71,138
ENSG00000074410,21,538,51,85,70,483,717,2480,381,127
ENSG00000259459,0,4,1,4,0,7,6,37,6,1
ENSG00000276651,0,1,4,2,1,1,4,2,1,1
ENSG00000140455,857,1439,1337,832,641,1329,682,1460,850,625
ENSG00000259248,11,9,23,22,13,15,13,48,33,18
ENSG00000197361,39,31,58,31,24,25,27,51,17,22
ENSG00000103657,805,875,788,744,500,1074,855,939,822,351
ENSG00000035664,119,88,288,28,110,415,242,213,303,254
ENSG00000166797,717,1596,1550,1276,537,1350,851,1587,1189,1298
ENSG00000028528,1860,2420,2552,3633,1381,3364,1622,2777,3106,1604
ENSG00000157734,10,63,40,185,29,34,22,76,84,144
ENSG00000166794,5255,16147,9021,6528,3787,10032,7496,19569,21765,8215
ENSG00000169118,511,864,472,1015,378,917,538,1181,842,717
ENSG00000166803,72,154,208,139,28,146,112,320,308,268
ENSG00000103671,510,840,676,714,338,1093,305,694,538,287
ENSG00000180357,1261,2021,1100,1213,789,1235,708,1804,1608,911
ENSG00000248415,387,251,206,164,215,260,82,154,146,184
ENSG00000243403,89,68,122,96,118,129,191,73,191,107
ENSG00000239465,1,2,2,0,0,1,0,1,2,4
ENSG00000180304,2014,3866,3541,3262,1487,3017,1829,4171,2810,2610
ENSG00000265967,11,3,3,6,16,11,3,5,1,2
ENSG00000259635,0,8,0,1,2,5,0,2,0,0
ENSG00000166831,21,113,5,109,10,232,148,205,140,239
ENSG00000140451,94,275,638,726,105,346,93,623,78,124
ENSG00000241839,207,599,231,215,189,251,218,335,469,224
ENSG00000166839,13,177,48,58,15,61,133,102,99,100
ENSG00000274383,25,23,16,11,22,16,16,24,12,2
ENSG00000090487,1583,4469,4453,3558,1418,3602,1645,3659,2598,2475
ENSG00000103707,125,380,258,426,89,502,229,319,495,278
ENSG00000186198,0,2,0,0,0,3,2,3,1,9
ENSG00000277351,0,0,0,0,0,4,0,0,0,0
ENSG00000103710,0,81,4,45,0,266,28,2,38,29
ENSG00000246922,41,28,24,42,42,54,83,96,24,13
ENSG00000090470,307,592,638,944,279,665,523,1095,1394,638
ENSG00000166855,867,2166,1454,1143,645,1481,1082,1677,1104,699
ENSG00000138615,0,5,3,201,4,1220,359,254,77,264
ENSG00000138617,211,254,179,321,189,318,258,328,232,213
ENSG00000174498,0,0,0,1,0,18,32,0,171,31
ENSG00000103742,7,3,3,1,6,5,75,2,15,1
ENSG00000074603,995,1238,893,1169,657,970,712,1287,940,695
ENSG00000259232,1,0,0,1,3,0,1,3,0,1
ENSG00000074696,3058,3533,2992,4334,1827,5577,3225,5735,8461,3942
ENSG00000138614,962,1741,1421,1709,771,1568,868,1554,2188,902
ENSG00000074621,314,453,211,314,225,266,505,394,397,207
ENSG00000275638,2,4,3,1,2,1,0,0,1,1
ENSG00000174485,347,408,574,536,283,446,181,587,578,217
ENSG00000103769,3995,5127,3911,3418,2472,3887,2022,5874,6403,2798
ENSG00000259924,20,20,35,16,6,10,19,5,5,3
ENSG00000249271,52,63,106,69,32,59,92,56,53,82
ENSG00000157890,0,50,3,835,0,27,62,36,174,9
ENSG00000261318,1,1,5,0,0,0,3,2,1,3
ENSG00000166938,458,995,441,310,283,398,441,892,442,392
ENSG00000075131,143,205,396,278,91,278,92,592,373,252
ENSG00000169032,1863,2228,2861,1588,1308,1584,1160,3147,1306,1901
ENSG00000261351,28,27,29,22,26,31,13,24,15,12
ENSG00000174446,369,582,683,667,289,1143,220,540,762,278
ENSG00000174444,18414,31962,41284,24712,14607,28312,25920,37371,36957,35666
ENSG00000174442,736,840,725,1390,460,943,307,1040,935,643
ENSG00000188501,0,4,1,0,0,0,2,0,3,3
ENSG00000137834,83,2354,151,141,72,200,440,834,716,513
ENSG00000277152,6,4,0,0,3,1,1,2,0,0
ENSG00000166949,1673,2249,1082,592,1126,1934,1249,1225,1664,850
ENSG00000103591,1485,2122,2011,3224,1102,3300,1452,3639,4612,2294
ENSG00000103599,15,29,51,124,25,134,98,120,35,91
ENSG00000259673,164,151,146,303,113,126,168,120,150,82
ENSG00000189227,108,203,257,193,122,235,129,214,186,188
ENSG00000270964,18,31,20,21,21,20,19,18,41,11
ENSG00000137764,312,438,338,378,307,389,367,393,320,259
ENSG00000259512,2,2,2,0,0,0,0,3,2,1
ENSG00000188779,8,13,1,10,13,21,9,2,3,7
ENSG00000033800,727,1605,1090,1000,488,1100,665,1144,1088,670
ENSG00000129007,30,141,127,160,37,125,99,169,22,54
ENSG00000128973,695,1209,1391,1210,635,1115,458,1646,1389,662
ENSG00000260602,7,19,21,46,13,39,5,31,21,46
ENSG00000260657,0,1,0,1,1,0,6,2,0,1
ENSG00000169018,1575,2241,1798,1790,1008,1701,894,2469,1820,1042
ENSG00000137809,0,2,61,0,0,0,0,2,2,0
ENSG00000103647,1,12,5,3,0,14,19,5,1,0
ENSG00000140350,2341,6818,7175,6777,1855,5650,3016,5833,7413,3964
ENSG00000258484,0,0,0,410,0,508,335,237,0,7
ENSG00000259286,0,4,7,6,3,6,1,1,0,1
ENSG00000255346,22,3,0,251,16,109,93,54,1,0
ENSG00000273851,1,1,0,8,0,2,0,1,0,0
ENSG00000212766,0,1,7,25,0,21,10,79,3,7
ENSG00000259222,0,0,0,1,0,2,1,4,0,0
ENSG00000138604,370,549,362,844,247,487,482,2037,982,1324
ENSG00000261634,5,0,0,30,1,14,9,21,0,4
ENSG00000137819,302,19,42,466,265,257,170,285,92,719
ENSG00000259426,25,18,7,22,26,15,6,29,25,7
ENSG00000137807,1712,2012,1736,2393,923,2365,612,2004,1184,1306
ENSG00000137818,17999,35430,50391,27245,15997,20667,28479,47394,84578,50502
ENSG00000207119,0,0,0,0,0,0,5,0,0,0
ENSG00000259215,0,1,4,1,0,0,0,0,0,0
ENSG00000245750,3,5,6,13,0,15,13,3,2,4
ENSG00000140332,1174,3161,2549,1643,1248,2235,1058,1149,2571,1680
ENSG00000280639,1,1,0,3,0,4,0,1,0,1
ENSG00000137831,1447,2369,1977,1171,956,1754,1244,5286,1519,955
ENSG00000235420,28,76,135,62,32,140,79,104,123,187
ENSG00000166173,171,372,348,748,134,818,510,2642,1719,925
ENSG00000259744,0,2,2,4,7,3,1,14,6,1
ENSG00000137821,101,111,103,153,47,155,135,339,181,92
ENSG00000259470,22,61,28,54,41,104,33,34,44,27
ENSG00000129028,19,89,90,200,32,164,60,188,220,149
ENSG00000242276,200,214,381,94,137,227,410,216,276,416
ENSG00000187720,1016,1120,133,1436,619,380,8691,138,2801,1392
ENSG00000225362,2,0,0,4,0,0,5,0,3,7
ENSG00000259781,1030,1490,1426,1321,672,1185,779,1139,1227,1465
ENSG00000212664,1322,909,2489,1453,1233,1620,2837,1259,1472,3088
ENSG00000278408,0,3,0,0,0,0,1,0,0,0
ENSG00000278570,9,1,0,17,6,3,60,0,7,1
ENSG00000260037,1,0,0,4,0,0,11,0,2,0
ENSG00000066933,785,832,453,656,559,439,574,874,628,233
ENSG00000260576,3,2,0,0,0,0,2,3,1,1
ENSG00000166192,87,104,79,158,50,87,111,101,129,68
ENSG00000175318,100,208,1430,318,50,858,146,697,114,96
ENSG00000067225,45380,68851,48880,52131,29317,78251,22464,57973,53161,54953
ENSG00000137817,1506,1787,1129,1776,1268,1718,754,1944,805,426
ENSG00000261460,2,9,1,2,2,2,2,3,7,2
ENSG00000260729,2,12,0,1,4,0,8,0,2,0
ENSG00000213614,1220,2808,1640,2274,1007,2770,1458,1280,2240,1093
ENSG00000260339,2,3,2,5,4,5,20,2,9,1
ENSG00000243007,59,73,124,85,34,68,131,112,164,230
ENSG00000261423,17,66,45,1,30,15,27,39,17,3
ENSG00000271072,8,31,35,55,18,67,29,25,50,74
ENSG00000261187,2,0,3,1,2,4,10,4,1,1
ENSG00000166233,1679,2798,1686,1479,1141,1818,1508,2781,2449,1237
ENSG00000259783,0,0,1,0,0,6,1,1,0,1
ENSG00000260672,2,0,0,2,0,6,2,1,1,0
ENSG00000259909,4,2,5,11,2,8,1,7,0,5
ENSG00000215186,0,1,0,1,1,1,3,0,0,1
ENSG00000140463,365,231,187,918,240,568,275,309,309,134
ENSG00000159322,863,1846,1304,1915,851,2677,748,1321,1873,714
ENSG00000260898,1,1,0,1,3,2,0,2,1,0
ENSG00000259259,0,0,3,1,0,0,0,2,1,1
ENSG00000067141,1231,4995,1723,1941,844,2338,1318,1149,2599,404
ENSG00000138622,4,13,9,4,1,6,11,1,68,2
ENSG00000156642,3363,4497,4906,2502,1914,3398,1679,2692,2445,1767
ENSG00000281183,25,11,9,25,7,3,7,16,5,1
ENSG00000103855,2443,3895,2553,2063,1829,3928,1615,1623,3162,1747
ENSG00000205363,7,2,4,1,12,4,1,0,12,3
ENSG00000261801,116,183,43,143,112,179,189,169,186,100
ENSG00000129038,153,377,31,1815,127,1792,267,326,559,597
ENSG00000067221,562,388,416,370,499,658,99,289,281,124
ENSG00000140464,2261,5488,1943,719,2579,3481,1259,3804,2333,948
ENSG00000159289,2,2,0,2,3,0,12,3,0,3
ENSG00000214702,6,4,5,11,6,5,3,9,9,4
ENSG00000167178,0,5,2,85,0,79,18,1,118,4
ENSG00000248540,0,0,0,30,0,15,0,0,24,3
ENSG00000261543,0,0,0,0,0,0,4,0,0,0
ENSG00000129009,0,26,0,0,0,0,11,31,5,0
ENSG00000137868,1,710,64,80,0,2530,984,819,1359,276
ENSG00000259264,0,62,2,7,0,94,172,116,38,70
ENSG00000140481,0,124,4,21,0,131,45,2,2,52
ENSG00000280309,0,1,0,2,0,8,2,1,0,0
ENSG00000277749,1,28,1,4,0,37,8,0,0,81
ENSG00000140459,4,10,1,0,2,0,0,1,24,2
ENSG00000260266,109,99,270,122,109,157,97,354,291,701
ENSG00000261821,0,0,3,0,0,0,0,0,1,0
ENSG00000138623,135,170,74,317,60,461,89,119,86,242
ENSG00000138629,604,1122,1003,2125,563,2030,631,1097,1603,850
ENSG00000247240,58,95,84,237,47,158,56,101,192,65
ENSG00000261775,2,0,3,3,1,2,1,2,3,0
ENSG00000179361,113,144,31,234,123,164,48,151,190,150
ENSG00000179335,979,1509,983,2030,918,1985,1189,1339,1025,875
ENSG00000275527,1,5,0,0,0,1,3,5,0,2
ENSG00000179151,841,1867,1467,2816,714,2340,780,2383,1708,1054
ENSG00000140465,7,0,2130,6295,5,767,33,3390,710,4302
ENSG00000140505,1,0,4,171,0,16,0,604,63,269
ENSG00000103653,845,2576,2790,6163,1161,3485,766,3496,2498,2074
ENSG00000140506,0,0,0,0,0,0,0,3,0,0
ENSG00000261606,0,3,0,1,0,2,0,1,0,0
ENSG00000140474,1478,1368,1260,2131,1353,926,376,1839,751,727
ENSG00000140497,3061,3815,2471,4176,2957,3813,1085,5851,6100,3129
ENSG00000178802,669,1329,1177,1827,525,1334,915,1268,995,1082
ENSG00000178761,687,774,1060,1835,655,1222,688,1674,836,496
ENSG00000178741,2343,5083,5408,4190,1964,5670,1872,7189,5137,5329
ENSG00000178718,575,549,2019,2958,650,3432,548,2505,480,907
ENSG00000198794,196,1110,1053,1042,108,1099,728,2005,832,631
ENSG00000261813,0,2,1,1,1,2,0,3,1,2
ENSG00000138621,303,333,518,307,264,434,222,591,244,398
ENSG00000240366,42,83,76,123,62,92,112,107,147,141
ENSG00000167173,1487,4858,1568,771,1511,2904,628,988,1228,604
ENSG00000260104,1,3,2,8,0,3,3,5,5,2
ENSG00000140478,0,1,1,0,2,2,7,1,0,0
ENSG00000167195,0,1,0,0,1,1,6,0,0,0
ENSG00000259790,153,173,426,362,114,383,332,292,192,376
ENSG00000140365,860,1548,1280,1875,777,1393,617,1793,2035,1158
ENSG00000275645,1,3,14,28,1,14,12,5,13,3
ENSG00000140398,67,99,112,506,56,120,153,79,26,30
ENSG00000140400,1201,1972,1153,2065,1214,694,1255,1056,760,308
ENSG00000260274,38,74,74,152,64,101,31,65,136,61
ENSG00000169375,1602,2834,1939,2861,1147,2482,1646,3304,2519,1647
ENSG00000276744,2,13,9,10,5,4,8,11,4,2
ENSG00000169410,714,1827,762,669,589,844,663,1282,1028,700
ENSG00000259931,1,3,1,0,1,2,1,0,0,0
ENSG00000260269,6,7,6,0,6,3,2,8,1,1
ENSG00000169371,358,591,824,74,231,312,279,513,277,224
ENSG00000177971,697,1801,2011,1923,689,2260,655,1960,3238,1694
ENSG00000275454,2,4,5,7,4,7,7,3,5,2
ENSG00000274515,1,1,0,4,0,5,4,0,0,0
ENSG00000173548,648,1075,455,678,584,1234,448,701,656,296
ENSG00000173546,1,3,4,24,5,24,89,128,10,94
ENSG00000260892,1,1,0,0,3,0,4,0,0,0
ENSG00000203392,4,15,2,8,3,15,28,10,1,1
ENSG00000182950,3,3,0,2,0,11,5,1,1,0
ENSG00000246877,2,92,0,6,12,23,46,11,10,12
ENSG00000260288,7,7,11,39,8,26,9,20,7,1
ENSG00000260815,2,3,3,3,2,7,2,6,2,7
ENSG00000187812,5,3,0,2,2,3,4,1,0,0
ENSG00000140367,750,719,868,878,489,640,836,687,850,995
ENSG00000167196,458,611,1053,766,394,998,484,1168,1112,672
ENSG00000169752,25,105,176,7,30,288,247,9,36,27
ENSG00000260685,3,1,1,1,0,2,3,1,1,0
ENSG00000169758,1,19,8,28,0,52,19,5,3,3
ENSG00000259422,1,0,1,3,0,6,3,0,0,1
ENSG00000140374,1336,3195,3850,2265,988,3227,1066,2378,2364,1819
ENSG00000259581,16,52,12,12,21,11,11,15,7,5
ENSG00000159556,1,0,1,154,0,79,0,10,6,11
ENSG00000259514,0,0,0,4,0,9,0,0,0,0
ENSG00000270036,0,0,0,8,0,4,0,0,0,0
ENSG00000140386,321,452,241,229,236,262,277,154,219,118
ENSG00000261232,0,2,2,4,0,4,0,4,2,6
ENSG00000117906,1646,6477,2170,4032,989,4274,3526,2809,5021,3295
