,JBLAB-19902,JBLAB-19904,JBLAB-19905,JBLAB-19906,JBLAB-19907,JBLAB-19917,JBLAB-19937,JBLAB-19938,JBLAB-19939,JBLAB-19941
ENSG00000251163,0,0,0,0,3,0,0,0,0,0
ENSG00000251656,0,0,0,3,1,4,1,0,0,0
ENSG00000271788,1,3,0,3,0,0,0,1,1,2
ENSG00000177738,286,42,174,66,200,53,17,127,221,134
ENSG00000251131,1,0,1,0,5,0,0,3,0,1
ENSG00000177721,96,11,22,44,83,17,20,6,18,20
ENSG00000215068,45,14,9,65,44,23,11,21,17,34
ENSG00000272144,5,0,2,7,11,3,0,3,3,2
ENSG00000172262,852,566,1847,1574,572,992,830,1050,1095,1030
ENSG00000278487,11,49,61,29,18,50,49,57,114,81
ENSG00000177453,5,8,1,31,5,14,6,13,15,15
ENSG00000249779,6,19,15,11,12,18,6,8,7,41
ENSG00000247763,18,10,20,24,7,32,9,5,19,27
ENSG00000261604,0,1,5,0,2,8,0,8,3,11
ENSG00000112972,1863,1524,5565,10085,1027,7536,4476,10420,3825,4731
ENSG00000151882,925,327,1013,3501,916,2207,437,18479,66,791
ENSG00000151881,414,224,1048,745,238,684,334,594,184,306
ENSG00000249492,1,3,1,6,0,5,2,9,1,0
ENSG00000172244,44,81,144,406,44,354,170,360,85,120
ENSG00000249855,11323,12459,19631,5846,8959,7569,18995,12743,17362,18132
ENSG00000248554,40,1,46,11,41,14,1,3,0,1
ENSG00000248240,14,1,17,10,20,4,1,3,0,0
ENSG00000172239,2181,3715,6238,4190,1698,3802,2345,4308,3709,3346
ENSG00000248092,198,224,470,366,168,305,310,454,312,551
ENSG00000279557,75,41,59,103,45,53,44,105,137,107
ENSG00000249286,2,2,6,8,1,7,4,8,3,2
ENSG00000112992,1085,1343,3413,3313,718,1399,1357,1694,934,2895
ENSG00000224993,81,185,303,176,37,236,161,199,276,361
ENSG00000070193,4,0,0,0,2,0,0,0,0,0
ENSG00000251141,15,19,36,20,5,10,39,5,12,11
ENSG00000112996,1017,1447,3288,1619,591,2306,1157,894,1287,1385
ENSG00000272335,79,111,288,232,79,144,264,131,58,151
ENSG00000164588,1,5,5,4,0,0,1,0,0,0
ENSG00000170571,520,40,405,115,326,54,5,99,90,752
ENSG00000213956,101,85,237,120,87,159,122,292,145,463
ENSG00000271752,0,2,5,0,0,0,2,1,3,3
ENSG00000151883,1160,712,1203,139,688,165,128,619,236,531
ENSG00000240627,6,22,19,11,14,18,27,19,40,33
ENSG00000259663,0,0,15,34,1,57,2,11,243,3
ENSG00000016082,4,0,75,65,7,57,0,6,177,2
ENSG00000213949,135,86,9,21,111,24,11,117,49,414
ENSG00000152684,1549,581,545,434,1211,1094,817,768,770,1262
ENSG00000164171,3923,263,133,15,5329,43,887,34,385,215
ENSG00000164172,1706,761,477,574,1146,621,736,754,1229,1349
ENSG00000247796,84,49,70,63,75,74,200,60,128,66
ENSG00000134363,44,2,8,7,25,12,2,2,12,1
ENSG00000164258,1378,945,691,715,861,1283,1061,541,868,924
ENSG00000217791,4,11,18,28,0,32,3,13,10,4
ENSG00000272416,1,1,1,11,0,4,10,0,1,9
ENSG00000185305,105,112,85,285,34,287,210,111,199,373
ENSG00000249069,0,0,0,2,0,12,0,0,0,2
ENSG00000169271,0,20,56,0,0,2,0,0,0,0
ENSG00000178996,706,880,489,541,534,717,940,1128,912,740
ENSG00000226810,18,10,15,9,16,4,16,11,9,8
ENSG00000145649,4,4,0,0,1,0,0,0,0,0
ENSG00000164287,3,149,0,5,1,3,609,10,0,2
ENSG00000164294,688,2281,707,428,402,635,2488,1131,584,524
ENSG00000234602,19,26,46,85,17,77,65,42,24,17
ENSG00000152669,83,138,273,315,44,271,439,335,146,182
ENSG00000251307,3,5,8,3,1,4,11,39,9,12
ENSG00000067248,1005,1308,722,925,637,1237,1139,865,1413,652
ENSG00000039123,1461,2030,1365,1400,912,2124,2011,1977,1813,1598
ENSG00000067113,240,100,129,273,220,387,384,139,302,252
ENSG00000250853,14,30,19,37,21,19,46,57,26,50
ENSG00000177058,306,503,179,562,232,814,517,378,587,223
ENSG00000248854,33,30,58,42,27,33,30,44,25,34
ENSG00000164509,0,0,0,3,0,0,0,0,3,3
ENSG00000134352,3660,2786,898,754,1600,1127,2529,1844,2498,2758
ENSG00000264281,379,442,851,604,296,570,683,540,453,1098
ENSG00000227908,13,13,4,3,16,18,41,16,7,12
ENSG00000164512,1,0,0,0,0,1,8,0,0,0
ENSG00000243592,84,83,161,106,88,102,184,71,132,237
ENSG00000248781,55,48,38,54,45,70,30,35,54,51
ENSG00000248727,9,6,2,0,7,7,13,1,2,1
ENSG00000226221,1707,1507,3450,1737,1460,2107,2649,1752,2078,4336
ENSG00000225940,0,7,0,0,2,0,5,1,1,0
ENSG00000095015,1441,2759,507,427,892,568,1176,645,687,727
ENSG00000155542,191,226,59,102,127,185,141,97,75,163
ENSG00000155545,369,473,165,516,185,576,664,678,415,734
ENSG00000271828,0,6,7,14,0,20,3,1,3,5
ENSG00000062194,2257,3899,1698,2387,1576,3415,3429,2903,1714,2748
ENSG00000248586,6,5,10,5,0,10,2,0,0,0
ENSG00000169067,28,8,3,1,38,8,14,0,2,0
ENSG00000145632,2617,2329,1038,550,2005,1431,1562,542,922,1700
ENSG00000175857,11,1,0,0,1,0,0,0,0,0
ENSG00000152932,0,0,0,25,0,5,0,2,1,11
ENSG00000248475,2,2,17,5,2,4,3,2,1,9
ENSG00000113448,92,195,54,64,82,272,198,238,156,208
ENSG00000214244,91,133,143,139,56,163,47,212,233,145
ENSG00000152931,2,532,13,48,3,85,172,51,7,7
ENSG00000035499,266,730,634,924,120,1282,389,591,349,1240
ENSG00000250148,2,7,3,4,3,5,4,0,0,1
ENSG00000164181,477,291,88,481,281,866,330,596,199,804
ENSG00000272308,6,8,3,0,1,1,11,0,7,1
ENSG00000049167,193,235,178,231,126,304,283,192,146,220
ENSG00000215032,0,1,0,3,1,4,2,0,4,2
ENSG00000164182,190,226,402,223,162,356,396,349,176,547
ENSG00000276945,0,1,1,4,0,4,3,5,1,0
ENSG00000188725,1041,2101,996,1311,691,1692,1915,1392,1344,1960
ENSG00000251279,5,7,3,0,0,0,0,1,3,3
ENSG00000130449,596,755,292,282,421,224,525,247,413,535
ENSG00000250461,26,14,15,18,10,20,17,28,16,13
ENSG00000213891,127,181,331,193,101,199,214,175,323,438
ENSG00000068796,1034,1342,830,1162,651,1542,1874,1817,654,984
ENSG00000086189,355,351,668,776,317,1000,842,692,377,1137
ENSG00000086200,763,762,530,921,443,1091,995,786,584,836
ENSG00000268942,190,178,615,444,125,446,185,171,155,222
ENSG00000186105,2,4,0,2,0,2,4,2,0,0
ENSG00000217416,51,51,64,79,35,68,69,83,75,108
ENSG00000248185,4,1,1,5,1,9,0,3,1,2
ENSG00000164197,81,45,3,62,47,33,169,5,209,6
ENSG00000186479,0,1,11,6,0,4,34,37,60,79
ENSG00000145642,0,0,0,0,0,2,1,3,2,3
ENSG00000153006,336,450,297,180,215,228,1021,330,256,509
ENSG00000153015,758,688,467,575,592,985,846,712,394,662
ENSG00000272370,1,3,1,5,0,7,6,4,5,3
ENSG00000272354,2,1,0,1,2,4,1,0,1,2
ENSG00000049192,2,5,7,14,6,14,24,12,1,11
ENSG00000248288,3,1,3,1,0,0,3,1,2,1
ENSG00000250081,2,7,8,15,2,4,4,7,1,0
ENSG00000123219,336,447,309,394,147,325,450,473,224,542
ENSG00000113593,319,416,362,579,299,594,965,546,326,486
ENSG00000113595,137,126,116,189,96,167,601,212,189,231
ENSG00000113597,320,667,317,526,197,561,578,538,188,303
ENSG00000253251,93,98,72,57,49,72,47,63,43,70
ENSG00000197860,225,147,82,171,160,213,187,112,79,157
ENSG00000123213,1321,1251,1171,839,1021,744,1532,1063,791,1451
ENSG00000269961,5,6,8,5,5,5,11,6,10,8
ENSG00000112851,2796,4110,2062,1451,1576,2220,3739,3424,1420,2301
ENSG00000153914,1240,1607,1035,1312,862,1100,1817,1584,860,906
ENSG00000248846,6,5,1,0,2,5,1,2,1,0
ENSG00000234838,2,0,0,0,1,4,1,1,1,0
ENSG00000069020,224,334,212,32,177,155,347,382,308,432
ENSG00000229666,8,10,7,7,14,18,10,16,6,27
ENSG00000134061,58,3,0,0,39,0,0,0,0,0
ENSG00000251206,0,0,0,0,0,0,0,0,0,4
ENSG00000249364,0,0,0,1,0,0,6,6,2,71
ENSG00000250978,0,2,1,0,0,7,0,0,0,0
ENSG00000250669,4,1,8,0,3,0,0,9,1,4
ENSG00000249721,8,0,6,0,2,8,0,5,0,3
ENSG00000250421,2,1,1,3,4,2,0,4,0,1
ENSG00000273860,5,5,2,4,6,2,0,7,3,2
ENSG00000213864,133,298,355,231,122,308,438,320,542,401
ENSG00000145675,722,1522,1730,602,501,1189,853,1070,692,1312
ENSG00000248884,0,1,1,0,4,6,3,1,2,2
ENSG00000248359,0,0,1,0,0,1,0,1,2,6
ENSG00000250289,2,0,0,4,0,2,0,1,0,2
ENSG00000249352,0,2,8,2,0,7,5,11,13,8
ENSG00000250237,0,1,2,3,3,1,2,10,12,9
ENSG00000145740,898,1187,1073,1255,629,1846,1987,2025,1024,1603
ENSG00000248664,0,0,3,2,1,3,8,0,1,2
ENSG00000134057,1997,3501,3162,4201,1148,8462,2601,3862,1829,5920
ENSG00000280187,68,78,56,156,85,128,184,115,82,114
ENSG00000153044,355,621,697,1143,201,800,1122,766,726,1749
ENSG00000134056,314,454,234,581,172,860,666,482,349,789
ENSG00000134058,600,955,492,663,426,1111,1652,792,420,1043
ENSG00000183323,267,496,349,353,219,379,487,509,1,522
ENSG00000213830,7,7,1,7,8,6,9,4,0,4
ENSG00000215006,90,70,136,150,82,199,70,162,156,352
ENSG00000085231,246,486,707,385,281,735,699,596,265,506
ENSG00000273841,843,922,1266,862,714,1466,1090,847,842,1263
ENSG00000152942,768,817,1110,1037,544,1184,1146,877,466,778
ENSG00000152939,597,777,725,745,459,835,783,670,705,828
ENSG00000197822,1405,1127,895,744,1086,1069,786,865,586,825
ENSG00000183474,252,539,695,401,210,405,649,611,241,671
ENSG00000248477,5,7,15,1,0,2,1,2,1,0
ENSG00000250138,3,51,44,0,5,0,0,0,0,0
ENSG00000253203,18,42,53,27,17,20,29,9,6,9
ENSG00000248769,1,4,3,0,0,0,0,0,0,0
ENSG00000198237,14,45,55,39,28,21,29,20,19,25
ENSG00000251158,3,35,32,0,0,1,1,0,1,0
ENSG00000205572,164,328,254,333,157,362,425,254,277,398
ENSG00000205571,407,1310,605,1120,357,1251,951,1053,443,1501
ENSG00000179978,36,77,41,70,40,34,55,38,12,27
ENSG00000253492,0,0,4,0,0,0,0,0,0,0
ENSG00000254701,29,45,53,31,24,21,31,25,29,34
ENSG00000253816,16,31,55,28,14,13,33,12,10,8
ENSG00000226259,202,389,576,253,170,289,508,390,215,473
ENSG00000269983,29,62,40,48,30,51,99,74,8,109
ENSG00000250687,6,9,23,4,0,1,0,1,0,0
ENSG00000253333,2,11,28,16,4,6,24,5,12,4
ENSG00000196302,11,19,33,7,5,5,16,7,5,9
ENSG00000253366,21,38,52,23,16,22,37,20,28,34
ENSG00000254335,0,0,4,0,0,0,0,0,0,0
ENSG00000172058,157,329,241,321,158,330,379,239,304,374
ENSG00000172062,474,1334,720,1227,347,1262,1003,1143,550,1545
ENSG00000249437,48,123,58,81,51,44,92,38,23,39
ENSG00000145736,397,679,887,439,283,452,811,780,307,876
ENSG00000230847,264,202,132,134,194,164,145,159,99,90
ENSG00000251634,40,58,51,49,28,22,56,29,9,14
ENSG00000215630,37,36,47,32,31,33,39,29,30,35
ENSG00000235558,10,25,40,19,13,7,26,6,13,1
ENSG00000250387,0,1,8,1,0,0,0,0,3,0
ENSG00000169040,0,12,67,0,0,0,0,0,1,0
ENSG00000145734,1014,888,1253,734,479,758,706,1148,518,899
ENSG00000131844,1336,3043,6503,3194,963,4354,1472,2939,2590,3655
ENSG00000131711,244,267,315,157,220,346,377,41,234,366
ENSG00000113048,1280,1360,3463,2245,895,2389,1061,1371,967,2179
ENSG00000049883,141,216,373,401,150,323,364,303,175,270
ENSG00000248371,0,1,0,0,0,0,4,0,0,0
ENSG00000251613,0,0,0,0,0,0,3,0,0,0
ENSG00000226544,22,20,34,20,15,25,22,25,12,17
ENSG00000249085,2,1,0,0,0,0,3,2,1,1
ENSG00000083312,1878,2081,2872,2817,1153,3543,1666,3549,2707,2965
ENSG00000242602,0,0,0,0,0,2,0,0,0,3
ENSG00000271926,4,9,4,8,0,8,12,46,9,17
ENSG00000272081,10,25,9,14,20,22,10,48,19,20
ENSG00000157107,777,799,362,281,434,273,341,582,274,435
ENSG00000251467,24,44,74,64,30,67,18,24,9,28
ENSG00000248930,22,25,24,8,22,11,4,22,35,10
ENSG00000157111,95,5,1,38,49,204,14,494,28,125
ENSG00000249743,0,0,0,0,0,1,0,105,4,138
ENSG00000249149,32,56,47,85,25,92,23,151,59,199
ENSG00000251493,42,0,0,946,209,483,0,3306,947,12391
ENSG00000247993,0,0,0,0,0,0,0,2,2,31
ENSG00000251604,0,0,0,3,7,6,0,20,1,61
ENSG00000272525,9,18,24,16,5,19,12,13,27,14
ENSG00000145741,4970,10663,11723,6737,3715,12429,8053,8935,11505,13252
ENSG00000255883,79,200,177,132,60,296,276,140,135,231
ENSG00000164331,263,449,323,305,206,307,294,306,290,234
ENSG00000164338,533,549,651,700,313,814,365,523,693,474
ENSG00000214944,1323,536,513,127,894,499,136,432,229,175
ENSG00000171617,1241,2471,340,485,1223,1831,3037,1561,1378,808
ENSG00000049860,1882,2124,1867,1779,1427,4784,2082,2038,3062,2668
ENSG00000164347,795,1024,1384,1183,520,1989,904,1166,744,1327
ENSG00000164346,1394,1964,1937,1186,1096,1881,1467,1458,2450,2020
ENSG00000198780,108,29,2,162,69,146,42,930,360,426
ENSG00000250071,27,34,26,11,34,19,11,24,21,25
ENSG00000271714,3,0,0,1,7,3,1,17,4,10
ENSG00000196390,5,7,3,3,4,1,3,0,6,1
ENSG00000182383,48,51,87,42,41,42,44,62,36,72
ENSG00000176928,98,2,3,2,40,16,9,180,78,99
ENSG00000250889,2,0,1,1,0,1,0,2,3,2
ENSG00000145700,12,21,29,28,13,24,47,7,6,5
ENSG00000113161,1709,1076,3427,5182,1057,4779,3111,5229,5255,5933
ENSG00000271815,3,0,2,0,0,2,7,3,2,10
ENSG00000113163,1429,1035,926,895,659,1626,824,3728,1222,2217
ENSG00000122008,440,495,443,254,263,257,377,416,286,321
ENSG00000272040,3,7,4,4,3,2,12,5,4,13
ENSG00000189045,8,11,2,0,2,2,4,2,2,0
ENSG00000152359,229,508,274,212,157,448,176,206,224,234
ENSG00000248127,0,6,1,0,0,0,0,0,0,0
ENSG00000122012,0,100,7,11,0,32,3,86,45,17
ENSG00000254893,1065,1593,2181,1326,885,2459,1406,1733,892,1513
ENSG00000249014,108,193,179,387,121,288,62,325,184,418
ENSG00000251107,1,0,0,1,1,2,1,3,1,2
ENSG00000250348,0,0,0,0,0,1,0,6,0,6
ENSG00000145703,2,86,84,109,16,449,211,1031,2668,2261
ENSG00000164220,2,1,5,1,0,8,0,4,36,5
ENSG00000181104,19,669,125,139,15,213,264,81,131,368
ENSG00000164251,515,956,210,507,372,985,288,1293,632,1705
ENSG00000171643,3,0,0,0,1,1,0,1,0,0
ENSG00000145708,8,0,0,0,6,1,0,0,0,0
ENSG00000164252,501,1023,773,1344,348,1151,701,1026,1064,1326
ENSG00000132846,310,577,686,613,260,333,358,926,916,1275
ENSG00000250802,17,84,63,59,17,42,42,65,16,40
ENSG00000113231,1,5,153,88,0,20,15,26,39,8
ENSG00000251400,56,96,127,122,33,75,94,83,36,85
ENSG00000164253,888,626,1454,788,652,724,534,499,614,612
ENSG00000244019,4,8,13,3,3,6,10,2,11,5
ENSG00000244363,1393,2161,4022,2220,1068,2381,6194,5432,6965,8403
ENSG00000171540,1,0,0,9,0,1,0,2,0,3
ENSG00000171530,1572,2333,3464,2200,1173,3016,1863,2571,1635,3537
ENSG00000213763,307,466,837,362,233,425,169,125,174,251
ENSG00000132842,1604,1915,1433,894,828,1211,924,1197,875,1194
ENSG00000245556,107,148,205,135,128,173,114,167,83,161
ENSG00000085365,503,933,1260,627,332,812,966,793,538,1187
ENSG00000145685,490,349,470,333,407,955,394,565,252,653
ENSG00000248909,2,3,3,2,0,1,5,2,2,1
ENSG00000254170,69,176,404,139,44,162,157,111,222,258
ENSG00000113273,197,214,476,383,146,599,131,320,160,201
ENSG00000132837,11,23,25,8,7,105,21,44,4,24
ENSG00000132840,0,16,355,39,0,483,0,423,1,0
ENSG00000145692,12,1,21,10,15,66,0,24,0,0
ENSG00000152409,1032,1328,1344,622,491,1215,623,1154,483,709
ENSG00000213757,729,1296,3741,1280,549,1145,1354,942,1884,2223
ENSG00000152413,424,380,654,521,214,405,248,828,263,825
ENSG00000213755,8,11,22,12,3,10,12,18,13,34
ENSG00000243160,3,1,5,1,8,3,0,0,5,4
ENSG00000164329,613,1170,894,591,418,715,707,564,479,458
ENSG00000164309,68,222,57,42,58,204,84,248,82,79
ENSG00000250258,0,1,4,0,0,0,0,1,0,1
ENSG00000177034,772,566,660,1025,398,1065,735,888,420,489
ENSG00000113296,8,90,30,153,9,101,84,60,52,482
ENSG00000251050,5,0,2,10,0,12,11,8,1,3
ENSG00000249825,0,1,1,11,2,4,1,2,2,2
ENSG00000164300,610,3017,779,2998,496,3332,1495,2049,2058,2753
ENSG00000184188,9,14,25,13,7,11,5,13,12,13
ENSG00000244076,10,14,10,11,2,8,13,11,23,37
ENSG00000164299,2,1,0,0,3,2,0,0,0,0
ENSG00000227087,19,21,21,14,10,18,24,17,15,24
ENSG00000248569,40,50,27,57,26,132,27,35,58,34
ENSG00000220157,478,585,908,588,291,486,703,415,469,703
ENSG00000039319,486,488,948,818,266,856,436,1066,390,515
ENSG00000249042,57,31,355,181,42,208,40,216,74,327
ENSG00000152380,9,12,17,37,26,37,5,14,25,7
ENSG00000240003,116,229,346,209,114,257,535,560,732,838
ENSG00000189127,5,0,71,46,0,80,4,441,21,211
ENSG00000251221,3,1,1,4,7,7,0,5,1,0
ENSG00000228716,859,1305,1776,2186,499,2097,952,3039,1021,3198
ENSG00000113318,463,613,777,463,269,468,282,533,294,408
ENSG00000113319,6,4,1,1,0,6,0,0,1,1
ENSG00000247572,85,181,186,251,66,220,117,83,100,173
ENSG00000131730,7,85,14,53,1,59,28,64,10,34
ENSG00000248794,41,30,22,24,45,39,26,50,44,83
ENSG00000131732,286,386,520,469,299,537,338,525,422,601
ENSG00000145687,322,1170,1098,344,282,491,484,610,327,450
ENSG00000214857,20,5,16,21,18,21,10,11,30,22
ENSG00000152348,233,208,304,183,162,240,221,275,158,566
ENSG00000251495,619,596,1372,761,486,1008,727,2023,997,2872
ENSG00000251374,0,0,0,0,0,3,0,0,0,0
ENSG00000186468,10096,14048,29230,9418,8172,12848,13932,14367,12180,25932
ENSG00000205464,85,46,41,83,64,121,240,65,15,80
ENSG00000281327,0,0,0,1,0,3,1,0,0,0
ENSG00000248112,2,2,0,4,2,2,0,0,0,0
ENSG00000248400,17,9,15,16,8,22,23,13,9,11
ENSG00000249664,2,3,0,0,0,4,0,0,0,0
ENSG00000271862,10,14,21,15,6,23,8,18,1,11
ENSG00000174695,2149,3562,4088,2760,1192,3725,1882,2916,2259,2722
ENSG00000152422,185,356,319,245,111,421,148,192,147,174
ENSG00000038427,174,46,31,18,107,15,3,20,28,9
ENSG00000242858,22,32,45,14,22,18,27,21,52,64
ENSG00000164176,1418,9,3779,3,1005,15,0,0,4,0
ENSG00000250320,17,1,120,0,29,0,0,0,0,0
ENSG00000214853,1,0,1,0,2,0,1,4,2,1
ENSG00000243859,100,121,251,81,63,172,274,109,135,247
ENSG00000251066,48,59,76,48,47,74,23,53,62,73
ENSG00000250874,0,0,9,10,0,20,7,17,6,8
ENSG00000205449,0,0,0,3,0,0,1,0,0,0
ENSG00000280009,5,4,8,9,4,13,4,8,12,11
ENSG00000127184,4358,6988,10377,5835,3011,9308,5165,5146,4099,8754
ENSG00000242477,645,969,1147,584,546,668,1186,671,789,1312
ENSG00000145715,966,996,1169,615,768,605,642,708,271,548
ENSG00000272367,4,5,8,2,5,4,2,8,0,2
ENSG00000134480,544,408,906,678,358,1162,281,682,370,1118
ENSG00000164180,405,445,430,537,220,651,308,499,171,338
ENSG00000247828,116,163,285,193,119,169,192,62,45,88
ENSG00000240083,0,1,3,0,0,0,0,1,0,1
ENSG00000245526,6,0,12,13,3,0,0,1,0,0
ENSG00000250705,25,105,142,94,27,78,72,78,195,121
ENSG00000081189,67,294,1683,4,37,6,4,4,0,0
ENSG00000248309,9,1,22,0,5,1,0,0,0,0
ENSG00000260871,0,1,1,4,4,7,3,2,0,0
ENSG00000153140,266,522,805,818,193,609,428,559,552,921
ENSG00000255647,0,1,5,1,1,1,0,1,2,0
ENSG00000176055,64,111,224,141,24,112,156,111,66,215
ENSG00000113356,52,39,325,100,38,70,66,67,9,137
ENSG00000176018,324,340,470,347,245,352,348,554,414,774
ENSG00000164199,317,2,161,100,210,92,9,137,23,328
ENSG00000234292,0,0,0,0,0,1,3,0,0,2
ENSG00000248323,14,1,25,3,14,44,76,43,5,92
ENSG00000240388,5,1,2,3,1,3,5,6,4,6
ENSG00000113369,2153,4204,1127,1828,1491,1742,2944,2483,1157,5363
ENSG00000281357,13,15,10,17,7,23,2,29,10,12
ENSG00000250049,0,1,8,0,0,0,0,0,0,0
ENSG00000249984,0,0,0,0,0,0,0,0,0,3
ENSG00000248588,1,3,0,0,0,4,0,0,0,0
ENSG00000251361,0,3,0,0,0,1,0,0,0,0
ENSG00000213730,16,14,20,10,28,19,12,24,11,41
ENSG00000237187,182,334,140,51,136,13,152,30,110,75
ENSG00000175745,215,746,242,141,279,76,190,117,193,191
ENSG00000113391,407,649,719,768,219,601,534,362,487,750
ENSG00000249353,1707,1540,2451,1049,1328,1434,2194,1823,1417,2733
ENSG00000248483,0,2,2,1,6,2,4,3,0,0
ENSG00000251023,10,8,2,1,5,5,3,3,1,3
ENSG00000185261,22,38,13,46,14,26,8,7,24,26
ENSG00000254132,4,4,7,3,4,4,11,4,3,3
ENSG00000251340,1,1,2,3,3,0,2,2,4,1
ENSG00000232578,2,0,1,0,0,0,2,0,1,3
ENSG00000270133,0,2,2,1,0,1,3,0,0,1
ENSG00000133302,138,151,300,532,76,404,201,213,128,281
ENSG00000175471,43,2,291,13,21,256,6,146,141,2
ENSG00000243806,1,1,1,1,0,0,0,2,3,2
ENSG00000153347,1,23,3,0,2,7,94,161,187,234
ENSG00000225165,7,9,14,7,0,13,6,7,21,11
ENSG00000198677,2486,2002,2383,1696,1363,1456,1239,1171,607,1059
ENSG00000164291,101,137,246,251,65,221,176,129,198,377
ENSG00000178015,0,1,22,34,0,22,0,1,4,5
ENSG00000175449,13,26,55,74,12,67,17,42,33,80
ENSG00000145757,1,0,2,0,2,1,1,3,0,0
ENSG00000250240,2,0,5,0,1,1,0,2,0,1
ENSG00000164292,1151,24,2908,479,666,866,93,3222,258,4117
ENSG00000173221,79,32,254,247,66,483,13,698,392,836
ENSG00000251348,3,0,1,0,0,0,0,6,0,3
ENSG00000251000,13,51,179,107,14,90,107,245,93,283
ENSG00000272021,0,0,2,1,0,1,2,8,1,1
ENSG00000236882,1,0,3,0,0,13,0,12,0,1
ENSG00000118985,195,82,582,201,154,367,145,334,188,212
ENSG00000175426,0,8,968,0,0,14,0,0,1,0
ENSG00000153113,9567,4368,5086,1852,7075,4804,2053,2900,1529,4807
ENSG00000249180,4,2,1,0,6,0,0,0,1,2
ENSG00000164307,1122,1480,641,427,797,666,406,1678,512,2807
ENSG00000248734,5,4,5,1,13,2,0,0,0,0
ENSG00000247121,27,38,17,28,24,19,15,13,24,22
ENSG00000164308,1531,1368,450,111,920,337,15,736,27,655
ENSG00000113441,2428,1896,1684,798,1528,1030,820,1096,897,1748
ENSG00000227836,1,0,0,0,0,0,3,0,1,2
ENSG00000213701,16,15,29,24,13,34,7,41,28,23
ENSG00000251513,5,4,2,0,0,0,0,1,0,0
ENSG00000145721,135,1505,51,0,101,0,77,11,142,13
ENSG00000058729,510,597,716,611,283,786,330,555,385,484
ENSG00000248202,0,0,0,1,0,3,0,0,0,0
ENSG00000249101,41,22,23,17,40,25,29,24,28,14
ENSG00000238000,8,6,3,1,5,6,4,9,7,8
ENSG00000176183,6,5,6,3,7,1,7,0,2,5
ENSG00000250221,352,841,498,850,409,1356,348,319,265,287
ENSG00000251102,113,138,179,132,90,152,57,119,287,126
ENSG00000251553,2,3,2,3,8,2,0,0,0,0
ENSG00000174136,328,576,975,1070,277,746,422,1157,837,1003
ENSG00000246763,3,19,17,23,4,15,4,12,8,9
ENSG00000279232,1,1,3,1,2,0,0,0,2,4
ENSG00000250162,0,0,1,0,0,0,4,1,1,0
ENSG00000153922,578,644,922,740,354,749,587,1241,467,918
ENSG00000248489,0,1,3,2,0,1,6,3,0,1
ENSG00000249444,1,1,4,1,0,1,0,0,0,1
ENSG00000206356,1,4,8,0,0,0,0,0,0,0
ENSG00000249515,0,0,1,0,0,3,0,1,0,0
ENSG00000270230,2,5,8,5,11,2,6,5,3,1
ENSG00000271687,0,2,3,2,4,0,3,2,6,0
ENSG00000270906,297,26,1043,1044,625,165,27,20,470,24
ENSG00000270307,29,28,51,60,66,5,23,51,38,34
ENSG00000270225,129,136,514,776,229,219,240,370,398,355
ENSG00000271207,2,2,13,11,3,1,2,3,6,3
ENSG00000274455,6,9,12,4,1,5,6,1,2,0
ENSG00000275374,1,5,9,4,1,3,14,3,6,4
ENSG00000247877,4,0,2,2,0,4,0,4,1,3
ENSG00000174132,367,517,339,318,246,674,269,275,205,364
ENSG00000113532,8,1180,22,15,13,129,113,100,56,18
ENSG00000173930,13,2,74,53,17,127,23,315,41,288
ENSG00000205359,2,4,3,1,4,1,3,1,0,0
ENSG00000250958,0,0,0,0,0,0,0,3,0,0
ENSG00000250682,41,4,56,5,33,3,6,50,2,16
ENSG00000145730,3472,3050,8939,4056,1762,2102,5691,2265,875,3595
ENSG00000145723,133,129,173,184,92,248,107,139,75,118
ENSG00000145725,707,567,906,892,365,540,692,420,307,448
ENSG00000181751,217,429,1413,684,249,363,329,697,274,709
ENSG00000112874,279,326,0,531,163,416,358,362,228,645
ENSG00000251026,13,2,18,12,8,6,0,11,0,10
ENSG00000251204,8,7,7,5,5,6,4,3,1,1
ENSG00000250273,100,104,104,136,124,188,83,104,141,150
ENSG00000184349,1533,1007,1242,525,1292,1235,391,1095,592,1134
ENSG00000249959,0,0,0,0,1,6,0,0,0,1
ENSG00000248827,3,6,8,6,8,3,4,1,5,2
ENSG00000145743,316,709,450,295,195,442,342,288,249,308
ENSG00000244245,712,1063,4295,921,613,911,1973,2655,3421,4677
ENSG00000272523,23,50,33,25,8,9,19,12,31,29
ENSG00000151422,377,367,419,495,252,491,286,203,245,259
ENSG00000176857,148,23,3,0,88,5,39,32,5,21
ENSG00000249476,7,1,4,3,0,2,1,12,0,0
ENSG00000198961,2031,1996,2199,1012,1058,902,1770,1857,1208,1462
ENSG00000214794,0,1,1,1,3,0,1,0,0,1
ENSG00000271849,2,2,4,10,2,8,0,4,0,1
ENSG00000112893,698,791,1675,568,432,681,1608,937,397,1509
ENSG00000186952,37,10,10,22,38,39,55,4,10,6
ENSG00000164209,718,1178,958,1056,475,1063,750,959,709,1302
ENSG00000248966,201,127,55,72,98,84,49,141,70,34
ENSG00000251627,0,1,1,2,2,0,0,3,2,0
ENSG00000145777,8,0,0,0,13,1,1,3,2,5
ENSG00000134987,825,566,822,1037,564,882,524,711,626,922
ENSG00000214784,1151,2053,5883,1924,867,1926,1997,1471,2909,3236
