,JBLAB-19902,JBLAB-19904,JBLAB-19905,JBLAB-19906,JBLAB-19907,JBLAB-19917,JBLAB-19937,JBLAB-19938,JBLAB-19939,JBLAB-19941
ENSG00000254595,2.344,8.709,1.665,4.904,8.355,5.763,2.103,3.894,0,1.019
ENSG00000179532,148.848,179.983,85.766,272.187,224.205,286.685,340.656,579.28,23.122,61.136
ENSG00000132275,567.264,448.99,467.133,329.404,557.031,342.869,262.852,428.375,251.194,330.134
ENSG00000254400,0,2.903,0,3.27,0,0,1.051,0.974,1.051,0
ENSG00000166333,3303.959,2037.873,1220.708,1491.717,2978.724,1874.975,901.056,1145.903,785.112,942.512
ENSG00000166337,1753.36,2126.897,1348.108,1282.468,2184.954,1621.425,589.84,1588.882,1416.776,1742.373
ENSG00000166340,3037.908,2751.999,1705.327,1807.225,3513.474,1560.198,2101.764,2056.2,2790.459,1811.66
ENSG00000166341,51.569,29.03,9.992,276.274,58.488,144.783,7.36,0,63.061,12.227
ENSG00000158042,1582.244,1813.378,1181.572,987.394,1510.947,1603.417,751.756,2392.085,1225.49,2042.957
ENSG00000254838,4.688,0.968,0,9.809,0,7.203,0,0,0,0
ENSG00000254712,35.161,16.45,6.661,10.626,34.814,17.288,22.08,13.63,4.204,15.284
ENSG00000149054,76.182,0.968,14.988,111.981,34.814,51.863,0,0.974,0,8.151
ENSG00000149050,71.494,32.9,3.331,98.085,32.029,38.177,5.257,90.543,50.449,61.136
ENSG00000158077,1.172,0,0,1.635,0,5.042,0,0,0,0
ENSG00000170748,0,0,0,257.474,0,47.541,0,0,0,0
ENSG00000170743,5.86,0,0,4.904,4.178,7.203,0,0,0,0
ENSG00000251364,57.43,8.709,10.825,16.348,51.525,12.245,15.771,13.63,3.153,6.114
ENSG00000166387,1581.071,241.913,419.67,206.797,1332.697,879.502,90.421,631.853,98.796,57.06
ENSG00000166394,1307.988,527.37,128.233,375.177,1026.33,1495.37,149.3,586.095,107.204,780.501
ENSG00000183378,15.236,0,0,0,18.104,2.161,0,0,0,0
ENSG00000275612,1.172,0,0,0,8.355,1.441,0,0,0,0
ENSG00000254951,14.064,0,0,0.817,12.533,0,0,0,0,0
ENSG00000241008,80.87,90.959,133.229,94.816,66.844,123.894,123.015,179.139,297.439,427.951
ENSG00000182261,8.204,0,0,0,0,1.441,0,0,0,0
ENSG00000175390,6440.317,3630.627,3788.691,3025.119,6018.721,3802.533,3290.906,4208.785,3386.388,5578.649
ENSG00000166402,251.987,146.115,49.128,250.935,201.924,184.4,169.277,38.943,103,25.473
ENSG00000166405,114.859,601.879,0,129.146,147.613,79.234,39.953,3.894,12.612,3.057
ENSG00000246820,0,3.871,0,0.817,0,0,0,0,0,0
ENSG00000166407,32.817,59.027,12.49,108.711,22.281,69.87,68.341,5.841,14.714,21.398
ENSG00000130413,251.987,246.751,21.65,141.407,327.256,144.783,95.678,401.115,21.02,119.215
ENSG00000166436,495.77,168.371,148.217,255.022,453.98,203.128,448.951,320.308,95.643,70.306
ENSG00000166441,20824.669,21509.914,27894.756,13058.446,19295.557,14812.518,21662.149,28181.238,20101.817,33080.626
ENSG00000212607,15.236,5.806,0.833,8.174,27.852,4.322,1.051,1.947,1.051,0
ENSG00000166444,1344.321,1596.624,1063.331,510.044,1629.316,685.738,1092.412,2576.092,448.786,424.894
ENSG00000254665,1.172,6.774,0.833,0,4.178,2.161,3.154,0.974,0,1.019
ENSG00000166452,506.318,311.584,567.055,278.726,561.209,310.455,333.296,393.326,206,285.301
ENSG00000176029,0,4.838,0,2.452,0,0.72,18.925,0.974,1.051,0
ENSG00000175348,2967.586,1356.647,810.197,794.492,2375.738,1166.187,686.569,1252.024,1020.541,1161.582
ENSG00000254860,44.537,21.288,3.331,21.252,61.273,10.805,44.159,28.234,2.102,15.284
ENSG00000175352,370.362,28.062,311.422,440.567,271.553,446.594,38.902,172.324,21.02,248.619
ENSG00000253973,4.688,0.968,12.49,4.087,1.393,4.322,0,0.974,0,2.038
ENSG00000175356,14.064,4.838,4.163,1.635,13.926,4.322,30.491,44.785,35.735,133.48
ENSG00000213538,32.817,58.059,29.144,55.582,54.311,105.886,28.388,46.732,30.48,44.833
ENSG00000184014,2110.83,727.674,1406.395,546.009,1847.951,709.508,934.701,1785.545,430.918,891.565
ENSG00000166471,1273.999,665.744,601.194,628.564,875.931,1030.048,1046.15,1464.264,632.714,895.641
ENSG00000205339,11515.217,3130.351,5580.616,2822.409,7093.791,2908.624,4865.914,9070.842,3402.153,7612.436
ENSG00000201998,0,2.903,3.331,0,0,0.72,1.051,0.974,0,0
ENSG00000268403,14.064,15.482,42.467,18.8,36.207,20.169,52.57,63.283,13.663,11.208
ENSG00000166478,563.748,476.084,452.978,402.15,562.601,525.829,364.838,629.906,487.673,477.879
ENSG00000166483,3343.808,943.46,993.386,882.769,2591.587,1075.427,1001.991,2555.647,1158.225,1604.817
ENSG00000243964,239.095,225.463,394.69,242.762,204.709,275.16,365.89,233.659,328.969,516.598
ENSG00000255463,4.688,1.935,1.665,3.27,4.178,1.441,5.257,2.921,6.306,3.057
ENSG00000239470,138.3,212.883,258.131,119.337,190.783,123.174,213.436,213.214,263.806,418.781
ENSG00000133789,1525.986,638.65,573.716,470.81,1151.662,860.054,871.617,1716.421,630.612,885.451
ENSG00000245522,41.021,13.547,22.482,8.174,38.992,16.567,24.182,24.339,4.204,19.36
ENSG00000246273,202.762,97.733,121.571,134.05,228.383,211.052,199.767,117.803,94.592,154.878
ENSG00000133812,1647.877,796.377,559.56,717.659,1283.957,607.944,563.554,755.498,384.673,409.61
ENSG00000255476,1.172,0,0,0,4.178,0,0,0,0,0
ENSG00000254719,30.473,29.997,27.478,56.399,59.881,38.897,58.879,41.864,67.265,104.95
ENSG00000254554,17.58,2.903,0.833,1.635,22.281,1.441,5.257,0,2.102,0
ENSG00000148926,3278.174,1586.948,48.295,593.417,4830.852,1017.082,2488.682,144.09,66.214,1335.819
ENSG00000133805,427.792,211.916,34.14,50.677,396.885,144.063,225.001,126.565,71.469,180.351
ENSG00000255823,8507.782,4792.775,11456.834,6384.547,14601.177,2061.536,19967.28,9451.512,10091.898,8698.617
ENSG00000110315,4678.753,1073.125,745.248,665.346,2932.769,594.258,679.209,653.272,1161.378,926.209
ENSG00000177112,2.344,0,0,0,0,0.72,7.36,0,3.153,3.057
ENSG00000133800,31.645,0,0,0,97.48,0,0,0,0,0
ENSG00000072952,44.537,4.838,3.331,0,32.029,6.483,2.103,0,0,1.019
ENSG00000198730,2837.49,1235.69,817.691,1427.144,1808.958,1424.059,951.524,1693.055,1246.51,1443.826
ENSG00000110321,32200.413,30178.132,19308.167,14609.014,24942.459,22271.36,11587.562,31449.546,17094.848,16929.545
ENSG00000246308,3.516,8.709,2.498,1.635,8.355,1.441,9.463,6.815,5.255,3.057
ENSG00000236287,1318.536,948.298,691.956,697.224,1086.211,762.812,790.658,1620.037,355.245,575.696
ENSG00000247271,42.193,102.571,88.264,198.623,41.777,213.933,116.706,337.832,244.888,317.907
ENSG00000254401,0,0,14.988,0,0,0,1.051,0,0,0
ENSG00000110328,161.74,231.269,500.44,23.704,157.361,94.361,141.94,1030.047,104.051,20.379
ENSG00000254598,657.51,375.449,244.808,747.902,421.951,473.966,669.747,397.221,279.571,164.048
ENSG00000255351,0,0.968,0.833,0,4.178,0.72,0,0,1.051,1.019
ENSG00000170242,3309.819,1830.796,1294.816,845.987,2462.077,1363.553,1037.739,1911.137,987.959,1059.689
ENSG00000050165,1093.506,173.21,22.482,233.77,998.478,656.926,423.717,18.498,38.888,66.231
ENSG00000133816,2542.138,831.212,119.906,393.159,1526.265,2034.884,667.644,1355.223,520.255,226.203
ENSG00000133808,70.322,18.385,4.163,11.443,52.918,36.736,13.668,32.128,8.408,8.151
ENSG00000197702,2461.268,1193.114,711.941,271.37,1969.105,839.885,659.233,2999.599,987.959,1608.893
ENSG00000187079,7093.139,3206.795,2869.413,1974.788,5380.92,3023.154,1867.3,2952.867,898.622,1120.825
ENSG00000251381,2097.938,196.433,641.163,168.38,1828.455,303.252,365.89,367.04,150.296,144.688
ENSG00000254670,11.72,25.159,4.163,0,4.178,1.441,3.154,72.045,0,7.133
ENSG00000189431,315.277,928.945,160.707,31.878,199.139,160.63,52.57,982.342,57.806,42.795
ENSG00000133794,800.498,261.266,220.66,240.309,616.912,375.283,135.632,342.7,248.041,147.745
ENSG00000148925,2095.594,1154.408,741.085,676.79,1561.08,750.566,481.545,708.766,532.867,615.435
ENSG00000228901,58.602,71.606,46.63,123.424,37.6,90.039,21.028,128.513,49.398,119.215
ENSG00000197601,4432.626,1205.693,1799.42,1019.272,2702.993,1411.093,1345.802,2690.974,1058.378,1798.414
ENSG00000254438,11.72,7.741,6.661,0.817,32.029,4.322,4.206,11.683,10.51,155.897
ENSG00000262655,8190.161,21785.695,5454.882,992.298,2957.835,6474.174,20998.711,17353.085,24010.562,30124.706
ENSG00000254418,10.548,13.547,0.833,0.817,5.57,1.441,2.103,1.947,7.357,12.227
ENSG00000133818,1926.821,622.2,1013.371,374.36,1586.146,522.227,458.414,858.697,589.622,759.104
ENSG00000129083,6850.528,4779.228,3975.211,2145.62,4858.704,3353.778,2491.836,4232.151,2304.888,1822.868
ENSG00000129084,1390.03,997.648,887.636,714.389,924.672,1173.39,503.624,1354.249,665.296,835.524
ENSG00000152270,8.204,0.968,1.665,182.276,5.57,47.541,2.103,0.974,2.102,3.057
ENSG00000255040,29.301,35.803,24.148,17.982,18.104,10.084,14.72,33.102,25.224,17.322
ENSG00000186104,199.245,84.186,368.877,366.186,181.035,403.375,101.987,0.974,114.561,7.133
ENSG00000175868,4.688,0.968,68.28,26.974,1.393,5.042,0,1.947,2.102,0
ENSG00000110680,4.688,0.968,9.159,35.965,0,25.931,0,0,2.102,0
ENSG00000250640,1.172,2.903,1.665,0,0,0,0,1.947,0,0
ENSG00000188487,0,0,5.829,5.722,0,0.72,0,0,0,0
ENSG00000110693,38.677,208.045,186.52,40.052,26.459,48.981,91.472,40.89,23.122,3.057
ENSG00000213785,23.441,3.871,34.973,11.443,8.355,25.931,11.565,1.947,10.51,2.038
ENSG00000110696,3077.757,3654.818,2184.118,1607.784,2590.195,2197.675,1680.149,4393.765,2329.061,2293.615
ENSG00000166689,4507.636,1307.296,1126.615,246.031,3244.706,1027.166,71.496,567.597,278.52,281.225
ENSG00000244398,1390.03,2450.092,2175.791,1810.494,1591.716,2147.974,3850.254,3218.655,4180.959,6903.26
ENSG00000184669,91.419,137.406,109.914,30.243,69.629,52.583,1.051,140.195,75.673,111.064
ENSG00000110700,10906.932,6860.646,12511.839,5533.655,9958.323,6330.111,7501.793,12517.314,10092.949,18747.319
ENSG00000272034,18.753,6.774,10.825,8.174,9.748,3.602,3.154,16.551,3.153,3.057
ENSG00000011405,2233.893,1900.467,701.116,849.257,1363.334,839.885,942.061,1988.05,774.602,956.777
ENSG00000070081,1906.896,1218.273,662.813,556.635,1168.373,820.437,352.222,2851.615,565.449,997.534
ENSG00000197149,503.974,617.361,942.593,414.411,452.588,335.666,649.77,377.749,1102.52,832.467
ENSG00000188211,52.741,7.741,49.128,78.468,45.955,58.345,3.154,45.758,6.306,26.492
ENSG00000260196,10.548,3.871,41.634,53.947,33.422,49.702,1.051,36.996,3.153,12.227
ENSG00000187486,168.773,79.347,39.136,80.921,194.961,110.928,4.206,55.494,31.531,33.625
ENSG00000255035,11.72,9.677,11.658,26.156,4.178,11.525,10.514,5.841,18.918,10.189
ENSG00000006611,10.548,2.903,0,8.991,4.178,10.084,5.257,0,0,2.038
ENSG00000188162,1.172,1.935,0,5.722,0,0.72,1.051,0,0,0
ENSG00000129152,3.516,54.188,0,5.722,2.785,5.763,0,0.974,0,0
ENSG00000129159,0,0.968,0,0,0,0.72,1.051,3.894,3.153,1.019
ENSG00000129158,312.933,299.972,223.991,205.979,285.478,171.435,45.211,217.108,81.98,260.846
ENSG00000129167,33.989,9.677,4.996,8.174,48.74,2.881,3.154,12.657,1.051,1.019
ENSG00000166788,507.49,295.134,334.737,401.333,394.099,466.763,117.758,297.915,415.153,263.903
ENSG00000179826,0,0,0,0,0,3.602,0,1.947,0,0
ENSG00000255138,21.097,7.741,16.654,8.174,23.674,10.805,7.36,20.445,12.612,9.17
ENSG00000189332,4.688,0.968,1.665,2.452,2.785,6.483,3.154,8.762,7.357,13.246
ENSG00000148965,0,0,0.833,0,0,5.042,0,44.785,0,1.019
ENSG00000134339,33.989,17.418,13.323,0.817,52.918,193.044,7.36,4061.775,126.122,57.06
ENSG00000212789,150.02,122.892,177.361,103.807,108.621,128.936,174.534,108.067,118.765,188.502
ENSG00000173432,276.6,86.121,99.089,0.817,421.951,792.344,23.131,14076.016,269.061,400.44
ENSG00000110756,1272.827,553.496,367.212,434.028,944.168,403.375,238.67,521.839,306.898,243.525
ENSG00000110768,1421.675,994.745,1069.993,705.398,1169.765,1093.435,494.162,1274.416,650.582,621.548
ENSG00000134333,69877.734,36059.514,12821.595,11013.364,43077.999,11853.472,16775.207,20752.825,5944.572,41279.967
ENSG00000256006,5.86,1.935,0.833,0,4.178,0,0,0,0,1.019
ENSG00000166796,83.214,18.385,46.63,60.486,87.732,128.216,111.449,139.222,0,87.628
ENSG00000074319,2589.019,2028.196,1614.565,1503.16,2450.937,1947.727,986.22,2156.479,1175.041,1745.429
ENSG00000256464,19.925,1.935,1.665,1.635,15.318,5.042,0,1.947,5.255,2.038
ENSG00000256361,4.688,1.935,0,0,4.178,0,0,0.974,0,0
ENSG00000151116,828.627,686.065,243.142,366.186,602.986,424.264,340.656,868.433,405.694,499.276
ENSG00000247595,3.516,13.547,18.319,8.991,2.785,13.686,8.411,26.287,18.918,16.303
ENSG00000279837,3.516,0.968,0,0.817,0,0.72,2.103,4.868,2.102,1.019
ENSG00000179119,2330,1205.693,662.813,728.285,1388.4,894.629,617.176,1195.556,784.061,782.539
ENSG00000257043,127.752,151.921,139.89,138.137,104.443,119.572,111.449,131.433,154.5,158.953
ENSG00000151117,241.439,33.868,43.299,55.582,257.627,167.833,22.08,245.342,136.633,59.098
ENSG00000179057,15.236,0.968,1.665,0.817,5.57,1.441,2.103,4.868,14.714,1.019
ENSG00000254966,9.376,1.935,4.163,1.635,1.393,2.881,2.103,2.921,1.051,1.019
ENSG00000177054,1506.061,785.733,454.643,1029.08,1193.439,788.023,60.982,1511.969,366.806,693.892
ENSG00000129173,576.64,344.484,381.367,413.594,405.24,422.824,30.491,616.276,221.765,461.576
ENSG00000166833,4239.241,2026.261,44.132,274.639,3248.884,530.871,7.36,859.671,1863.459,986.326
ENSG00000270607,376.222,168.371,0,0,410.81,0.72,0,0,85.133,5.095
ENSG00000109854,4829.945,856.371,918.445,1292.276,4211.155,2374.872,215.539,1699.87,915.439,1346.008
ENSG00000185238,389.115,452.861,500.44,321.23,270.16,247.067,261.8,681.506,219.663,536.977
ENSG00000255291,59.774,66.768,35.805,29.426,29.244,39.617,39.953,35.049,48.347,49.928
ENSG00000165973,1.172,2.903,0,75.199,0,1.441,1.051,0.974,15.765,0
ENSG00000171714,113.687,4.838,1.665,115.25,58.488,30.973,1.051,0.974,26.276,0
ENSG00000255372,1.172,0,3.331,1.635,2.785,5.763,0,0,0,0
ENSG00000254768,4.688,0,3.331,0,5.57,3.602,0,0,0,0
ENSG00000183161,695.015,692.838,588.704,619.573,518.039,434.349,170.328,529.627,684.214,407.573
ENSG00000148935,7.032,14.515,36.638,3.27,5.57,6.483,0,1.947,3.153,0
ENSG00000198168,1327.913,790.571,721.1,612.217,1043.041,461.721,55.725,613.355,830.306,872.205
ENSG00000246225,5.86,3.871,0.833,2.452,1.393,1.441,0,3.894,3.153,6.114
ENSG00000255293,7.032,23.224,15.821,8.991,13.926,9.364,13.668,7.789,7.357,6.114
ENSG00000255193,10.548,0,0.833,0,5.57,0,0,0,0,0
ENSG00000187398,4.688,2.903,8.327,0,1.393,0.72,0,0,5.255,0
ENSG00000240298,7.032,4.838,2.498,7.356,2.785,5.763,8.411,2.921,10.51,18.341
ENSG00000134343,12.892,0.968,5.829,4.087,9.748,18.008,0,26.287,5.255,0
ENSG00000169550,151.192,21.288,916.78,8.174,201.924,33.855,0,1140.062,131.378,0
ENSG00000148942,230.89,5.806,0.833,6.539,162.932,0.72,0,5.841,0,2.038
ENSG00000176971,3.516,16.45,80.77,0,0,5.763,1.051,7.789,7.357,1.019
ENSG00000129151,46.881,291.263,218.162,7.356,37.6,63.388,5.257,9.736,16.816,0
ENSG00000254560,137.128,130.633,64.116,22.887,91.91,45.38,0,317.387,2.102,144.688
ENSG00000109881,248.471,418.993,223.991,255.022,245.094,383.927,178.739,329.07,435.122,287.339
ENSG00000205213,4645.936,3892.86,5135.133,2349.964,2428.656,2144.372,486.802,3506.834,3912.949,2639.032
ENSG00000254862,9.376,4.838,0.833,0.817,2.785,0.72,4.206,1.947,1.051,0
ENSG00000148943,856.756,578.655,684.462,713.572,566.779,849.249,389.021,1095.277,1640.643,993.458
ENSG00000245573,17.58,105.474,12.49,89.094,40.385,83.556,113.552,43.811,38.888,43.814
ENSG00000240036,512.178,295.134,1102.467,483.888,477.654,255.711,441.591,496.526,607.49,835.524
ENSG00000176697,112.515,11.612,25.813,15.53,94.695,89.319,34.696,191.795,323.714,366.815
ENSG00000177447,16.408,57.091,79.105,53.13,6.963,76.353,82.01,145.063,36.786,83.552
ENSG00000224411,3729.407,866.048,797.707,1969.066,2016.453,1189.237,1032.482,871.354,1172.939,1259.399
ENSG00000255094,0,0,0,1.635,0,2.161,1.051,0,0,0
ENSG00000121621,644.618,413.187,485.452,353.108,306.367,551.04,145.094,496.526,622.204,580.791
ENSG00000169519,332.857,297.069,228.154,196.988,228.383,243.466,254.441,256.051,254.347,299.566
ENSG00000249867,17.58,2.903,0,0,9.748,0,0,0,0,2.038
ENSG00000211499,3.516,0,0,0,0,0,0,0,0,0
ENSG00000255029,2.344,0,0,0,0,0,0,2.921,0,0
ENSG00000255117,3.516,0,0,0.817,0,0,0,0,0,0
ENSG00000240554,1.172,0.968,2.498,0.817,4.178,4.322,2.103,0.974,8.408,11.208
ENSG00000182255,5.86,0,8.327,2.452,0,0,0,0,0,0
ENSG00000254532,1.172,0.968,0.833,2.452,0,0,0,0,0,0
ENSG00000152219,541.479,501.243,348.893,366.186,451.195,366.639,416.357,449.794,1092.01,454.443
ENSG00000066382,2.344,823.471,67.447,131.598,5.57,154.147,12.617,85.675,339.48,461.576
ENSG00000255480,0,5.806,0,0,0,0,0,0,0,0
ENSG00000254489,0,22.256,4.163,0,0,0,0,3.894,0,34.644
ENSG00000170959,41.021,14.515,3.331,32.695,32.029,25.211,7.36,16.551,34.684,21.398
ENSG00000170946,330.513,149.986,136.559,144.676,182.428,110.208,114.603,248.263,312.153,193.597
ENSG00000148950,237.923,242.88,233.15,306.517,179.643,283.083,101.987,291.1,508.694,382.099
ENSG00000109911,338.717,262.233,274.784,309.787,270.16,343.589,148.248,371.907,765.143,399.421
ENSG00000007372,23.441,5.806,10.825,17.165,34.814,82.836,0,296.942,340.531,87.628
ENSG00000049449,6786.067,3535.797,5759.643,4010.061,5330.788,8552.998,391.124,5003.226,4242.97,4054.328
ENSG00000254584,0,4.838,1.665,0,0,0,0,3.894,1.051,0
ENSG00000212551,0,0,0,2.452,0,10.084,0,0,0,0
ENSG00000255490,0,0,0,11.443,0,8.644,0,0,0,0
ENSG00000255252,4.688,16.45,4.996,4.904,9.748,7.923,9.463,9.736,12.612,4.076
ENSG00000184937,220.342,10499.013,1827.731,53.947,238.131,1733.073,1928.281,746.736,21.02,136.537
ENSG00000183242,32.817,327.066,220.66,3.27,33.422,104.445,119.86,126.565,4.204,26.492
ENSG00000273677,0,3.871,2.498,0,0,7.203,1.051,2.921,0,0
ENSG00000149100,5088.964,6470.682,5021.889,5465.813,4475.745,9198.398,2919.759,6327.295,5281.378,4699.312
ENSG00000270903,12.892,11.612,8.327,11.443,15.318,12.245,11.565,23.366,18.918,5.095
ENSG00000186714,1.172,9.677,0.833,4.087,12.533,5.763,2.103,4.868,10.51,15.284
ENSG00000135378,1152.108,279.651,542.907,792.858,765.918,1253.345,175.585,1474,1171.888,1466.242
ENSG00000060749,1823.682,1270.526,1138.273,1597.158,1158.625,1125.849,1068.23,1880.956,1399.959,1098.408
ENSG00000121690,32.817,3.871,74.108,174.102,65.451,93.641,32.594,65.23,31.531,106.988
ENSG00000176148,298.868,51.286,130.731,225.597,362.07,259.313,70.444,135.328,67.265,71.325
ENSG00000213713,12.892,10.644,12.49,10.626,12.533,13.686,14.72,12.657,7.357,16.303
ENSG00000280798,222.686,57.091,124.069,273.822,350.93,208.891,101.987,242.421,69.367,197.673
ENSG00000176102,1047.797,932.816,1373.921,1248.138,679.578,1377.239,493.11,1046.598,977.449,698.987
ENSG00000247151,5.86,0,10.825,7.356,1.393,8.644,6.308,0,8.408,12.227
ENSG00000241255,203.934,377.384,425.499,330.221,179.643,370.961,624.536,359.251,616.949,629.7
ENSG00000110422,3531.333,1555.015,1369.757,1403.44,2228.124,1228.854,1818.935,2667.608,1134.051,1648.631
ENSG00000110427,22.269,2.903,39.969,205.979,4.178,30.973,3.154,62.309,23.122,30.568
ENSG00000255202,12.892,0,0,0,4.178,1.441,0,3.894,0,0
ENSG00000205177,5.86,0,0.833,0.817,11.141,0.72,0,1.947,0,0
ENSG00000085063,24490.785,4018.655,8649.04,3308.75,18975.264,6992.799,551.989,7703.936,6319.786,3772.084
ENSG00000110429,1250.558,726.706,460.472,1117.357,967.842,740.482,221.847,595.831,825.051,340.323
ENSG00000135363,17.58,32.9,14.988,108.711,50.133,195.925,16.823,1.947,1164.531,57.06
ENSG00000135387,8099.915,10332.577,6987.844,8371.595,6191.401,8009.882,3872.334,9799.08,11418.286,5770.208
ENSG00000135372,2228.033,1488.247,1516.309,3021.033,2158.495,2384.236,1093.464,1492.498,2787.306,1200.301
ENSG00000166016,1572.867,112.248,128.233,242.762,1364.726,285.964,24.182,484.843,827.153,266.96
ENSG00000254708,39.849,49.35,28.311,26.974,37.6,28.813,26.285,72.045,46.245,33.625
ENSG00000121691,950.518,1466.959,807.699,1783.521,735.281,1720.108,127.22,2032.834,1404.163,1707.729
ENSG00000135374,0,0,7.494,13.895,0,0,0,657.166,3.153,122.272
ENSG00000135373,6060.579,1361.485,1647.872,654.721,3743.249,1704.261,31.542,4012.122,4048.531,1623.158
ENSG00000149089,396.147,456.731,582.875,499.419,320.293,607.224,95.678,944.372,791.418,627.662
ENSG00000110435,1147.42,891.207,805.201,698.042,789.592,1063.182,155.608,1079.7,960.633,735.668
ENSG00000255521,1.172,0,0,0,18.104,0.72,0,0,1.051,1.019
ENSG00000026508,3431.71,189.66,114.077,433.211,5365.602,291.727,111.449,345.621,3851.99,1816.755
ENSG00000110436,2.344,0.968,0.833,19.617,0,2.881,0,0.974,7.357,6.114
ENSG00000149090,0,40.641,1.665,4.904,2.785,3.602,0,2.921,1.051,19.36
ENSG00000179431,198.073,903.786,554.564,1121.444,520.824,385.368,17.874,503.341,744.122,472.784
ENSG00000166326,4408.013,5156.612,2433.922,2334.434,3424.349,2338.857,660.284,4790.012,3156.214,2185.608
ENSG00000186082,35.161,51.286,37.471,34.33,29.244,61.227,24.182,44.785,19.969,25.473
ENSG00000179241,423.104,260.298,798.539,888.491,474.869,524.388,18.925,826.569,620.102,662.305
ENSG00000255256,0,0,0,0,0,0,0,2.921,0,0
ENSG00000110442,1095.85,757.671,820.189,766.701,942.775,915.518,180.842,570.518,1236,410.629
ENSG00000135362,43.365,277.716,200.676,172.467,30.637,417.061,24.182,675.664,1896.041,1956.348
ENSG00000175104,601.253,232.236,161.54,173.284,456.765,180.799,95.678,184.007,548.633,219.07
ENSG00000280331,4.688,0.968,0.833,0,5.57,2.161,0,0,1.051,0
ENSG00000166349,421.932,9.677,51.626,31.06,357.892,33.134,3.154,24.339,54.653,24.454
ENSG00000166352,298.868,230.301,293.103,299.978,298.012,338.547,169.277,253.131,454.041,305.679
ENSG00000255477,0,0,0,0,0,4.322,0,0,0,0
ENSG00000240975,70.322,0,0,0,61.273,0,0,0,0,0
ENSG00000279675,0,7.741,0,0,0,1.441,0,0,6.306,0
ENSG00000148948,0,274.813,4.996,5.722,11.141,10.805,1.051,1.947,48.347,0
ENSG00000255563,0,0,0,0,1.393,0.72,0,0,0,3.057
ENSG00000166181,4072.812,2593.305,2028.407,2013.204,3003.79,1941.964,1199.656,4004.333,5403.296,2581.972
ENSG00000052841,2483.536,2268.174,1515.476,1047.062,2411.945,1267.751,1172.319,1988.05,1676.378,1026.064
ENSG00000254463,1.172,0.968,0,0,0,0,3.154,0.974,0,1.019
ENSG00000213697,26.957,31.932,42.467,17.982,25.066,21.609,18.925,26.287,56.755,41.776
ENSG00000149084,2490.568,2205.277,2702.877,1216.26,1661.345,2138.61,1396.269,4040.356,4679.143,3271.789
ENSG00000243721,203.934,146.115,333.904,182.276,165.717,208.17,297.548,218.082,246.99,401.459
ENSG00000254512,30.473,42.577,60.786,92.364,45.955,102.284,70.444,86.649,93.541,109.026
ENSG00000166199,1085.302,554.464,308.091,314.691,884.287,534.472,153.505,425.454,502.388,334.209
ENSG00000213693,59.774,21.288,9.159,24.521,83.555,32.414,16.823,30.181,19.969,4.076
ENSG00000254409,0,1.935,0,4.904,5.57,2.161,1.051,0.974,1.051,1.019
ENSG00000187479,10.548,22.256,0,8.174,8.355,10.084,7.36,0,8.408,6.114
ENSG00000110455,326.997,411.252,167.369,179.006,399.67,101.564,84.113,202.505,53.602,69.287
ENSG00000151348,5604.658,1943.043,751.909,1332.328,4357.376,1931.159,604.559,745.762,2849.316,1106.559
ENSG00000052850,1.172,0.968,0,8.174,0,64.828,0,0,4.204,0
ENSG00000085117,6797.787,1076.996,1167.416,679.242,5627.407,2196.235,77.804,884.01,2729.5,470.746
ENSG00000157570,5.86,14.515,19.984,122.607,19.496,127.495,2.103,7.789,80.929,3.057
ENSG00000175274,5609.346,3921.889,1930.151,217.423,4857.311,1029.327,198.716,2424.213,2219.755,1562.022
ENSG00000019485,461.781,269.007,154.046,165.928,561.209,250.669,19.977,286.232,551.786,104.95
ENSG00000019505,464.125,427.702,17.486,286.9,284.086,193.044,37.851,11.683,336.327,18.341
ENSG00000254427,0,0,0,8.174,0,2.161,0,2.921,9.459,0
ENSG00000175264,0,214.819,3.331,1277.563,1.393,469.644,33.645,13342.91,3712.204,71.325
ENSG00000254519,0,0,0,2.452,0,2.881,0,0.974,0,0
ENSG00000205106,0,0.968,0.833,0,0,0,0,15.577,60.959,0
ENSG00000181830,812.218,919.268,590.37,451.193,937.205,1081.91,150.351,1437.977,1005.827,514.56
ENSG00000121671,397.319,421.896,159.042,340.03,416.381,260.033,144.043,446.873,683.163,248.619
ENSG00000121653,424.276,569.946,191.516,721.746,396.885,544.557,137.734,549.099,864.99,874.243
ENSG00000255498,0,0,0,1.635,1.393,2.161,2.103,3.894,4.204,3.057
ENSG00000234776,1.172,0.968,1.665,2.452,1.393,10.805,3.154,7.789,2.102,9.17
ENSG00000121680,677.435,634.779,338.9,438.115,696.289,615.147,171.379,461.477,566.5,463.614
ENSG00000165905,310.589,613.491,743.583,783.049,426.129,580.572,171.379,455.635,189.184,349.493
ENSG00000135365,995.055,1082.801,753.575,408.689,985.945,453.797,605.611,896.667,601.184,607.283
ENSG00000157613,0,9.677,1.665,18.8,0,46.82,4.206,15.577,149.245,178.313
ENSG00000149091,1392.374,1712.742,1082.483,1470.465,1935.683,1591.892,444.745,1618.089,1848.745,2313.993
ENSG00000110492,2817.565,18133.78,169.034,16946.718,5000.747,24221.968,12768.293,10291.711,51741.737,19314.863
ENSG00000180720,0,2.903,0,34.33,9.748,48.981,8.411,17.524,7.357,84.571
